Fecha,"USDCOP Curncy PX_LAST","USDCOP Curncy PX_LOW","USDCOP Curncy PX_HIGH","USDCOP Curncy PX_OPEN","USDCOPV1W Curncy PX_LAST","USDCOPV1M Curncy PX_LAST","USDCOPV2M Curncy PX_LAST","USDCOPV3M Curncy PX_LAST","USDCOPV6M Curncy PX_LAST","USDCOPV9M Curncy PX_LAST","USDCOPV1Y Curncy PX_LAST","USDCOP25R1W Curncy PX_LAST","USDCOP25R1M Curncy PX_LAST","USDCOP25R2M Curncy PX_LAST","USDCOP25R3M Curncy PX_LAST","USDCOP25R6M Curncy PX_LAST","USDCOP25R9M Curncy PX_LAST","USDCOP25R1Y Curncy PX_LAST","USDCOP25B1W Curncy PX_LAST","USDCOP25B1M Curncy PX_LAST","USDCOP25B2M Curncy PX_LAST","USDCOP25B3M Curncy PX_LAST","USDCOP25B6M Curncy PX_LAST","USDCOP25B9M Curncy PX_LAST","USDCOP25B1Y Curncy PX_LAST","USDCOP10R1W Curncy PX_LAST","USDCOP10R1M Curncy PX_LAST","USDCOP10R2M Curncy PX_LAST","USDCOP10R3M Curncy PX_LAST","USDCOP10R6M Curncy PX_LAST","USDCOP10R9M Curncy PX_LAST","USDCOP10R1Y Curncy PX_LAST","USDCOP10B1W Curncy PX_LAST","USDCOP10B1M Curncy PX_LAST","USDCOP10B2M Curncy PX_LAST","USDCOP10B3M Curncy PX_LAST","USDCOP10B6M Curncy PX_LAST","USDCOP10B9M Curncy PX_LAST","USDCOP10B1Y Curncy PX_LAST","COP1W Curncy PX_LAST","COP1M Curncy PX_LAST","COP2M Curncy PX_LAST","COP3M Curncy PX_LAST","COP6M Curncy PX_LAST","COP9M Curncy PX_LAST","COP12M Curncy PX_LAST"
2010-09-14,1790.35,1786,1794.03,1793.9,9.765,10.515,11.04,11.395,12.4625,13.1375,13.56,2.3675,3.005,3.3375,3.6975,4.03,4.2575,4.4625,0.5375,0.725,0.775,0.82,0.945,1.0375,1.1575,4.0475,5.135,6.125,6.94,7.94,8.375,8.78,2.305,1.57,1.7775,2.0975,3.04,3.205,3.385,0.42,0.25,3.25,4.5,12.5,24.5,44
2010-09-15,1807.28,1787.4,1814.18,1787.4,9.835,10.72,11.22,11.57,12.6175,13.2575,13.6525,2.6875,3.385,4.0175,4.0675,4.315,4.5025,4.8325,0.5225,0.73,0.655,0.8125,0.9425,1.0425,1.0825,4.5575,5.73,7.1075,7.83,8.82,9.1975,9.58,2.05,1.425,1.5625,1.94,2.98,3.1075,3.2275,0.44,-0.37,2,3.5,11,23,41
2010-09-16,1810.7,1804,1812.65,1804,9.73,10.55,11.075,11.415,12.4875,13.1475,13.565,2.6425,3.1375,3.6025,3.855,4.15,4.345,4.5875,0.5575,0.6725,0.6725,0.745,0.985,1.09,1.1875,4.155,5.26,6.44,7.2125,8.1875,8.58,8.9825,2.315,1.615,1.765,2.1175,3.1,3.27,3.4425,0.09,-0.56,3.38,2.75,9.25,21.25,38.75
2010-09-17,1799.15,1798.63,1811.3,1808.93,9.465,10.55,10.985,11.23,12.31,12.985,13.4,2.5975,3.095,3.5225,3.7725,4.0925,4.315,4.5975,0.6,0.7,0.7075,0.7725,1.0525,1.135,1.2025,3.8925,5.05,6.3925,7.13,8.3075,8.675,9.0625,2.2425,1.6275,1.7575,2.1375,3.1775,3.315,3.4425,-0.06,-0.25,0.75,1.75,7.75,19.75,36.75
2010-09-20,1800.7,1795.73,1801.33,1797.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,-0.06,0.55,1.5,8,20.88,36.5
2010-09-21,1805,1798.13,1807.5,1800.15,9.185,10.43,10.99,11.155,12.2625,12.945,13.3625,2.4625,2.96,3.3125,3.65,4.02,4.23,4.4725,0.5975,0.7075,0.755,0.795,1.025,1.1275,1.2225,3.8275,4.945,6.1325,6.8625,7.965,8.3625,8.7575,2.415,1.695,1.85,2.1875,3.16,3.345,3.5075,-0.05,0.35,1.5,1.88,8.25,19.75,36.75
2010-09-22,1803.18,1798.66,1806.35,1804.95,9.005,10.395,10.915,11.095,12.205,12.8775,13.2975,2.5525,3.05,3.41,3.7225,4.045,4.275,4.55,0.64,0.725,0.745,0.7825,1.045,1.135,1.2025,3.845,5,6.305,7.03,8.165,8.5525,8.9375,2.28,1.66,1.7825,2.1525,3.16,3.32,3.4575,0.23,0.39,1.5,2.2,8.75,20.5,38
2010-09-23,1811.58,1801.47,1813.9,1806.6,9.09,10.405,10.945,11.165,12.24,12.94,13.35,2.34,2.8375,3.2175,3.5275,3.9175,4.1325,4.3725,0.625,0.7275,0.745,0.81,1.0175,1.125,1.2225,3.6225,4.71,5.8075,6.585,7.6725,8.08,8.48,2.4625,1.73,1.885,2.21,3.145,3.355,3.55,0.23,0.55,1.73,2.5,9,19,37
2010-09-24,1802.2,1800.83,1815.9,1810.93,8.73,10.53,10.98,11.15,12.225,12.9025,13.31,2.375,2.8725,3.2075,3.575,3.9275,4.1575,4.4,0.625,0.7325,0.76,0.795,1.0275,1.1225,1.225,3.76,4.815,5.91,6.705,7.76,8.1675,8.5675,2.445,1.695,1.84,2.1675,3.1375,3.3425,3.5275,0.23,1,2,2.5,8,18,36.5
2010-09-27,1803.49,1795.9,1804.04,1801.95,8.975,10.725,10.785,10.945,12.005,12.685,13.09,2.42,2.9425,3.3,3.605,3.9625,4.1925,4.435,0.645,0.7425,0.75,0.81,1.0525,1.1425,1.24,3.7225,4.8575,5.9625,6.735,7.865,8.25,8.6475,2.4325,1.7475,1.8875,2.23,3.195,3.385,3.5575,0.23,1,2,2.75,8.5,18,36.5
2010-09-28,1803.75,1801.63,1807.55,1805.03,9.645,10.755,10.83,11.01,12.0275,12.7075,13.1,2.56,3.0775,3.415,3.735,4.08,4.29,4.5275,0.66,0.745,0.765,0.8,1.0575,1.155,1.245,3.925,5.1125,6.3575,7.1,8.26,8.65,9.04,2.41,1.7925,1.9075,2.28,3.305,3.45,3.59,0.24,1,2,3,9,19,37.5
2010-09-29,1800.18,1797.38,1802.35,1800.08,9.7775,10.75,10.87,11.09,12.06,12.8,13.225,2.5,3.0275,3.3725,3.665,4.01,4.24,4.48,0.655,0.745,0.755,0.8075,1.06,1.1475,1.2425,3.845,5.0125,6.2075,6.9625,8.09,8.4825,8.875,2.4575,1.8075,1.9225,2.2875,3.29,3.4525,3.61,0.14,0.38,1.25,2,7.5,16.5,33.5
2010-09-30,1802.18,1797.38,1803.7,1801.85,10.18,10.5325,11.025,11.55,12.4025,13.1125,13.4725,2.085,2.315,2.6475,3.1675,3.63,3.8725,4.115,0.59,0.635,0.7025,0.795,0.935,1.0075,1.08,3.565,4.055,4.8025,5.7975,6.7875,7.2675,7.7175,2.165,1.8225,2.075,2.4275,3.0275,3.22,3.415,0.26,1,0.85,2,7,16.5,34.5
2010-10-01,1797.6,1793.31,1798.16,1796.45,10.0475,10.445,10.955,11.4425,12.3575,13.0675,13.44,2.08,2.325,2.6525,3.17,3.63,3.87,4.115,0.59,0.6425,0.7075,0.8,0.94,1.0125,1.09,3.5525,4.0675,4.815,5.8025,6.79,7.26,7.7125,2.245,1.825,2.0775,2.4225,3.0375,3.2325,3.4375,0.11,-0.4,0.5,1.75,6.75,15.75,32.25
2010-10-04,1803.85,1795.94,1804.28,1797.5,9.895,10.4025,10.77,11.1325,12.0975,12.7925,13.175,1.91,2.1675,2.5425,2.9975,3.4325,3.735,4.045,0.585,0.63,0.7,0.78,0.9375,1.0075,1.085,3.14,3.69,4.6175,5.495,6.5125,7.0825,7.6425,2.115,1.7575,2.0025,2.3475,2.995,3.18,3.3625,0,-0.06,0.75,1.81,6,15,31.5
2010-10-05,1799.9,1798.87,1805.25,1802.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,-0.02,0.75,3,5.88,16,31.53
2010-10-06,1789.55,1789.55,1801.9,1798.77,9.795,10.3975,10.7175,11.0425,12.015,12.7125,13.11,2,2.315,2.675,3.1075,3.5275,3.82,4.11,0.555,0.615,0.6725,0.7425,0.925,0.9975,1.08,3.22,3.8925,4.85,5.705,6.735,7.265,7.7925,2.135,1.695,1.915,2.2625,2.975,3.1575,3.345,0,-0.15,0.25,1.25,5.5,14.5,29
2010-10-07,1787.21,1783.4,1789.2,1786.73,9.945,10.615,10.8925,11.1925,12.1525,12.855,13.25,1.965,2.28,2.635,3.0775,3.5025,3.7925,4.0925,0.555,0.6175,0.6775,0.75,0.925,0.9975,1.08,3.1875,3.85,4.78,5.635,6.66,7.19,7.7225,2.145,1.7075,1.9325,2.2725,2.9775,3.17,3.3625,0,-0.1,0.5,3,5.5,14.5,28.5
2010-10-08,1786.8,1784.82,1789.25,1787.5,9.915,10.8,11.0025,11.475,12.395,13.105,13.515,2.135,2.4775,2.865,3.2525,3.6575,3.9375,4.225,0.56,0.6175,0.655,0.7425,0.9325,1.005,1.085,3.39,4.145,5.14,5.985,7.0425,7.5525,8.065,2.125,1.6825,1.895,2.245,2.9925,3.1675,3.3425,0,-0.05,0.25,1,5.5,15,28.5
2010-10-11,1786.5,1786.27,1786.9,1786.71,10.095,10.7825,11.055,11.5125,12.4225,13.1375,13.5375,2.045,2.3725,2.7325,3.1525,3.5775,3.8575,4.145,0.56,0.63,0.6825,0.76,0.9325,1.0125,1.1,3.31,4.0225,4.92,5.7825,6.8075,7.32,7.8325,2.22,1.7225,1.9475,2.2775,3,3.2,3.4025,0,-0.06,0.25,1,5.5,15,28.5
2010-10-12,1789.93,1783.98,1792.66,1785.9,10.115,10.7975,11.09,11.555,12.495,13.21,13.595,2.005,2.355,2.69,3.135,3.5675,3.8425,4.13,0.56,0.6375,0.7,0.77,0.9325,1.015,1.105,3.275,4.01,4.88,5.745,6.76,7.2675,7.7825,2.25,1.7375,1.965,2.285,3.005,3.2125,3.425,0,-0.25,0.25,1,5.5,15.25,28
2010-10-13,1790.68,1786.18,1794.3,1789.08,10.285,10.7325,11.12,11.5825,12.4375,13.1475,13.5125,1.665,1.905,2.2825,2.7675,3.2275,3.54,3.855,0.54,0.6025,0.6775,0.7675,0.9,0.9725,1.0525,2.83,3.3175,4.1125,5.0275,5.9975,6.58,7.165,2.09,1.745,2.0175,2.3425,2.915,3.1275,3.3475,0,-2.25,-0.75,0.45,4.5,13.5,25.5
2010-10-14,1801.8,1792.51,1804.88,1793.18,10.31,10.8375,11.2125,11.6525,12.4725,13.1875,13.5475,1.67,1.92,2.295,2.7775,3.2375,3.5475,3.8625,0.54,0.6075,0.6825,0.7725,0.9025,0.9775,1.06,2.845,3.345,4.135,5.045,6.0125,6.5925,7.17,2.115,1.75,2.0225,2.3425,2.9225,3.14,3.3625,-0.34,-1.5,-2,-1,2.5,11.5,20
2010-10-15,1808.63,1801.78,1810.65,1801.85,10.285,10.8625,11.2225,11.6625,12.4825,13.1975,13.5625,1.695,1.955,2.3275,2.8075,3.265,3.57,3.8825,0.545,0.6125,0.6875,0.775,0.9075,0.9825,1.0675,2.88,3.4,4.195,5.1,6.0625,6.635,7.2075,2.145,1.755,2.025,2.3425,2.9325,3.155,3.38,-0.32,-1.5,-2,-2.5,1.5,10.5,21
2010-10-18,1810,1807.55,1810.78,1810,10.31,10.8975,11.25,11.6825,12.4925,13.21,13.5725,1.72,2.005,2.3625,2.8475,3.305,3.6,3.9075,0.55,0.625,0.7025,0.7825,0.915,0.995,1.085,2.93,3.5,4.27,5.175,6.1275,6.6825,7.2425,2.19,1.77,2.035,2.3425,2.955,3.185,3.4225,-0.33,-1.5,-2,0.25,1.5,10.5,21
2010-10-19,1815.85,1812.25,1821.7,1814.95,11.13,11.3875,11.6625,12.0025,12.5775,13.2825,13.6425,1.73,2.015,2.3775,2.8525,3.3125,3.61,3.915,0.545,0.6225,0.695,0.7775,0.9125,0.9925,1.0825,2.94,3.51,4.285,5.1825,6.15,6.705,7.2625,2.1,1.7725,2.0325,2.3475,2.9575,3.185,3.4175,-0.55,-1.25,-1,-0.75,3.75,13.5,23.25
2010-10-20,1809.25,1808.48,1819.99,1815.98,10.595,11.1325,11.53,11.8975,12.4975,13.2125,13.5125,1.485,1.725,2.0975,2.6075,3.0875,3.41,3.7375,0.525,0.5925,0.6775,0.77,0.89,0.9625,1.0975,2.5875,3.045,3.785,4.715,5.6575,6.2725,6.8725,1.97,1.755,2.0475,2.3625,2.8875,3.115,3.4,0,-0.13,0.5,1,6,14,24.5
2010-10-21,1818.79,1809.3,1819.55,1809.3,10.665,11.2725,11.655,11.9975,12.5925,13.3125,13.6475,1.5,1.75,2.1225,2.6275,3.1075,3.43,3.7525,0.525,0.585,0.6725,0.7675,0.8925,0.9675,1.0475,2.615,3.08,3.82,4.7575,5.6975,6.31,6.9075,1.99,1.77,2.06,2.3775,2.8975,3.1275,3.3575,0.38,0.88,1.05,2.75,8.25,17.75,28.75
2010-10-22,1828.65,1818,1830.3,1820,10.725,11.3075,11.685,12.025,12.6125,13.3325,13.6725,1.515,1.77,2.14,2.6425,3.125,3.445,3.7625,0.525,0.59,0.6775,0.7725,0.895,0.97,1.055,2.635,3.115,3.8525,4.785,5.7275,6.33,6.9225,2.015,1.775,2.0625,2.3775,2.9075,3.14,3.375,0.34,0.8,1.38,2.5,7.5,16.5,26.4
2010-10-25,1829.9,1822.06,1835.6,1829.75,11.285,12.14,12.205,12.58,13.2825,13.95,14.3475,1.76,2.23,2.5,3,3.51,3.785,4.0475,0.575,0.735,0.8,0.8625,0.9725,1.085,1.2175,3.14,3.995,4.485,5.3925,6.355,6.88,7.3325,3.135,1.94,2.175,2.4,3.1225,3.46,3.7875,0.21,0.39,0.75,1.8,7.5,15.75,26
2010-10-26,1840.35,1830.59,1840.4,1831.9,11.705,12.695,12.65,12.9075,13.49,14.035,14.37,2.76,3.11,3.415,3.945,4.295,4.5225,4.7675,0.66,0.755,0.83,0.8725,1.065,1.1575,1.2575,4.34,5.48,6.585,6.8225,7.53,8.8,9.205,2.65,1.865,2.105,2.47,3.3125,3.4925,3.67,0.05,0.15,1.5,2,6.5,15,24.5
2010-10-27,1848.53,1840.15,1849.5,1840.15,12.92,12.91,12.93,13.075,13.675,14.16,14.475,2.6525,3.025,3.295,3.825,4.18,4.405,4.66,0.6675,0.755,0.835,0.875,1.07,1.1625,1.255,4.07,5.21,6.32,7.09,8.205,8.5975,9,2.485,1.855,2.105,2.48,3.335,3.4975,3.665,0.22,-0.63,0.5,1,6.5,13.5,23.5
2010-10-28,1836.2,1834.45,1848.75,1848.75,12.49,12.745,12.84,13.015,13.495,13.9525,14.225,2.4775,2.77,3.135,3.66,4.04,4.27,4.53,0.6475,0.7,0.83,0.87,1.05,1.1475,1.25,3.885,4.98,5.99,6.755,7.825,8.2275,8.64,2.665,1.875,2.12,2.465,3.295,3.4925,3.69,0.06,-0.1,0.25,-0.25,5.25,12.75,22.25
2010-10-29,1838.75,1827.6,1839.9,1830.6,12.525,12.76,12.84,13.005,13.52,13.98,14.255,2.5325,2.805,3.215,3.71,4.085,4.315,4.565,0.6525,0.69,0.81,0.87,1.055,1.1525,1.25,3.93,5.05,6.1,6.855,7.94,8.345,8.75,2.645,1.875,2.115,2.47,3.305,3.4975,3.68,0,-1.25,-0.75,-0.75,4,11,20.5
2010-11-01,1840,1838.85,1840.7,1840,12.465,12.845,12.915,13.02,13.41,13.8375,14.07,2.3525,2.77,3.06,3.555,3.95,4.1875,4.44,0.6325,0.745,0.81,0.87,1.04,1.14,1.245,3.75,4.825,5.75,6.53,7.58,7.99,8.405,2.72,1.9,2.13,2.455,3.27,3.4925,3.71,-0.25,0.55,-0.75,-0.75,4,11,20.5
2010-11-02,1844.3,1839.3,1851.73,1839.3,12.465,12.835,12.91,13.02,13.42,13.85,14.08,2.3275,2.665,3.01,3.535,3.935,4.17,4.425,0.6325,0.71,0.82,0.87,1.035,1.1375,1.245,3.73,4.8,5.705,6.49,7.535,7.945,8.36,2.73,1.9,2.13,2.455,3.26,3.4925,3.715,0,0.3,0.5,1.6,6.68,16.5,25.65
2010-11-03,1836.95,1836.95,1843.7,1843.7,12.445,12.745,12.81,12.905,13.34,13.79,14.03,2.3125,2.65,2.99,3.515,3.915,4.15,4.405,0.6275,0.7,0.82,0.865,1.035,1.1375,1.24,3.705,4.765,5.65,6.445,7.475,7.895,8.31,2.74,1.9,2.135,2.45,3.255,3.4925,3.72,0.23,-0.13,0.5,1.75,6.13,16,26
2010-11-04,1818.15,1816,1836.98,1836.88,12.04,12.2275,12.3375,12.5225,13.1525,13.6525,13.9675,1.9725,2.1175,2.42,2.765,3.3775,3.675,3.9775,0.605,0.635,0.7275,0.7925,0.9475,1.0175,1.0925,3.195,3.81,4.3775,5.0725,6.48,7.025,7.565,2.28,1.8,2.09,2.4525,3.055,3.2375,3.4225,0,-1.45,-1,0.5,5,14,23
2010-11-05,1820.7,1814.35,1822.3,1817.63,11.85,12.1025,12.2975,12.5275,13.08,13.5825,13.8675,1.93,2.045,2.405,2.8075,3.3425,3.63,3.9275,0.6,0.6475,0.72,0.795,0.9475,1.0225,1.1025,3.14,3.58,4.485,5.1625,6.37,6.9,7.4275,2.42,1.815,2.1,2.4525,3.0725,3.275,3.4775,-0.47,-2,-2,1,3.5,13.5,22.5
2010-11-08,1832.03,1824.53,1832.4,1825.85,11.98,12.1075,12.25,12.4375,13.055,13.565,13.8775,1.875,1.995,2.35,2.76,3.2975,3.585,3.8825,0.595,0.645,0.7225,0.795,0.9425,1.0225,1.1025,3.06,3.48,4.375,5.0525,6.255,6.785,7.3125,2.425,1.82,2.1025,2.4475,3.07,3.2825,3.495,-0.58,-2.5,-3,-3,2,12,21
2010-11-09,1841.85,1829.45,1842.38,1830.78,12.025,12.22,12.355,12.4925,13.065,13.5775,13.8725,1.86,1.98,2.335,2.7325,3.2825,3.5675,3.865,0.595,0.6475,0.7225,0.795,0.9425,1.0225,1.105,3.065,3.4825,4.35,5.0125,6.215,6.745,7.27,2.455,1.83,2.1075,2.4475,3.07,3.2875,3.5075,-0.56,-2.5,-3,-2.13,1,11,20
2010-11-10,1853.73,1852.5,1863.9,1854.53,11.82,12.2875,12.24,12.3675,12.81,13.3675,13.605,1.625,1.77,2.1275,2.5425,3.1075,3.4075,3.725,0.5575,0.6175,0.7,0.78,0.9125,0.985,1.1125,2.74,3.125,3.925,4.65,5.8,6.37,6.94,2.24,1.81,2.1,2.4325,2.99,3.2075,3.4775,-0.82,-2,-2.75,-1.25,2,11,20
2010-11-11,1858.5,1856.65,1858.5,1856.9,11.895,12.3425,12.2875,12.4275,12.895,13.4425,13.7125,1.62,1.77,2.1225,2.53,3.1025,3.4025,3.71,0.56,0.6225,0.705,0.78,0.9125,0.99,1.075,2.745,3.125,3.9125,4.6225,5.78,6.345,6.905,2.29,1.8375,2.1125,2.4375,3.005,3.23,3.4625,-0.58,-1.5,-2.75,-0.5,2,11,20
2010-11-12,1867.33,1856.75,1869.75,1862.35,12.6975,12.925,12.9,13.0275,13.285,13.6175,13.8075,2.015,2.185,2.4675,2.775,3.4125,3.6875,3.97,0.595,0.65,0.7375,0.7975,0.9575,1.0325,1.11,3.205,3.905,4.4375,5.0925,6.575,7.0725,7.5675,2.205,1.8125,2.095,2.4525,3.095,3.28,3.4675,-0.47,-2,-2.25,-2.38,2,10.5,20.5
2010-11-15,1867,1867,1867.25,1867.25,12.52,12.8125,12.8475,12.9875,13.23,13.59,13.7725,1.915,2.0775,2.395,2.77,3.3325,3.5975,3.875,0.59,0.6575,0.7425,0.7975,0.95,1.035,1.125,3.085,3.595,4.4925,5.09,6.34,6.83,7.3125,2.36,1.845,2.11,2.4525,3.115,3.3325,3.5525,-0.5,-2,-2.25,-2,2.5,10.5,20.5
2010-11-16,1883.3,1873.3,1887.05,1877,13.31,13.35,13.455,13.57,13.795,14.02,14.16,1.9225,1.985,2.38,2.725,3.23,3.4375,3.66,0.6475,0.665,0.8,0.825,1.03,1.12,1.22,2.64,3.435,4.585,4.975,6.38,6.7375,7.095,2.415,1.855,2.095,2.48,3.32,3.4975,3.675,-0.5,-2,-2.25,-1.25,3.25,12.5,22
2010-11-17,1874.38,1871.03,1882.05,1881.85,12.065,12.7475,12.965,13.0525,13.285,13.765,14.01,1.63,1.775,2.1,2.515,3.0325,3.3025,3.575,0.51,0.57,0.6675,0.74,0.9,0.9725,1.0525,2.44,2.985,3.945,4.5725,5.81,6.305,6.79,2.13,1.665,1.9425,2.3125,2.98,3.1625,3.345,-0.85,-3,-3,-2.5,1.25,10.75,20.25
2010-11-18,1869.75,1860.6,1870.38,1865.65,12.215,12.6975,13.16,13.2525,13.52,13.965,14.1975,1.54,1.6625,2.005,2.455,2.9725,3.24,3.525,0.49,0.555,0.65,0.715,0.8825,0.9575,1.0375,2.2675,2.755,3.755,4.455,5.66,6.17,6.6775,2.12,1.6,1.885,2.2175,2.95,3.135,3.3225,-0.82,-3.5,-4,-3.5,1,11,20.5
2010-11-19,1876.85,1863.63,1878.9,1863.63,11.92,12.455,12.82,12.9425,13.2825,13.92,14.2275,1.535,1.645,1.995,2.47,2.96,3.235,3.525,0.48,0.54,0.6375,0.705,0.8725,0.9425,1.0175,2.22,2.7025,3.745,4.485,5.665,6.19,6.7125,1.895,1.545,1.8525,2.1975,2.9175,3.085,3.26,-0.82,-3.5,-4,-3.25,1,10.5,19.5
2010-11-22,1879.95,1876.1,1887.8,1876.1,11.86,12.4575,12.81,12.9325,13.25,13.875,14.1975,1.415,1.55,1.91,2.355,2.9025,3.1975,3.505,0.5,0.5675,0.66,0.735,0.8725,0.9475,1.0275,2.275,2.6725,3.52,4.265,5.41,5.975,6.5325,2.105,1.69,1.985,2.3125,2.9225,3.1325,3.3475,-0.85,-4,-4.5,-4,0.25,8,17.5
2010-11-23,1893,1889.5,1896.43,1890.88,11.91,12.495,12.8525,12.9825,13.305,13.9275,14.245,1.42,1.56,1.9125,2.345,2.905,3.2,3.5025,0.505,0.575,0.6675,0.74,0.8775,0.955,1.0375,2.305,2.695,3.5175,4.2425,5.4,5.9625,6.515,2.17,1.735,2.005,2.3225,2.94,3.16,3.3825,-0.96,-4.25,-4.75,-4.25,0.25,7.75,17.25
2010-11-24,1891.05,1886.48,1893.65,1893.65,11.895,12.3575,12.7375,12.9175,13.275,13.8875,14.2,1.42,1.555,1.9125,2.345,2.9025,3.1975,3.5025,0.505,0.5725,0.6675,0.74,0.8775,0.955,1.0375,2.295,2.6825,3.51,4.2425,5.4,5.96,6.5125,2.1725,1.745,2.005,2.3225,2.94,3.16,3.3825,-1.28,-5.5,-6.25,-5.75,0.25,5.5,14.5
2010-11-25,1891,1890.85,1891.15,1890.95,11.945,12.3875,12.7875,12.9525,13.305,13.9125,14.22,1.43,1.5775,1.9225,2.3425,2.9125,3.2025,3.505,0.505,0.5825,0.6725,0.7425,0.88,0.96,1.045,2.33,2.7325,3.5325,4.24,5.41,5.9625,6.505,2.2,1.725,2.0125,2.3275,2.955,3.1825,3.4125,-1.28,-4,-4.63,-4.38,0.5,8,16.75
2010-11-26,1908.45,1895.33,1913.95,1895.33,11.72,12.3075,12.685,12.9775,13.3275,13.9275,14.2325,1.4475,1.585,1.935,2.375,2.92,3.2075,3.51,0.495,0.5675,0.6625,0.7325,0.8775,0.9525,1.035,2.285,2.71,3.58,4.3025,5.4675,6.0225,6.56,2.205,1.68,1.97,2.2925,2.935,3.15,3.3575,-1.02,-3.5,-4.13,-3.88,-0.5,8.5,17.25
2010-11-29,1922.9,1909.63,1923.85,1909.63,11.5025,12.3575,12.7025,13,13.4525,14.02,14.2875,1.54,1.685,2.0375,2.4675,2.86,3.25,3.535,0.4725,0.5525,0.6425,0.7125,0.875,0.95,1.03,2.08,2.755,3.715,4.4325,5.6375,6.17,6.665,2.0625,1.59,1.88,2.2075,2.9225,3.1175,3.3175,-1.33,-5.5,-6.25,-6,0.5,5.5,15
2010-11-30,1944.15,1922.2,1944.15,1922.2,11.49,12.3075,12.6925,13.015,13.435,14.0125,14.2875,1.55,1.685,2.0225,2.4225,2.885,3.245,3.525,0.495,0.5825,0.6675,0.73,0.8825,0.97,1.06,NULL,2.8325,3.685,4.3525,5.5825,6.0975,6.59,2.2475,1.665,1.9475,2.2575,2.9725,3.195,3.4275,-1.53,-7,-7.75,-7.5,-3.5,4,12
2010-12-01,1932.5,1924.09,1944,1942.5,11.5025,12.325,12.6925,13.0025,13.425,14.0025,14.275,1.665,1.68,2.0175,2.4175,2.8875,3.2425,3.525,0.5075,0.5825,0.6675,0.7325,0.8825,0.9675,1.06,NULL,2.8275,3.6775,4.3425,5.57,6.0875,6.58,-0.0125,1.67,1.9525,2.265,2.97,3.1975,3.43,-3.05,-13.5,-15.25,-14.5,-10.5,-5,4.5
2010-12-02,1906.2,1904,1931.4,1925.53,11.49,12.1775,12.55,12.915,13.4175,13.995,14.27,1.665,1.675,2.0125,2.41,2.8875,3.2425,3.525,0.51,0.5875,0.67,0.7325,0.8825,0.97,1.0625,NULL,2.8225,3.6675,4.3275,5.5575,6.075,6.57,-0.02,1.6775,1.9575,2.2675,2.975,3.2025,3.4375,-1.92,-8.5,-10,-9.75,-5,2,8.5
2010-12-03,1883.3,1882.6,1909.68,1905.79,11.485,12.115,12.5175,12.915,13.425,14.0025,14.275,1.525,1.6875,2.0175,2.4025,2.8975,3.2425,3.52,0.5075,0.6,0.6825,0.7425,0.8875,0.98,1.075,NULL,2.8525,3.67,4.31,5.55,6.06,6.545,2.4925,1.7075,1.9825,2.2875,3,3.2425,3.49,-1.92,-8.5,-9.75,-9.25,-4.5,6.5,9
2010-12-06,1889.65,1882.45,1895.88,1883.2,11.085,11.905,12.3525,12.72,13.365,13.9825,14.2675,NULL,1.6825,2.0075,2.385,2.9075,3.2425,3.52,0.505,0.6075,0.6875,0.7475,0.8925,0.9825,1.08,NULL,2.8425,3.6325,4.2725,5.52,6.03,6.53,2.5975,1.73,2.005,2.3,3.0075,3.26,3.51,-1.8,-8.5,-10,-9.25,-5,2,9
2010-12-07,1894.15,1871.1,1894.15,1889.15,11.0625,11.8125,12.2,12.54,13.14,13.7,13.9575,NULL,1.675,1.995,2.38,2.9075,3.2375,3.515,0.51,0.6075,0.6925,0.7475,0.8925,0.9825,1.08,NULL,2.8425,3.63,4.265,5.51,6.02,6.5125,2.635,1.74,2.005,2.305,3.005,3.2575,3.5125,-2.3,-10.5,-13,-12.75,-9,-1,4.5
2010-12-08,1882.6,1882.6,1895,1895,11.07,11.8025,12.2375,12.645,13.305,13.7725,13.95,NULL,1.6875,2.005,2.37,2.9075,3.2375,3.515,0.5125,0.6125,0.6925,0.7475,0.8925,0.985,1.085,NULL,2.8925,3.6425,4.26,5.51,6.02,6.51,2.66,1.74,2.0125,2.3075,3.01,3.265,3.5225,-2.37,-10.5,-13,-12.75,-9,-1,4.5
2010-12-09,1908.38,1893.75,1910.9,1894.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.73,-16.5,-19.75,-18.75,-17,-8.5,-2.5
