Fecha,"USDCOP Curncy PX_LAST","USDCOP Curncy PX_LOW","USDCOP Curncy PX_HIGH","USDCOP Curncy PX_OPEN","USDCOPV1W Curncy PX_LAST","USDCOPV1M Curncy PX_LAST","USDCOPV2M Curncy PX_LAST","USDCOPV3M Curncy PX_LAST","USDCOPV6M Curncy PX_LAST","USDCOPV9M Curncy PX_LAST","USDCOPV1Y Curncy PX_LAST","USDCOP25R1W Curncy PX_LAST","USDCOP25R1M Curncy PX_LAST","USDCOP25R2M Curncy PX_LAST","USDCOP25R3M Curncy PX_LAST","USDCOP25R6M Curncy PX_LAST","USDCOP25R9M Curncy PX_LAST","USDCOP25R1Y Curncy PX_LAST","USDCOP25B1W Curncy PX_LAST","USDCOP25B1M Curncy PX_LAST","USDCOP25B2M Curncy PX_LAST","USDCOP25B3M Curncy PX_LAST","USDCOP25B6M Curncy PX_LAST","USDCOP25B9M Curncy PX_LAST","USDCOP25B1Y Curncy PX_LAST","USDCOP10R1W Curncy PX_LAST","USDCOP10R1M Curncy PX_LAST","USDCOP10R2M Curncy PX_LAST","USDCOP10R3M Curncy PX_LAST","USDCOP10R6M Curncy PX_LAST","USDCOP10R9M Curncy PX_LAST","USDCOP10R1Y Curncy PX_LAST","USDCOP10B1W Curncy PX_LAST","USDCOP10B1M Curncy PX_LAST","USDCOP10B2M Curncy PX_LAST","USDCOP10B3M Curncy PX_LAST","USDCOP10B6M Curncy PX_LAST","USDCOP10B9M Curncy PX_LAST","USDCOP10B1Y Curncy PX_LAST","COP1W Curncy PX_LAST","COP1M Curncy PX_LAST","COP2M Curncy PX_LAST","COP3M Curncy PX_LAST","COP6M Curncy PX_LAST","COP9M Curncy PX_LAST","COP12M Curncy PX_LAST"
2012-02-02,1793.88,1789.43,1803.2,1800.6,10.88,11.2275,11.7525,12.2275,12.9775,13.66,14.0175,1.995,2.575,2.8325,3.0725,3.5625,3.745,3.9475,0.59,0.6125,0.705,0.79,0.925,1.005,1.0925,3.745,4.76,5.205,5.605,6.525,6.84,7.155,2.095,2.09,2.3,2.685,3.155,3.39,3.625,0.84,3.5,7.25,11.6,22.5,33.5,45
2012-02-03,1784.5,1779.88,1791.2,1784.24,10.715,10.9075,11.58,12.085,12.835,13.525,13.86,1.75,2.5,2.6875,2.895,3.4925,3.6125,3.755,0.53,0.575,0.685,0.7975,0.9475,1.0125,1.0875,3.745,4.5,4.8375,5.215,6.295,6.52,6.7475,2.495,2.475,2.9625,3.4425,3.895,4.1375,4.3825,1.03,4.25,8.23,12.25,23.82,34.25,45.75
2012-02-06,1787.3,1783.65,1796.6,1784.3,11,11.01,11.605,12.1,12.8525,13.485,13.8575,1.985,2.6225,2.8225,3.0375,3.5825,3.8075,4.05,0.635,0.6125,0.7425,0.7925,0.8625,0.955,1.05,3.685,4.675,5.19,5.585,6.465,6.825,7.185,1.905,1.9,2.01,2.365,2.82,3.05,3.285,0.84,3.5,7,9.5,21.5,32.5,43.5
2012-02-07,1782.1,1780.85,1791.2,1786.9,10.86,11.0775,11.6275,12.0925,12.8475,13.5,13.8325,1.965,2.535,2.815,3.03,3.5775,3.795,3.9675,0.63,0.6475,0.74,0.7925,0.8675,0.955,1.085,3.655,4.66,5.17,5.56,6.455,6.805,7.155,1.945,1.945,2.07,2.435,2.89,3.12,3.355,0.97,3.85,8,10.8,22.25,33,44.55
2012-02-08,1779.3,1774.9,1787,1778.43,10.65,10.9275,11.5275,11.8675,12.6575,13.33,13.72,1.71,2.27,2.5125,2.935,3.3025,3.485,3.835,0.6375,0.6525,0.74,0.7175,0.925,1.0325,1.075,3.32,4.325,4.87,5.195,6.1,6.4925,6.885,1.85,1.845,1.955,2.35,2.855,3.0775,3.3,0.96,4.23,7.95,12.2,23.53,35.25,46.18
2012-02-09,1776.45,1770,1790.84,1780,10.61,10.9825,11.5075,11.8475,12.6475,13.325,13.7,1.715,2.27,2.51,2.925,3.395,3.6,3.8225,0.635,0.65,0.7375,0.72,0.88,0.9725,1.0775,3.295,4.315,4.855,5.175,6.09,6.475,6.8625,1.875,1.87,1.995,2.39,2.895,3.1175,3.3425,1.66,6,9.75,13,25.75,38,51
2012-02-10,1784.15,1775.87,1789.08,1776.11,10.475,10.8775,11.57,11.9075,12.7025,13.3475,13.705,1.5,2.25,2.4375,2.645,3.2425,3.3625,3.505,0.525,0.5625,0.6725,0.7825,0.9275,0.99,1.0675,2.7,4.05,4.39,4.765,5.845,6.07,6.2975,2.495,2.48,2.97,3.4475,3.91,4.1475,4.3875,1.51,6.25,10.25,14,26.25,38.25,50.58
2012-02-13,1778.2,1773.6,1780.79,1776,10.735,10.9,11.48,11.845,12.6175,13.18,13.52,1.75,2.28,2.76,2.765,3.3,3.4825,3.835,0.665,0.68,0.6325,0.8125,0.93,1.04,1.0725,3.375,4.36,4.9375,5.2275,6.085,6.4875,6.8975,1.84,1.835,1.91,2.2825,2.775,2.9925,3.215,1.51,6.25,10.25,13.25,25.75,38.25,51.25
2012-02-14,1790.2,1777.88,1791.6,1778.55,10.73,10.9675,11.4875,11.815,12.6225,13.19,13.525,1.85,2.2775,2.73,2.7575,3.295,3.59,3.8125,0.59,0.67,0.6375,0.81,0.9275,0.975,1.0725,3.325,4.335,4.895,5.195,6.065,6.455,6.8525,1.89,1.885,1.99,2.3725,2.86,3.0825,3.3025,1.45,6,10,13.6,25,37,48.5
2012-02-15,1795.35,1786.35,1795.8,1789.88,10.66,10.995,11.4825,11.8075,12.5875,13.2025,13.55,1.735,2.28,2.5275,2.76,3.395,3.6,3.8225,0.66,0.675,0.74,0.81,0.8825,0.9725,1.0725,3.34,4.345,4.91,5.205,6.07,6.4675,6.8675,1.875,1.87,1.965,2.345,2.835,3.0525,3.2775,1.2,5.5,9.5,12.38,24.5,36.5,48.5
2012-02-16,1784.5,1781.88,1803.9,1795.6,10.995,10.995,11.5625,11.925,12.6325,13.255,13.5875,1.695,2.275,2.525,2.8775,3.37,3.56,3.84,0.635,0.665,0.7425,0.735,0.8875,0.975,1.0375,3.235,4.285,4.845,5.125,6.035,6.405,6.7725,1.975,1.97,2.13,2.5275,3.01,3.235,3.4575,1.36,5.63,9.38,13.5,24.96,37.63,48.26
2012-02-17,1778.5,1773.12,1782.25,1776.22,10.945,10.8575,11.5475,11.9425,12.5725,13.2975,13.675,1.5,2.25,2.4575,2.64,3.2425,3.36,3.505,0.52,0.56,0.675,0.7825,0.9275,0.9925,1.0675,2.7,4.05,4.42,4.755,5.845,6.075,6.2975,2.5,2.485,2.9725,3.4525,3.91,4.15,4.39,1.57,6.75,11.05,15.7,27.45,39,51.3
2012-02-20,1774,1771.25,1785.25,1785,11.04,11.05,11.5425,11.905,12.6475,13.22,13.52,1.68,2.27,2.52,2.8675,3.36,3.545,3.6325,0.63,0.66,0.7375,0.74,0.8925,0.9775,1.1325,3.205,4.265,4.82,5.105,6.025,6.385,6.745,2.01,2.005,2.165,2.5725,3.065,3.29,3.5175,1.57,6.5,11,14.15,26.1,37.81,52.44
2012-02-21,1778.35,1772,1780.95,1775,10.625,10.7225,11.2325,11.6625,12.4675,13.0775,13.415,1.795,2.2725,2.51,2.735,3.405,3.45,3.7525,0.58,0.65,0.7325,0.805,0.87,1.025,1.0725,3.205,4.28,4.8,5.115,6.025,6.385,6.7475,2.005,1.995,2.17,2.5775,3.06,3.2825,3.5075,1.57,6.5,11,15,28.5,42,55
2012-02-22,1782.01,1777.98,1784.65,1782.18,10.55,10.6925,11.1975,11.6425,12.4775,13.04,13.3975,1.775,2.4525,2.7175,2.945,3.3525,3.585,3.955,0.655,0.6125,0.615,0.71,0.9275,1.035,1.085,3.44,4.42,4.975,5.315,6.195,6.595,6.995,1.835,1.83,1.945,2.33,2.82,3.04,3.265,1.55,6.88,12.63,16.75,31.88,45.88,59.88
2012-02-23,1776.44,1771.97,1779.5,1778,10.555,10.6975,11.2025,11.6475,12.4775,13.04,13.4025,1.81,2.4725,2.5025,2.7475,3.485,3.61,4.0125,0.675,0.6175,0.7375,0.825,0.8725,1.04,1.09,3.5225,4.45,5.04,5.38,6.235,6.65,7.07,1.78,1.775,1.81,2.185,2.68,2.89,3.115,1.51,6.38,11.75,15.88,29.25,42.75,57.75
2012-02-24,1775.75,1765.8,1776.73,1767.35,10.49,10.6425,11.43,11.8525,12.5525,13.2125,13.57,1.5,2.25,2.4375,2.645,3.2425,3.3575,3.505,0.525,0.565,0.675,0.7825,0.9275,0.99,1.0675,2.7,4.04,4.39,4.765,5.845,6.07,6.3,2.495,2.48,2.9675,3.4475,3.9075,4.1425,4.3875,1.57,6.5,12,17,31.05,44.5,58.7
2012-02-27,1772.01,1772,1781.6,1778.32,10.54,10.8575,11.4025,11.8025,12.5225,13.06,13.4025,1.885,2.4325,2.69,2.7325,3.3425,3.67,3.805,0.58,0.6,0.605,0.81,0.93,0.975,1.1475,3.3825,4.39,4.925,5.275,6.17,6.555,6.94,1.905,1.885,2.01,2.405,2.89,3.105,3.33,1.52,6.7,12.7,16.7,34.1,45,57.4
2012-02-28,1767.35,1762.07,1771.82,1762.72,10.51,10.6325,11.1625,11.8125,12.5025,13.05,13.4025,1.71,2.3,2.6375,2.865,3.4025,3.525,3.745,0.615,0.64,0.625,0.7275,0.89,1.025,1.13,3.245,4.33,4.82,5.17,6.105,6.455,6.81,2.02,2.01,2.2,2.615,3.095,3.31,3.54,1.31,6,11.69,16.05,29.5,43.5,57.7
2012-02-29,1767,1763,1770.13,1765,10.535,10.5975,11.1075,11.7325,12.4875,13.025,13.3675,1.81,2.385,2.6275,2.7125,3.3175,3.515,3.8175,0.57,0.5975,0.6275,0.805,0.93,1.02,1.0825,3.225,4.305,4.79,5.155,6.09,6.43,6.775,2.04,2.03,2.24,2.665,3.145,3.365,3.595,1.41,6.25,11.38,16.2,29.97,44.25,58.03
2012-03-01,1769.25,1767.25,1774.8,1768.63,NULL,10.6175,11.1275,11.7675,12.5125,13.06,13.4075,NULL,2.295,2.47,2.7075,3.3125,3.505,3.7175,NULL,0.6375,0.7025,0.805,0.93,1.02,1.1225,NULL,4.285,4.77,5.135,6.075,6.41,6.75,NULL,2.06,2.28,2.71,3.19,3.405,3.64,1.38,6.79,12.13,16.2,30.99,44.75,58.69
2012-03-02,1774,1772.44,1778.2,1776.5,NULL,10.6275,11.1525,11.8475,12.55,13.135,13.4725,NULL,2.25,2.4375,2.6525,3.2425,3.36,3.505,NULL,0.565,0.675,0.7875,0.9275,0.99,1.0675,NULL,4.045,4.385,4.78,5.8475,6.07,6.2975,NULL,2.48,2.965,3.4425,3.9075,4.1375,4.3775,1.44,7,11.49,15,29,42,55.7
2012-03-05,1772.2,1770.42,1777.63,1775.05,9.535,10.2,10.8,11.46,12.28,12.945,13.28,1.72,2.28,2.465,2.7825,3.29,3.51,3.6525,0.54,0.615,0.7,0.7525,0.93,0.9875,1.105,3.035,4.22,4.66,5.025,6.005,6.3075,6.61,2.2,2.19,2.495,2.9375,3.405,3.635,3.8725,1.38,6.5,11.5,15.9,29.5,41.25,56.6
2012-03-06,1780.68,1772.64,1781.82,1773.4,9.96,10.26,10.9,11.55,12.38,13.03,13.345,1.695,2.335,2.465,2.7725,3.29,3.5,3.7225,0.535,0.58,0.695,0.7525,0.93,0.9875,1.06,3.005,4.205,4.64,5.005,5.99,6.2875,6.5875,2.225,2.21,2.535,2.98,3.45,3.68,3.9175,1.48,6.75,12.13,16.5,30.25,43.75,57.75
2012-03-07,1768.8,1768.75,1783.13,1779.85,9.035,9.905,10.605,11.37,12.165,12.815,13.125,1.655,2.275,2.57,2.6975,3.325,3.515,3.63,0.55,0.605,0.655,0.7975,0.91,0.9725,1.1,2.995,4.195,4.66,5.005,5.98,6.2725,6.5675,2.24,2.225,2.56,3.01,3.48,3.71,3.9475,1.3,5.75,10.75,15.1,27.75,40.25,53.75
2012-03-08,1765,1761.4,1767.5,1765.43,9.02,9.905,10.62,11.3175,11.98,12.5775,12.875,1.595,2.275,2.465,2.74,3.285,3.445,3.6275,0.57,0.605,0.695,0.755,0.93,1.01,1.0975,2.98,4.195,4.62,4.945,5.98,6.27,6.5625,2.245,2.23,2.57,3.02,3.48,3.7125,3.945,1.74,6.75,12,17,29.75,42.5,56.75
2012-03-09,1762.35,1759.6,1765.6,1765.4,8.99,9.93,10.6825,11.42,12.095,12.6425,12.9125,1.5,2.25,2.445,2.6275,3.24,3.3625,3.5025,0.525,0.565,0.675,0.7825,0.93,0.9925,1.065,2.7,4.05,4.4025,4.73,5.845,6.0725,6.2975,2.485,2.47,2.96,3.445,3.895,4.135,4.3725,1.58,7,12.38,17.5,31,43.75,58.5
2012-03-12,1763.9,1762.5,1769.95,1764,9.015,9.865,10.61,11.305,12.1075,12.6975,12.995,1.55,2.03,2.2875,2.47,3.03,3.2875,3.5675,0.55,0.57,0.6325,0.7575,0.9125,0.99,1.0825,2.845,3.705,4.075,4.455,5.5,5.9675,6.4325,2.36,2.355,2.77,3.2375,3.705,3.9275,4.16,1.51,7.16,13.15,18.5,34.3,47.63,62.63
2012-03-13,1758.15,1757.73,1767,1763.8,8.525,9.145,10.0375,10.785,11.8025,12.505,12.855,1.555,2.08,2.2175,2.44,3.0375,3.295,3.5775,0.555,0.555,0.6725,0.78,0.9125,0.9925,1.085,2.86,3.72,4.105,4.48,5.5125,5.98,6.45,2.345,2.33,2.7325,3.2025,3.665,3.8925,4.1225,1.64,7.5,13.75,19,36,53,67.85
2012-03-14,1764,1756.05,1764.55,1758.93,8.535,9.175,10.0475,10.8375,11.835,12.545,12.89,1.585,2.035,2.2625,2.4375,3.055,3.315,3.5725,0.54,0.575,0.6525,0.7775,0.9025,0.98,1.0825,2.85,3.715,4.095,4.47,5.505,5.9725,6.4425,2.35,2.335,2.7475,3.215,3.6775,3.905,4.1375,1.58,7,13,19,37,53.5,73
2012-03-15,1760.4,1758.95,1765.1,1760.6,8.495,9.04,10.0225,10.74,11.775,12.4925,12.84,1.56,2.03,2.2125,2.435,3.03,3.3075,3.59,0.55,0.575,0.6725,0.78,0.9125,0.98,1.0725,2.84,3.7025,4.085,4.46,5.4975,5.965,6.4325,2.36,2.345,2.7625,3.2325,3.695,3.9225,4.155,1.69,7.5,13.25,19,35.5,53.25,69
2012-03-16,1759.7,1754.46,1761.9,1756.15,8.435,8.895,9.855,10.5375,11.585,12.3475,12.72,1.505,2.0025,2.1875,2.4,2.99,3.235,3.505,0.525,0.5525,0.6625,0.7725,0.91,0.9825,1.0675,2.7,3.6,3.94,4.3225,5.3975,5.8475,6.3,2.48,2.47,2.96,3.4475,3.905,4.1375,4.3725,1.59,7.5,12.75,18,34.75,51.5,68
2012-03-19,1760,1757.23,1760.21,1759.68,8.49,8.8675,9.635,10.3375,11.49,12.2275,12.59,1.545,2.025,2.2325,2.45,3.02,3.29,3.5675,0.545,0.57,0.655,0.7625,0.9125,0.98,1.0675,2.805,3.68,4.0375,4.42,5.4725,5.935,6.3975,2.39,2.38,2.8075,3.2775,3.7425,3.97,4.2025,1.59,7.25,12.5,18.5,34.5,51.25,67.75
2012-03-20,1757.95,1757.15,1764.35,1759.7,8.46,8.93,9.655,10.34,11.47,12.2,12.555,1.555,2.035,2.2275,2.4175,3.0275,3.28,3.545,0.535,0.56,0.655,0.7775,0.905,0.98,1.0775,2.785,3.665,4.02,4.405,5.46,5.9225,6.3825,2.405,2.39,2.8275,3.3025,3.765,3.995,4.225,1.75,8,13.5,17.79,35.5,52,68
2012-03-21,1759.56,1756.5,1761.88,1757.85,7.095,8.2,9.2575,10.26,11.41,12.1475,12.505,1.5,2,2.2075,2.405,2.99,3.2325,3.505,0.535,0.56,0.665,0.7725,0.91,0.98,1.0675,2.7,3.6,3.9725,4.335,5.3975,5.845,6.2975,2.46,2.45,2.945,3.4375,3.9,4.13,4.365,1.69,7.5,13,17.85,34.15,51.5,66.3
2012-03-22,1760.45,1759.5,1764.25,1762.5,6.985,8.03,9.315,10.2975,11.4225,12.155,12.51,1.5,2,2.2075,2.405,2.99,3.2325,3.5025,0.535,0.56,0.665,0.7725,0.91,0.98,1.0675,2.7,3.6,3.9725,4.335,5.3975,5.845,6.3,2.46,2.45,2.945,3.4375,3.9,4.13,4.365,1.64,7.4,12.63,17.75,33.75,50.75,64.75
2012-03-23,1760.27,1758.4,1761.75,1760.75,6.975,7.675,9.1025,10.16,11.325,12.09,12.465,1.5,2.0025,2.195,2.3975,2.99,3.235,3.505,0.535,0.5675,0.6675,0.7725,0.91,0.9825,1.0675,2.695,3.6,3.95,4.315,5.3975,5.8475,6.2975,2.46,2.425,2.9275,3.4325,3.9,4.13,4.365,1.75,7.75,13.25,18.9,34,50.38,64.88
2012-03-26,1760.75,1757.5,1762.03,1757.5,7.05,7.74,8.8825,9.84,10.9275,11.765,12.18,1.5,2,2.1875,2.395,2.99,3.2375,3.505,0.535,0.565,0.6675,0.775,0.9125,0.9825,1.0675,2.7,3.6,3.94,4.315,5.3975,5.8525,6.2975,2.46,2.435,2.9275,3.4225,3.8875,4.1175,4.345,1.64,7.75,13.25,17.05,31.75,51.25,65.25
2012-03-27,1763.8,1760.07,1765.1,1760.07,7,7.585,8.7975,9.785,10.88,11.71,12.1125,1.5,2,2.1875,2.4025,2.99,3.235,3.5025,0.535,0.565,0.6675,0.775,0.915,0.985,1.0675,2.7,3.6,3.94,4.33,5.3975,5.85,6.3,2.46,2.435,2.9275,3.4225,3.885,4.1175,4.3475,2.45,7.13,12.5,17.6,32.63,48.63,61.71
2012-03-28,1774.5,1765.05,1775.53,1769.26,7.965,7.985,8.9875,9.86,10.9625,11.8575,12.275,1.5,2,2.2125,2.4025,2.9925,3.2375,3.505,0.53,0.56,0.6675,0.775,0.9125,0.9825,1.0675,2.7,3.6,3.9875,4.33,5.3975,5.8525,6.2975,2.475,2.45,2.9325,3.4225,3.8875,4.125,4.355,2.38,7.24,12.79,17.7,32.64,48.88,62.14
2012-03-29,1792,1776.53,1799.1,1777.03,9.81,9.325,9.985,10.52,11.415,12.2125,12.5925,1.515,2.01,2.2375,2.4075,3,3.2525,3.52,0.53,0.555,0.66,0.7725,0.91,0.98,1.07,2.735,3.625,4.03,4.355,5.42,5.8675,6.3325,2.465,2.45,2.9175,3.3975,3.855,4.0825,4.32,1.75,7.35,12.95,17.6,32.9,48.5,61.72
2012-03-30,1788.75,1784.78,1798.31,1792.05,9.52,9.31,10.1525,10.72,11.6,12.3275,12.68,1.5,2,2.1975,2.375,2.99,3.235,3.5025,0.525,0.5525,0.6625,0.77,0.91,0.9825,1.0675,2.695,3.595,3.9525,4.28,5.3975,5.845,6.3,2.49,2.475,2.9625,3.45,3.9,4.13,4.3625,1.81,7.75,13.25,18.4,33.25,48.5,62.25
2012-04-02,1775.66,1772.35,1789.31,1787.09,9.465,9.26,10.1725,10.715,11.55,12.2825,12.635,1.515,2.005,2.2125,2.39,3,3.2475,3.5225,0.525,0.555,0.6575,0.7675,0.91,0.9825,1.0625,2.725,3.62,3.98,4.31,5.4175,5.8675,6.325,2.465,2.45,2.925,3.4075,3.86,4.09,4.3225,1.58,6.75,12.11,18.15,30.25,44.75,61.15
2012-04-03,1769.2,1764.51,1774.75,1774.75,9.46,9.26,10.1975,10.7525,11.51,12.26,12.63,1.515,2.005,2.2175,2.4025,3.0025,3.2525,3.5225,0.525,0.555,0.66,0.77,0.91,0.985,1.0675,2.725,3.62,3.995,4.33,5.415,5.8825,6.325,2.465,2.4525,2.9225,3.4075,3.86,4.0975,4.3225,1.93,8.25,13.75,18.5,32.43,46.25,59.75
2012-04-04,1772.9,1769.6,1777.45,1771.5,9.48,9.325,10.225,10.79,11.515,12.2775,12.64,1.51,2.01,2.2175,2.4,3,3.25,3.5225,0.53,0.555,0.6625,0.77,0.91,0.985,1.0675,2.725,3.62,3.995,4.3275,5.415,5.8825,6.325,2.47,2.455,2.9275,3.41,3.86,4.1,4.3225,1.93,8.25,13.88,19.5,33.25,48,61.75
2012-04-05,1775.34,1768.5,1776.5,1773.97,9.49,9.36,10.245,10.8075,11.5125,12.2725,12.62,1.51,2.015,2.2275,2.4275,3.065,3.355,3.5125,0.53,0.565,0.6825,0.795,0.97,1.075,1.0675,2.725,3.625,4.005,4.345,5.455,5.9425,6.32,2.475,2.465,2.9475,3.4425,3.9225,4.1875,4.3275,1.98,8.5,14.13,19.5,33.5,48.25,62
2012-04-06,1773.51,1772.5,1773.88,1772.5,9.495,9.42,10.355,10.86,11.515,12.285,12.6475,1.5,2,2.205,2.3875,2.99,3.24,3.5025,0.525,0.555,0.6625,0.7725,0.9125,0.9825,1.065,2.7,3.6,3.9675,4.305,5.3975,5.86,6.2975,2.49,2.475,2.9625,3.4475,3.9,4.1375,4.3625,NULL,8.5,14,19.5,33.5,48.25,62
2012-04-09,1783.88,1772.5,1786.11,1774.6,NULL,9.32,10.2425,10.84,11.54,12.305,12.6675,NULL,1.995,2.2075,2.39,2.99,3.2425,3.5075,NULL,0.57,0.6775,0.785,0.925,0.9975,1.08,NULL,3.53,3.915,4.25,5.3525,5.8225,6.265,NULL,2.555,3.0225,3.5025,3.945,4.175,4.4,1.78,7.63,13.77,19.4,34.46,47.13,62.51
2012-04-10,1793.9,1784,1799,1784,10.015,10.025,10.545,11.1125,11.91,12.6475,12.99,1.975,2.245,2.3875,2.5425,2.99,3.3625,3.7575,0.62,0.585,0.6825,0.795,0.925,1.005,1.0975,3.245,3.98,4.24,4.535,5.3525,6.0375,6.71,2.885,2.55,3.0175,3.4925,3.945,4.16,4.38,1.8,8.25,14.25,20.1,35.72,50.25,64.43
2012-04-11,1787.83,1785.56,1794,1790.05,9.98,9.98,10.4925,11.1275,11.895,12.5625,12.895,1.97,2.245,2.3825,2.5425,2.99,3.3625,3.755,0.62,0.585,0.6875,0.795,0.925,1.005,1.1025,3.245,3.98,4.24,4.535,5.3525,6.0375,6.7075,2.885,2.545,3.0175,3.4925,3.945,4.1575,4.37,1.81,8.1,14.3,20.5,35.75,50,65.15
2012-04-12,1777.21,1772.45,1789,1788.5,9.52,9.65,10.4425,11.0975,11.85,12.5125,12.845,1.97,2.495,2.5975,2.6925,2.99,3.37,3.7525,0.625,0.6,0.7025,0.805,0.925,1.0075,1.1025,3.225,4.425,4.625,4.795,5.35,6.0525,6.7075,2.905,2.53,3.0025,3.4875,3.9475,4.165,4.3725,1.93,8.25,14.5,20.1,35.25,50.75,64.25
2012-04-13,1775.5,1774.53,1780,1779,9.5,9.605,10.365,11.07,11.8025,12.4975,12.84,1.895,2.495,2.5975,2.6875,2.985,3.3675,3.75,0.625,0.6,0.7025,0.805,0.925,1.0075,1.0975,3.215,4.42,4.615,4.785,5.34,6.0425,6.6975,2.925,2.545,3.0225,3.51,3.97,4.1925,4.405,1.98,8.5,15.75,21.1,37,53,66
2012-04-16,1776.2,1771.09,1781.55,1776.25,9.535,9.775,10.425,11.075,11.7975,12.4825,12.815,1.97,2.49,2.5975,2.69,2.9875,3.37,3.7525,0.625,0.6,0.7025,0.805,0.925,1.005,1.1,3.22,4.42,4.62,4.79,5.345,6.0475,6.705,2.915,2.54,3.0175,3.5025,3.9625,4.185,4.3925,1.87,8,14.5,20.3,37,53,67.75
2012-04-17,1770,1765.8,1776.55,1776.5,9.02,9.68,10.415,11.0875,11.845,12.5875,12.925,1.965,2.49,2.5875,2.6925,2.9875,3.3625,3.7525,0.63,0.6,0.7025,0.805,0.925,1.005,1.0975,3.195,4.425,4.5975,4.795,5.345,6.0375,6.705,2.935,2.54,3.0175,3.5,3.965,4.1875,4.4025,1.8,8.5,15,20.64,37.5,53.5,68
2012-04-18,1774.74,1769.9,1776.15,1770.7,9.035,9.68,10.3925,11.1025,11.845,12.58,12.9275,1.965,2.74,2.8325,2.94,3.2375,3.485,3.75,0.63,0.62,0.7175,0.82,0.9425,1.015,1.0975,3.195,4.87,5.0475,5.245,5.7925,6.2575,6.7025,2.94,2.52,3,3.4825,3.9475,4.1775,4.405,1.86,8.5,14.95,21,38.15,53.5,68
2012-04-19,1774,1773.05,1781.34,1774.5,8.995,9.665,10.51,11.1375,11.865,12.59,12.95,1.965,2.74,2.8325,2.9375,3.235,3.485,3.7525,0.63,0.62,0.7175,0.8225,0.9425,1.015,1.0975,3.195,4.87,5.045,5.2425,5.795,6.2575,6.705,2.94,2.52,3.0025,3.485,3.95,4.1775,4.4025,1.98,8.5,16,21.1,38.5,56,70
2012-04-20,1771.1,1768.06,1774.2,1773.9,9.025,9.735,10.61,11.2775,11.88,12.6675,13.0525,1.965,2.745,2.835,2.9375,3.235,3.485,3.75,0.63,0.62,0.72,0.8225,0.9425,1.015,1.1,3.19,4.87,5.045,5.24,5.7925,6.2525,6.6975,2.945,2.525,3.01,3.4925,3.955,4.185,4.41,2.27,8.5,16,22.5,38.5,56,70
2012-04-23,1769.83,1769.44,1777.8,1770.95,9.495,9.64,10.4775,11.13,11.8525,12.6125,12.975,1.97,2.745,2.8625,2.99,3.485,3.7275,3.9975,0.625,0.62,0.7225,0.825,0.9625,1.035,1.1225,3.215,4.87,5.095,5.3325,6.2425,6.6975,7.15,2.925,2.525,3.0075,3.4875,3.935,4.1625,4.3875,1.93,8.25,15.75,21.5,39.38,55.75,70.38
2012-04-24,1769.4,1766.26,1770.65,1768.9,9.5025,9.585,10.3875,11.0525,11.87,12.6125,13.015,1.97,2.495,2.73,2.99,3.485,3.7275,4,0.625,0.6,0.7125,0.825,0.9625,1.035,1.12,3.215,4.42,4.8575,5.3325,6.2425,6.6975,7.15,2.925,2.545,3.015,3.4875,3.935,4.16,4.385,1.72,8.13,14.88,21.2,38.13,55.13,70.63
2012-04-25,1761.9,1760.65,1769.4,1767,9.495,9.53,10.335,11.0775,11.815,12.5525,12.915,1.97,2.495,2.7275,2.99,3.485,3.7275,4,0.625,0.6,0.7125,0.825,0.9625,1.035,1.1225,3.215,4.42,4.8575,5.33,6.2425,6.6975,7.1475,2.925,2.545,3.0175,3.4875,3.935,4.1625,4.385,1.67,7.63,14.38,20.5,36.63,52.63,67.13
2012-04-26,1762.07,1761.75,1769,1763.03,9.05,9.5925,10.4875,11.1875,11.845,12.5875,12.945,1.965,2.4925,2.7375,2.99,3.485,3.735,3.9975,0.63,0.6025,0.7125,0.825,0.965,1.035,1.1225,3.19,4.41,4.8675,5.3325,6.24,6.705,7.15,2.945,2.555,3.0175,3.4875,3.935,4.165,4.3875,1.98,8.75,15.5,21.5,38.25,53.75,67.75
2012-04-27,1764.4,1758.26,1766.05,1762.63,8.005,8.425,9.385,10.1625,11.14,11.99,12.385,1.96,2.49,2.72,2.99,3.485,3.73,3.9975,0.645,0.615,0.72,0.83,0.965,1.0375,1.1225,3.135,4.41,4.84,5.33,6.24,6.7025,7.15,2.995,2.525,2.995,3.47,3.915,4.145,4.3675,1.94,9.13,15.88,21.25,37.13,53.63,66.71
2012-04-30,1762,1761.8,1766.2,1763.78,8.025,8.455,9.4625,10.2075,11.0025,11.8225,12.2425,1.965,2.49,2.7175,2.9875,3.485,3.7275,3.9975,0.645,0.615,0.72,0.8325,0.965,1.0375,1.125,3.135,4.415,4.8325,5.33,6.24,6.6925,7.1475,2.995,2.525,2.9975,3.47,3.91,4.1375,4.3575,1.72,7.88,14.5,20.75,36.38,51.38,64.64
2012-05-01,1763.65,1758.5,1765.32,1762.5,8.05,8.495,9.4925,10.2175,10.99,11.7925,12.2375,1.96,2.49,2.7175,2.99,3.485,3.7275,3.9975,0.65,0.61,0.72,0.83,0.965,1.0375,1.125,3.135,4.415,4.8325,5.33,6.24,6.695,7.1475,2.995,2.525,2.9975,3.47,3.91,4.1375,4.3575,1.78,7.88,14.5,20.5,36.38,51.38,64.88
