Fecha,"USDMXN Curncy PX_LAST","USDMXN Curncy PX_LOW","USDMXN Curncy PX_HIGH","USDMXN Curncy PX_OPEN","USDMXNV1W Curncy PX_LAST","USDMXNV1M Curncy PX_LAST","USDMXNV2M Curncy PX_LAST","USDMXNV3M Curncy PX_LAST","USDMXNV6M Curncy PX_LAST","USDMXNV9M Curncy PX_LAST","USDMXNV1Y Curncy PX_LAST","USDMXN25R1W Curncy PX_LAST","USDMXN25R1M Curncy PX_LAST","USDMXN25R2M Curncy PX_LAST","USDMXN25R3M Curncy PX_LAST","USDMXN25R6M Curncy PX_LAST","USDMXN25R9M Curncy PX_LAST","USDMXN25R1Y Curncy PX_LAST","USDMXN25B1W Curncy PX_LAST","USDMXN25B1M Curncy PX_LAST","USDMXN25B2M Curncy PX_LAST","USDMXN25B3M Curncy PX_LAST","USDMXN25B6M Curncy PX_LAST","USDMXN25B9M Curncy PX_LAST","USDMXN25B1Y Curncy PX_LAST","USDMXN10R1W Curncy PX_LAST","USDMXN10R1M Curncy PX_LAST","USDMXN10R2M Curncy PX_LAST","USDMXN10R3M Curncy PX_LAST","USDMXN10R6M Curncy PX_LAST","USDMXN10R9M Curncy PX_LAST","USDMXN10R1Y Curncy PX_LAST","USDMXN10B1W Curncy PX_LAST","USDMXN10B1M Curncy PX_LAST","USDMXN10B2M Curncy PX_LAST","USDMXN10B3M Curncy PX_LAST","USDMXN10B6M Curncy PX_LAST","USDMXN10B9M Curncy PX_LAST","USDMXN10B1Y Curncy PX_LAST","MXN1W Curncy PX_LAST","MXN1M Curncy PX_LAST","MXN2M Curncy PX_LAST","MXN3M Curncy PX_LAST","MXN6M Curncy PX_LAST","MXN9M Curncy PX_LAST","MXN12M Curncy PX_LAST"
2010-12-31,12.3401,12.3311,12.4126,12.4005,8.26,9.67,10.945,11.75,12.757,13.2,13.475,1.9325,2.5675,3.1175,3.63,4.445,4.525,4.56,0.4025,0.4575,0.575,0.665,0.82,0.89,0.95,3.35,4.5,5.5175,6.4825,7.9375,8.15,8.23,1.145,1.325,1.67,1.9675,2.3325,2.49,2.655,21.75,250,537.5,860,1885,3187.5,4635
2011-01-03,12.2488,12.2353,12.376,12.35,8.69,9.67,10.92,11.68,12.767,13.195,13.415,1.8575,2.54,3.1325,3.6675,4.42,4.5225,4.575,0.3975,0.465,0.5575,0.6625,0.835,0.91,0.975,3.345,4.57,5.725,6.775,8.195,8.46,8.58,1.195,1.365,1.64,1.98,2.3875,2.55,2.73,37.5,282.5,570,890,1925,3220,4625
2011-01-04,12.2276,12.1882,12.2755,12.2508,9.075,10.025,11.087,11.85,12.907,13.26,13.458,2.0675,2.58,3.145,3.65,4.4025,4.51,4.5675,0.3975,0.465,0.5575,0.665,0.835,0.91,0.975,3.72,4.64,5.7525,6.755,8.175,8.45,8.5875,1.185,1.375,1.65,1.99,2.39,2.555,2.725,38.5,292.5,580,895,1945,3245,4625
2011-01-05,12.1875,12.1823,12.2725,12.2276,9.065,10.14,11.235,12.153,13.052,13.365,13.565,1.8275,2.41,2.975,3.4375,4.2225,4.3125,4.39,0.3875,0.4725,0.5625,0.6875,0.86,0.9325,1.005,3.305,4.57,5.6625,6.475,7.9625,8.22,8.42,1.175,1.365,1.6625,2.055,2.4725,2.655,2.8375,40.5,278.5,566.25,900.75,1925,3165,4545
2011-01-06,12.2213,12.1672,12.2542,12.1875,9.245,9.972,11.148,12.09,13.025,13.9625,13.795,1.3825,2.3675,2.8725,3.3275,4.2525,4.3525,4.42,0.3975,0.4775,0.5525,0.67,0.865,0.995,1.12,2.515,4.4425,5.41,6.2675,7.98,8.25,8.4125,1.27,1.4375,1.7075,2.115,2.535,2.865,3.24,50,271,560,880,1875,3165,4475
2011-01-07,12.2323,12.1807,12.2702,12.2222,9.177,9.875,11.06,12.038,13.042,13.405,13.6,1.47,2.375,2.865,3.345,4.2675,4.37,4.435,0.395,0.465,0.5475,0.66,0.845,0.92,0.99,2.7,4.385,5.3125,6.2275,8.0175,8.29,8.4425,1.26,1.39,1.65,2.03,2.45,2.625,2.8,53.25,297.5,595,900,1915,3157.5,4555
2011-01-10,12.2142,12.2125,12.2918,12.2379,9.285,9.94,11.073,12.032,13.03,13.3925,13.65,1.4925,2.355,2.84,3.34,4.29,4.38,4.44,0.3975,0.465,0.5475,0.6575,0.84,0.92,0.985,2.75,4.395,5.2775,6.2325,8.045,8.3,8.45,1.25,1.415,1.65,2.0175,2.44,2.62,2.795,67.5,342.5,630,950,1965,3187,4586
2011-01-11,12.1348,12.1347,12.2322,12.2142,8.71,9.74,10.885,11.858,12.892,13.3225,13.52,1.3175,2.33,2.82,3.3325,4.27,4.375,4.44,0.3825,0.465,0.545,0.655,0.84,0.915,0.9825,2.43,4.325,5.2175,6.2425,8.0025,8.285,8.4425,1.215,1.405,1.645,2.04,2.4325,2.61,2.79,66.5,315,620,940,1955,3165,4565
2011-01-12,12.0736,12.0422,12.1446,12.1349,8.425,9.57,10.677,11.637,12.663,13.24,13.48,1.2525,2.315,2.7825,3.2325,4.235,4.35,4.42,0.3825,0.465,0.54,0.6325,0.83,0.91,0.98,2.32,4.3,5.1975,6.085,7.93,8.22,8.395,1.23,1.41,1.655,2.005,2.42,2.61,2.7975,53.5,277.5,545,855,1875,3060,4559.82
2011-01-13,12.1241,12.0531,12.1553,12.0736,9.6,9.735,10.782,11.63,12.575,13.205,13.465,1.2875,2.28,2.76,3.26,4.245,4.365,4.435,0.4075,0.46,0.54,0.645,0.83,0.9075,0.975,2.38,4.23,5.1025,6.06,7.975,8.27,8.44,1.3,1.415,1.6325,1.99,2.395,2.585,2.765,65,295,560,865,1865,3080,4472.5
2011-01-14,12.0473,12.0176,12.1793,12.1241,9.49,9.835,10.775,11.63,12.563,13.21,13.43,1.4425,2.2675,2.8025,3.275,4.295,4.3975,4.485,0.4275,0.455,0.57,0.665,0.8175,0.8925,0.955,2.54,3.9775,4.9625,5.87,7.725,7.985,8.175,1.255,1.3275,1.6475,1.985,2.3225,2.505,2.6775,67.25,311,571,828.5,1765,2965,4400
2011-01-17,11.9733,11.9722,12.0651,12.0349,9.475,9.985,10.808,11.597,12.538,13.135,13.435,1.4025,2.32,2.82,3.29,4.295,4.4125,4.48,0.4175,0.47,0.5675,0.65,0.8225,0.895,0.955,2.525,4.19,5.1025,5.9925,7.81,8.0675,8.2,1.335,1.43,1.72,2.0225,2.38,2.5375,2.71,71.5,318,560,825,1775,2970,4400
2011-01-18,12.0182,11.9435,12.0553,11.9735,9.945,10.005,10.76,11.567,12.555,13.15,13.423,1.3725,2.155,2.73,3.2425,4.2725,4.395,4.4825,0.4175,0.455,0.5625,0.66,0.8225,0.9,0.965,2.425,3.8,4.86,5.835,7.71,7.99,8.1725,1.305,1.3875,1.6925,2.0275,2.365,2.545,2.725,75.5,325,590,870,1835,3015,4365
2011-01-19,12.0841,11.983,12.1113,12.0182,9.82,10.113,10.802,11.632,12.58,13.195,13.485,1.3825,2.1,2.585,3.1725,4.23,4.365,4.44,0.4175,0.455,0.54,0.63,0.8,0.87,0.925,2.525,3.805,4.6975,5.7925,7.71,8,8.135,1.3575,1.45,1.695,1.975,2.3,2.445,2.605,78,335,620,950,1905,3065,4535
2011-01-20,12.0496,12.037,12.1427,12.0841,10.333,10.11,10.825,11.65,12.58,13.165,13.45,1.605,2.16,2.62,3.18,4.235,4.36,4.445,0.425,0.47,0.5475,0.65,0.835,0.915,0.985,2.87,3.875,4.76,5.8675,7.81,8.125,8.31,1.33,1.46,1.69,2.05,2.415,2.605,2.795,77.5,310,595,905,1905,3151.25,4515
2011-01-21,12.0642,12.0022,12.086,12.0496,9.99,10.005,10.747,11.605,12.475,13.12,13.38,1.5725,2.13,2.605,3.1825,4.24,4.365,4.4475,0.4175,0.47,0.5475,0.65,0.835,0.915,0.985,2.81,3.81,4.7225,5.8525,7.7975,8.1125,8.2925,1.315,1.465,1.6975,2.055,2.42,2.61,2.795,72.5,320,615,920,1935,3150,4575
2011-01-24,12.0498,12.0269,12.0806,12.0683,9.87,9.935,10.733,11.54,12.487,13.0875,13.38,1.5825,2.1,2.5925,3.2,4.235,4.365,4.45,0.4125,0.46,0.56,0.66,0.82,0.8975,0.96,2.795,3.69,4.6075,5.75,7.6125,7.9175,8.1025,1.28,1.405,1.695,2.02,2.3525,2.535,2.715,76.5,335,626,903,1925,3130,4526
2011-01-25,12.0945,12.0342,12.1274,12.0499,9.745,9.875,10.675,11.395,12.435,13.1275,13.4,1.5725,2.1075,2.5925,3.195,4.2325,4.365,4.45,0.4075,0.46,0.56,0.65,0.8125,0.8875,0.95,2.77,3.6975,4.6,5.73,7.585,7.8875,8.07,1.2625,1.3875,1.6775,1.9825,2.315,2.495,2.675,78,345,630,920,1935,3188.75,4585
2011-01-26,11.9968,11.9936,12.1018,12.0945,9.185,9.528,10.403,11.07,12.135,12.7825,13.04,1.5725,2.1125,2.5975,3.2075,4.2575,4.37,4.45,0.3925,0.455,0.5525,0.6475,0.8175,0.8925,0.955,2.755,3.695,4.605,5.7575,7.6725,7.95,8.13,1.225,1.3875,1.6675,1.985,2.33,2.515,2.6925,72.5,322.5,592.25,880,1865,3141.5,4565
2011-01-27,12.0371,11.9868,12.0514,11.9969,8.54,9.48,10.313,10.97,11.993,12.6025,12.942,1.5675,2.1025,2.6025,3.2125,4.235,4.3325,4.46,0.4025,0.455,0.5575,0.6425,0.8,0.8675,0.93,2.74,3.665,4.5775,5.7,7.54,7.7675,8.01,1.255,1.3775,1.6775,1.955,2.2875,2.455,2.62,80.75,289,606.5,889.5,1837,3115,4524
2011-01-28,12.2062,12.0178,12.2165,12.0373,9.9,10.17,10.682,11.23,12.023,12.6225,12.945,1.7925,2.3625,2.7225,3.225,4.205,4.3,4.3975,0.4175,0.4725,0.565,0.655,0.815,0.885,0.955,3.15,4.155,4.865,5.835,7.61,7.8575,8.0625,1.295,1.4325,1.6925,2.0125,2.34,2.525,2.7025,77,300,611.25,911.25,1860,3145,4565
2011-01-31,12.1219,12.1108,12.237,12.1962,9.71,10.14,10.735,11.125,11.935,12.595,12.88,1.7625,2.38,2.815,3.28,4.2275,4.335,4.42,0.4225,0.465,0.57,0.655,0.81,0.875,0.94,3.095,4.16,4.9725,5.86,7.58,7.845,8.02,1.3,1.41,1.7025,1.99,2.31,2.485,2.66,75.5,290,612.5,880,1835,3120,4545
2011-02-01,12.0001,11.9786,12.1539,12.1223,9.605,9.975,10.735,11.025,11.92,12.5475,12.845,1.7325,2.2625,2.785,3.2325,4.2,4.315,4.4175,0.4125,0.465,0.565,0.6475,0.805,0.8725,0.9375,3.04,3.96,4.93,5.8025,7.55,7.8075,8.015,1.275,1.4025,1.6825,1.97,2.295,2.47,2.6425,76.5,285,590,860,1825,3058,4465
2011-02-02,12.0122,11.9911,12.0434,11.9999,9.405,9.828,10.59,10.917,11.885,12.41,12.715,1.6825,2.215,2.7675,3.165,4.195,4.3175,4.4175,0.4025,0.46,0.5625,0.645,0.805,0.87,0.91,2.95,3.8825,4.9025,5.6725,7.54,7.82,8.03,1.245,1.385,1.6725,1.9625,2.295,2.45,2.615,77.5,285,580,875,1855,3105,4555
2011-02-03,12.0029,11.9882,12.0766,12.0122,9.235,9.84,10.61,11.105,11.99,12.57,12.9,1.5025,2.225,2.7425,3.195,4.2,4.32,4.415,0.4175,0.47,0.5475,0.635,0.8,0.865,0.935,2.755,4.06,5.03,5.9,7.775,8.045,8.24,1.345,1.46,1.715,1.995,2.3,2.485,2.65,79.5,300,600,900,1895,3135,4515
2011-02-04,11.9863,11.962,12.0259,12.0029,8.915,9.6,10.46,10.755,11.61,12.27,12.58,1.5825,2.13,2.715,3.165,4.185,4.295,4.395,0.3925,0.46,0.54,0.635,0.805,0.875,0.945,2.89,3.89,4.96,5.845,7.785,8.065,8.285,1.265,1.455,1.655,1.965,2.31,2.505,2.69,79.5,305,625,910,1935,3141,4575
2011-02-07,12.0158,11.9564,12.0215,11.9791,8.875,9.433,10.263,10.653,11.453,12.085,12.43,1.6725,2.1375,2.7225,3.1475,4.1825,4.2925,4.3975,0.3975,0.455,0.545,0.6275,0.8025,0.8775,0.9475,3,3.8475,4.9475,5.805,7.72,8.005,8.23,1.265,1.43,1.6875,2,2.31,2.52,2.71,77,302.5,617.5,895,1928.02,3175,4657.4
2011-02-08,12.04,11.9565,12.0563,12.0158,8.8,9.46,10.237,10.515,11.45,12.095,12.395,1.665,2.14,2.735,3.17,4.19,4.295,4.395,0.3925,0.455,0.5275,0.6225,0.785,0.86,0.93,3.04,3.9025,5.0175,5.895,7.79,8.0725,8.3,1.245,1.425,1.6225,1.935,2.24,2.4425,2.615,72.5,300,617.5,890,1935,3150,4635
2011-02-09,12.0807,12.0097,12.0913,12.04,8.88,9.477,10.33,10.59,11.532,12.2,12.48,1.6825,2.1,2.6675,3.1375,4.1525,4.2725,4.3875,0.4225,0.45,0.575,0.655,0.785,0.8525,0.9175,2.945,3.66,4.6875,5.5925,7.42,7.71,7.935,1.31,1.32,1.7175,1.985,2.21,2.465,2.6225,79.5,300,607.5,897.5,1915,3215,4630
2011-02-10,12.0753,12.0733,12.1444,12.0807,8.92,9.48,10.28,10.73,11.615,12.29,12.575,1.5925,2.16,2.73,3.18,4.1925,4.305,4.405,0.4125,0.46,0.545,0.635,0.7925,0.8625,0.93,2.92,3.945,5.01,5.89,7.765,8.0325,8.24,1.33,1.43,1.655,1.94,2.27,2.465,2.63,86.5,295,605,910,1925,3160,4565
2011-02-11,12.0305,12.014,12.1338,12.0753,8.59,9.335,10.155,10.685,11.59,12.255,12.535,1.6575,2.075,2.6675,3.1,4.115,4.1925,4.285,0.3875,0.46,0.5325,0.645,0.83,0.9125,0.99,2.95,4.03,5.29,6.1,7.82,8.05,8.29,1.23,1.415,1.63,1.985,2.405,2.64,2.84,76.5,291.25,587.5,870,1866.25,3110,4535
2011-02-14,12.0508,12.0076,12.066,12.0318,8.485,9.355,10.202,10.677,11.632,12.265,12.532,1.5925,2.06,2.69,3.0975,4.17,4.275,4.38,0.3825,0.4525,0.5275,0.615,0.805,0.88,0.955,2.905,3.8575,5.0225,5.8875,7.83,8.1075,8.3475,1.275,1.4625,1.62,1.93,2.32,2.52,2.705,76.5,281,591.25,852.5,1835,3050,4455
2011-02-15,12.1516,12.0332,12.1777,12.0508,8.815,9.495,10.185,10.663,11.63,12.275,12.545,1.6775,2.03,2.665,3.075,4.155,4.285,4.4,0.4075,0.455,0.55,0.645,0.7925,0.87,0.935,2.995,3.6325,4.8025,5.6,7.61,7.94,8.185,1.265,1.3625,1.64,1.945,2.25,2.495,2.66,81,300,607.5,884,1903,3090,4505
2011-02-16,12.0611,12.0594,12.1716,12.1519,8.425,9.467,10.038,10.6,11.612,12.2675,12.563,1.6475,1.9675,2.6325,3.0325,4.1125,4.2225,4.3525,0.4025,0.45,0.5425,0.6275,0.7925,0.8475,0.905,2.915,3.5025,4.745,5.505,7.48,7.7525,8.0175,1.26,1.3525,1.6275,1.885,2.2275,2.48,2.6375,79,305,622.5,915,1925,3115,4605.89
2011-02-17,12.0199,12.0024,12.0973,12.0615,7.96,9.115,9.875,10.487,11.573,12.2175,12.48,1.5425,1.9525,2.6275,3.035,4.1075,4.21,4.3375,0.3725,0.445,0.53,0.6225,0.795,0.855,0.9175,2.78,3.5575,4.8525,5.595,7.565,7.8325,8.095,1.21,1.3475,1.5975,1.8625,2.24,2.49,2.655,84.5,300,632.5,895,1905,3110,4485
2011-02-18,12.0331,11.9968,12.0506,12.0199,7.7,8.778,9.568,10.263,11.405,12.0175,12.33,1.5275,1.9625,2.635,3.03,4.09,4.1975,4.3275,0.3675,0.44,0.52,0.61,0.7925,0.85,0.9175,2.75,3.5975,4.8925,5.61,7.575,7.85,8.13,1.185,1.33,1.5575,1.82,2.23,2.48,2.6525,78.5,300,630,885,1895,3105,4485
2011-02-21,12.0748,12.0122,12.0814,12.0228,7.575,8.745,9.53,10.253,11.36,11.9975,12.31,1.4725,1.98,2.6425,3.02,4.0975,4.195,4.315,0.3875,0.445,0.5325,0.6075,0.8,0.855,0.915,2.685,3.695,4.98,5.62,7.5775,7.815,8.06,1.27,1.37,1.6125,1.83,2.2575,2.495,2.665,81.5,302.5,637.5,895,1905,3187.5,4505
2011-02-22,12.1316,12.0586,12.1526,12.0748,7.93,8.93,9.675,10.42,11.507,12.1075,12.435,1.5925,1.9875,2.655,3.0375,4.0975,4.2025,4.3275,0.3825,0.44,0.515,0.61,0.8,0.8725,0.94,2.87,3.7225,5.0375,5.735,7.6675,7.94,8.2175,1.215,1.365,1.5575,1.845,2.27,2.54,2.7225,81.5,310,630,900,1925,3105,4577.38
2011-02-23,12.1855,12.085,12.2372,12.1319,10.355,9.38,9.943,10.68,11.705,12.2625,12.56,1.7175,2.1875,2.74,3.155,4.135,4.2175,4.34,0.4125,0.46,0.525,0.625,0.81,0.875,0.945,3.1,4.08,5.18,5.945,7.7375,7.97,8.25,1.3,1.38,1.5725,1.86,2.3,2.56,2.745,79.75,312,632,910,1945,3127,4535
2011-02-24,12.1473,12.1317,12.241,12.1855,10.09,9.468,10.065,10.78,11.765,12.27,12.55,1.7075,2.2675,2.685,3.26,4.245,4.31,4.39,0.4175,0.47,0.5225,0.64,0.82,0.885,0.94,3.0825,4.2075,5.05,6.12,7.94,8.145,8.38,1.28,1.36,1.5875,1.89,2.33,2.585,2.76,81.5,350,635,922.5,1975,3155,4515
2011-02-25,12.1265,12.1073,12.157,12.1463,9.295,9.427,9.892,10.642,11.725,12.3,12.563,1.6775,2.245,2.6725,3.2625,4.24,4.3075,4.4025,0.4275,0.4675,0.53,0.64,0.825,0.89,0.9475,3.03,4.1575,5.0275,6.1275,7.9275,8.13,8.365,1.3,1.36,1.6025,1.895,2.3425,2.61,2.78,85.25,350,665,926.25,1965,3137,4525
2011-02-28,12.1016,12.0845,12.1424,12.1225,8.865,9.302,9.805,10.452,11.68,12.28,12.51,1.7025,2.1875,2.65,3.27,4.255,4.3225,4.42,0.3775,0.44,0.5,0.585,0.76,0.825,0.9,3.065,4.03,4.96,6.13,7.97,8.185,8.4325,1.175,1.36,1.6125,1.905,2.365,2.66,2.93,83.25,365,659,925,1977.5,3144.75,4495
2011-03-01,12.1208,12.0662,12.1422,12.1018,8.667,9.08,9.66,10.365,11.65,12.18,12.44,1.6025,2.08,2.6,3.235,4.23,4.315,4.405,0.3875,0.4275,0.49,0.575,0.75,0.82,0.89,2.88,3.8225,4.845,6.065,7.945,8.185,8.44,1.18,1.325,1.5825,1.89,2.365,2.665,2.935,79.5,352.5,650,930,2035,3218.5,4605
2011-03-02,12.0898,12.0818,12.1451,12.1208,7.935,8.972,9.625,10.285,11.64,12.19,12.495,1.4925,2.085,2.6,3.245,4.235,4.305,4.415,0.36,0.4325,0.495,0.585,0.755,0.82,0.8975,2.645,3.7975,4.81,6.065,7.945,8.165,8.43,1.115,1.3325,1.5375,1.895,2.37,2.665,2.94,81.5,342.5,650,946.25,2015,3190,4580
2011-03-03,12.0055,11.9913,12.1089,12.0886,7.748,8.708,9.497,10.22,11.445,12.095,12.42,1.4,2.0325,2.61,3.2475,4.245,4.325,4.4225,0.3525,0.42,0.5025,0.58,0.74,0.785,0.8425,2.4775,3.5775,4.6525,5.88,7.7225,7.94,8.1825,1.0775,1.26,1.5375,1.85,2.255,2.5125,2.75,83.5,342.5,665,920,1975,3162,4555
2011-03-04,12.0075,11.9693,12.0271,12.0055,7.52,8.47,9.432,10.205,11.43,12.07,12.385,1.3925,2.03,2.61,3.245,4.245,4.325,4.4175,0.3475,0.4175,0.495,0.575,0.74,0.785,0.845,2.47,3.5875,4.675,5.905,7.76,7.98,8.2275,1.0575,1.2525,1.52,1.845,2.265,2.52,2.7625,89.5,341,655,922.5,1985,3125,4550
2011-03-07,12.0482,11.9869,12.07,12.01,7.495,8.23,9.003,9.795,11.15,11.775,12.208,1.5975,1.9375,2.5075,3.2225,4.2525,4.3275,4.43,0.3475,0.41,0.4875,0.5725,0.7275,0.7725,0.8325,2.825,3.4075,4.4575,5.825,7.72,7.935,8.19,1.05,1.22,1.4925,1.8175,2.21,2.475,2.715,81,365,656.25,923.25,2000,3183.75,4595
2011-03-08,12.0054,11.9889,12.0812,12.0482,7.58,8.238,9.075,9.817,11.185,11.8575,12.3,1.6075,1.955,2.5075,3.2175,4.25,4.325,4.4275,0.3425,0.3975,0.47,0.56,0.735,0.78,0.8475,2.845,3.4425,4.48,5.8525,7.765,7.99,8.25,0.965,1.235,1.4875,1.775,2.2125,2.515,2.77,81.5,335.5,631.25,912.5,1995.5,3189.75,4565
2011-03-09,11.9291,11.9094,12.0289,12.0057,7.495,8.09,9.12,9.733,11.185,11.9475,12.335,1.5925,1.9275,2.57,3.2175,4.26,4.34,4.4525,0.3625,0.4,0.4925,0.5725,0.75,0.78,0.8425,2.82,3.38,4.5625,5.805,7.7,7.92,8.165,1.005,1.245,1.5,1.7775,2.1875,2.465,2.7025,79,315,600,900,1935,3130,4455
2011-03-10,11.9818,11.9258,11.9993,11.929,7.415,8.1,8.972,9.653,11.22,11.97,12.448,1.5675,1.9275,2.5975,3.22,4.295,4.37,4.465,0.3525,0.4025,0.4925,0.57,0.75,0.785,0.845,2.77,3.38,4.6225,5.83,7.805,8.0275,8.26,0.995,1.2575,1.5225,1.825,2.3,2.5475,2.77,85.5,295,594.75,852.5,1887.5,3092.5,4455
2011-03-11,11.9075,11.896,12.0246,11.9798,7.44,8.068,8.983,9.718,11.273,12.06,12.595,1.5925,1.93,2.62,3.24,4.27,4.355,4.4525,0.3675,0.4025,0.4975,0.58,0.76,0.805,0.8625,2.815,3.405,4.69,5.9025,7.8075,8.045,8.295,1.02,1.27,1.5425,1.85,2.32,2.605,2.845,79.5,296.25,587.5,855,1897.5,3101,4475
2011-03-14,11.8951,11.8697,11.9423,11.915,7.425,8.085,8.965,9.72,11.235,12.105,12.635,1.5675,1.92,2.615,3.21,4.225,4.33,4.445,0.3525,0.405,0.475,0.56,0.745,0.8,0.87,2.805,3.51,4.815,5.99,7.885,8.165,8.455,1,1.305,1.495,1.805,2.295,2.575,2.82,80,313.75,572.5,842.5,1902,3077,4455
2011-03-15,11.9944,11.8897,12.1019,11.8951,9.455,10.032,10.29,10.538,11.778,12.3725,12.892,1.7825,2.1175,2.6725,3.3375,4.27,4.3925,4.485,0.4125,0.4325,0.535,0.6075,0.755,0.8275,0.8825,3.165,3.7425,4.785,6.065,7.8025,8.0825,8.3175,1.205,1.385,1.6775,1.96,2.34,2.675,2.8875,88.5,322.25,605,875,1925,3130,4534.5
2011-03-16,12.1503,11.9616,12.1947,11.9944,11.42,10.788,10.688,10.875,11.99,12.785,13.185,1.8625,2.365,2.845,3.4425,4.385,4.47,4.555,0.4375,0.4575,0.5325,0.615,0.78,0.84,0.895,3.35,4.2525,5.14,6.335,8.075,8.31,8.525,1.415,1.5525,1.755,2.05,2.39,2.635,2.855,91.5,337.5,634.5,941.75,1965,3160,4575
2011-03-17,12.093,12.0744,12.2344,12.1503,11.77,11.138,11.235,11.395,12.3,12.9775,13.4,2.0575,2.5325,2.9975,3.5275,4.4475,4.54,4.6275,0.4275,0.4825,0.5525,0.6125,0.785,0.84,0.9025,3.67,4.54,5.4375,6.515,8.2125,8.4725,8.71,1.4,1.61,1.785,2.06,2.49,2.7125,2.955,93,370,650,942.5,1970.38,3150,4562.5
2011-03-18,12.0527,12.036,12.1038,12.0931,10.325,10.69,10.977,11.317,12.313,12.9625,13.308,2.0825,2.5775,3.03,3.575,4.4575,4.5425,4.6425,0.3925,0.4975,0.57,0.64,0.8025,0.8475,0.9175,3.71,4.5825,5.5075,6.6025,8.27,8.52,8.7875,1.29,1.675,1.8575,2.1625,2.59,2.765,3.025,94.5,367,655,951.25,1984.5,3170,4596.5
2011-03-21,11.987,11.9543,12.0733,12.0355,9.477,10.442,10.72,11.097,12.173,12.8275,13.18,1.945,2.47,2.92,3.4975,4.4075,4.4925,4.565,0.4025,0.485,0.59,0.6575,0.8,0.845,0.9,3.455,4.355,5.1925,6.3325,7.9925,8.2225,8.415,1.335,1.5825,1.8725,2.1425,2.45,2.67,2.885,93.5,357.25,645.25,950,1975,3155,4588.75
2011-03-22,11.9915,11.9568,12.0086,11.987,8.792,9.828,10.335,10.747,11.942,12.7075,13.095,1.97,2.36,2.9975,3.5175,4.45,4.54,4.6275,0.365,0.475,0.5725,0.6325,0.7675,0.805,0.87,3.515,4.1475,5.36,6.3925,8.1075,8.3575,8.6,1.175,1.565,1.81,2.0825,2.4375,2.6075,2.835,88.75,340,635.75,930.5,2025,3200,4615
2011-03-23,12.0221,11.9718,12.0275,11.9917,7.89,9.41,9.935,10.525,11.792,12.5675,12.983,1.94,2.3125,2.9825,3.4775,4.41,4.4975,4.6025,0.37,0.4375,0.555,0.64,0.79,0.83,0.885,3.445,4.0875,5.325,6.3325,8.0425,8.295,8.5575,1.185,1.4675,1.7475,2.1225,2.5175,2.685,2.89,86,340,642.5,957.5,1968.75,3245,4645
2011-03-24,11.9472,11.9387,12.0297,12.0221,7.325,8.885,9.565,10.245,11.66,12.485,12.903,2.0075,2.305,2.9725,3.45,4.3825,4.465,4.5675,0.3825,0.435,0.55,0.635,0.7825,0.82,0.875,3.53,4.0575,5.3125,6.28,8.0025,8.255,8.5175,1.1925,1.44,1.73,2.1025,2.515,2.685,2.895,78.5,340,669.5,957.25,2069.05,3187.5,4740.73
2011-03-25,11.9922,11.9233,11.9989,11.9471,7.49,8.702,9.42,10.2,11.585,12.4525,12.93,1.8475,2.28,2.9425,3.4325,4.3825,4.4675,4.5675,0.3575,0.43,0.535,0.625,0.7675,0.815,0.885,3.28,4.03,5.285,6.2675,8.05,8.3,8.565,1.155,1.435,1.6975,2.07,2.535,2.7,2.915,81,343.75,691.25,995,2145,3312.5,4755
2011-03-28,11.9747,11.9508,11.9993,11.9705,7.785,8.767,9.405,10.185,11.52,12.3675,12.825,1.8475,2.285,2.945,3.44,4.39,4.4775,4.5725,0.3675,0.4325,0.535,0.63,0.765,0.8225,0.89,3.295,4.0725,5.325,6.3175,8.095,8.35,8.6025,1.195,1.46,1.6975,2.08,2.53,2.71,2.92,82,335.5,685,985,2132,3365,4755
2011-03-29,11.9552,11.9479,11.9927,11.9755,7.845,8.673,9.365,10.1,11.372,12.2275,12.708,1.8425,2.2675,2.9025,3.4025,4.3975,4.4875,4.5825,0.3675,0.4275,0.515,0.6,0.76,0.82,0.8875,3.3,4.07,5.3,6.32,8.16,8.4225,8.67,1.19,1.445,1.65,2.015,2.485,2.665,2.8775,82.5,327.5,675,990,2145,3355,4775
2011-03-30,11.9179,11.9021,11.9754,11.9552,7.927,8.55,9.292,9.965,11.32,12.2025,12.663,1.835,2.2625,2.9325,3.4,4.3975,4.4825,4.5825,0.3675,0.4275,0.5375,0.6025,0.76,0.82,0.8925,3.29,4.095,5.345,6.3575,8.185,8.44,8.7025,1.1875,1.465,1.6525,2.0225,2.5025,2.68,2.9025,82.5,345.5,670,972.5,2105,3325,4710
2011-03-31,11.9048,11.8768,11.9554,11.9179,7.795,8.535,9.292,9.935,11.3,12.1575,12.638,1.8275,2.2725,2.9475,3.4125,4.3875,4.46,4.5525,0.3725,0.45,0.535,0.61,0.765,0.825,0.8975,3.28,4.0775,5.39,6.3775,8.1575,8.395,8.64,1.21,1.46,1.67,2.03,2.4925,2.68,2.9025,79.5,335.5,687,977.5,2085,3305,4705
