Fecha,"USDMXN Curncy PX_LAST","USDMXN Curncy PX_LOW","USDMXN Curncy PX_HIGH","USDMXN Curncy PX_OPEN","USDMXNV1W Curncy PX_LAST","USDMXNV1M Curncy PX_LAST","USDMXNV2M Curncy PX_LAST","USDMXNV3M Curncy PX_LAST","USDMXNV6M Curncy PX_LAST","USDMXNV9M Curncy PX_LAST","USDMXNV1Y Curncy PX_LAST","USDMXN25R1W Curncy PX_LAST","USDMXN25R1M Curncy PX_LAST","USDMXN25R2M Curncy PX_LAST","USDMXN25R3M Curncy PX_LAST","USDMXN25R6M Curncy PX_LAST","USDMXN25R9M Curncy PX_LAST","USDMXN25R1Y Curncy PX_LAST","USDMXN25B1W Curncy PX_LAST","USDMXN25B1M Curncy PX_LAST","USDMXN25B2M Curncy PX_LAST","USDMXN25B3M Curncy PX_LAST","USDMXN25B6M Curncy PX_LAST","USDMXN25B9M Curncy PX_LAST","USDMXN25B1Y Curncy PX_LAST","USDMXN10R1W Curncy PX_LAST","USDMXN10R1M Curncy PX_LAST","USDMXN10R2M Curncy PX_LAST","USDMXN10R3M Curncy PX_LAST","USDMXN10R6M Curncy PX_LAST","USDMXN10R9M Curncy PX_LAST","USDMXN10R1Y Curncy PX_LAST","USDMXN10B1W Curncy PX_LAST","USDMXN10B1M Curncy PX_LAST","USDMXN10B2M Curncy PX_LAST","USDMXN10B3M Curncy PX_LAST","USDMXN10B6M Curncy PX_LAST","USDMXN10B9M Curncy PX_LAST","USDMXN10B1Y Curncy PX_LAST","MXN1W Curncy PX_LAST","MXN1M Curncy PX_LAST","MXN2M Curncy PX_LAST","MXN3M Curncy PX_LAST","MXN6M Curncy PX_LAST","MXN9M Curncy PX_LAST","MXN12M Curncy PX_LAST"
2013-03-22,12.3511,12.3481,12.4487,12.4295,8.56,8.715,9.015,9.235,9.945,10.38,10.693,0.9475,1.59,2.2025,2.46,3.085,3.2875,3.4825,0.1925,0.26,0.375,0.45,0.605,0.6475,0.74,1.66,2.85,3.9875,4.47,5.675,6.03,6.3675,0.575,0.93,1.135,1.3725,1.82,2.1025,2.3675,89.5,367.75,735,1045,2095,3105,4125
2013-03-25,12.3491,12.322,12.3808,12.351,8.135,8.785,9.005,9.218,9.882,10.34,10.765,0.9775,1.59,2.19,2.535,3.18,3.4275,3.6825,0.2075,0.24,0.38,0.455,0.63,0.72,0.7825,1.73,2.935,4.06,4.7375,5.9725,6.425,6.905,0.64,0.9225,1.12,1.3425,1.85,2.1675,2.4225,87.5,383.75,750,1055,2121,3150,4150
2013-03-26,12.3507,12.3053,12.3717,12.3491,7.87,8.56,8.925,9.195,9.865,10.335,10.66,0.9575,1.56,2.13,2.5,3.1475,3.4325,3.7075,0.1975,0.24,0.38,0.45,0.615,0.6575,0.7675,1.67,2.84,3.98,4.6675,5.9,6.395,6.865,0.59,0.935,1.125,1.35,1.85,2.1475,2.3975,84,362.5,725,1030,2075,3128,4130
2013-03-27,12.336,12.3254,12.4209,12.3507,8.21,8.815,9.185,9.483,9.962,10.405,10.693,0.9725,1.6775,2.17,2.5175,3.1975,3.4425,3.7175,0.1975,0.24,0.375,0.4475,0.62,0.6625,0.775,1.705,3.0625,4.065,4.6975,5.9325,6.42,6.9025,0.615,0.92,1.12,1.35,1.8625,2.1675,2.4275,79,353,730,1051,2069.38,3138,4150
2013-03-28,12.3557,12.3199,12.3656,12.336,7.83,8.475,8.925,9.245,9.872,10.3625,10.715,0.9775,1.605,2.1125,2.425,3.1625,3.4675,3.7325,0.1975,0.24,0.3725,0.44,0.6125,0.65,0.7675,1.715,2.9775,4.06,4.67,6.115,6.6975,7.2175,0.6,0.93,1.1325,1.355,1.8775,2.18,2.4475,80.5,353,730,1045,2075,3120,4120
2013-03-29,12.3312,12.3077,12.3652,12.3556,7.835,8.375,8.837,9.163,9.82,10.335,10.663,0.9325,1.605,2.1125,2.44,2.96,3.2225,3.425,0.1775,0.27,0.3425,0.42,0.5725,0.6425,0.705,1.64,2.8825,3.8325,4.455,5.4625,5.92,6.2875,0.545,0.885,1.0925,1.3125,1.8275,2.11,2.3775,79,350.5,729,1038.5,2072.5,3120,4100
2013-04-01,12.3642,12.291,12.3675,12.345,8.19,8.49,8.855,9.155,9.868,10.34,10.693,0.7925,1.5725,2.06,2.365,2.97,3.2725,3.49,0.1975,0.3,0.365,0.4375,0.605,0.6475,0.7625,1.38,2.8825,3.875,4.4875,5.5675,6.105,6.51,0.605,0.94,1.13,1.3625,1.8975,2.1925,2.4675,83.5,361,728.5,1062.5,2089.5,3131,4158.25
2013-04-02,12.2754,12.2592,12.3731,12.3642,8.235,8.575,8.835,9.145,9.863,10.3375,10.693,0.7375,1.5225,2.0175,2.355,2.9175,3.23,3.4475,0.2,0.3,0.3625,0.43,0.6025,0.645,0.76,1.2675,2.805,3.7425,4.335,5.455,6.025,6.4325,0.61,0.9425,1.135,1.37,1.91,2.2275,2.4975,83.5,380,730,1070,2105,3162.5,4180
2013-04-03,12.3442,12.2529,12.353,12.2754,9.215,8.895,9.07,9.372,10.038,10.4675,10.795,0.8325,1.585,2.07,2.3825,2.9475,3.2775,3.4875,0.1975,0.305,0.37,0.4425,0.605,0.6475,0.7525,1.34,2.9025,3.795,4.3975,5.4625,6.0075,6.4625,0.615,0.9375,1.135,1.365,1.875,2.1725,2.4325,71,352.5,702.5,1037.25,2097.5,3160.5,4193.75
2013-04-04,12.306,12.2729,12.3549,12.3442,8.778,8.702,8.993,9.255,9.99,10.4525,10.775,0.765,1.6225,2.03,2.3475,2.9825,3.2975,3.57,0.2225,0.3075,0.39,0.46,0.62,0.715,0.78,1.385,2.9975,3.7975,4.4075,5.6075,6.2075,6.72,0.7275,0.9075,1.14,1.35,1.7925,2.1025,2.35,71.5,336,700,1026.75,2074.9,3113.75,4169.25
2013-04-05,12.1752,12.1707,12.4,12.3059,8.967,8.802,9.135,9.448,10.052,10.5075,10.81,1.1375,1.64,2.035,2.4025,3.0225,3.3625,3.63,0.11,0.3175,0.395,0.4675,0.625,0.71,0.78,1.73,3.0175,3.8225,4.555,5.6875,6.3175,6.84,0.6825,0.97,1.1825,1.395,1.8225,2.1075,2.37,71,340,677.5,1034,2062.25,3135,4200
2013-04-08,12.1966,12.1316,12.2178,12.2075,8.872,8.97,9.217,9.448,10.07,10.4675,10.78,0.7825,1.555,2.015,2.3325,2.995,3.3375,3.6,0.215,0.32,0.3975,0.46,0.62,0.7125,0.775,1.4175,2.845,3.7475,4.3325,5.585,6.2225,6.72,0.6925,0.97,1.1725,1.385,1.7975,2.0825,2.325,79,347.5,692.5,1035,2065,3110,4150
2013-04-09,12.1455,12.1154,12.2013,12.1966,8.962,9.06,9.257,9.453,10.09,10.5375,10.855,0.7875,1.47,1.895,2.23,2.7775,3.1475,3.4,0.2175,0.31,0.39,0.4575,0.61,0.6975,0.76,1.395,2.675,3.5275,4.145,5.2,5.89,6.3675,0.7025,0.965,1.1775,1.385,1.8325,2.1225,2.375,70,351.25,670,1017.25,2047.5,3103,4124
2013-04-10,12.1068,12.0859,12.1597,12.1453,8.972,9.128,9.255,9.528,10.135,10.5375,10.86,0.7025,1.4475,1.845,2.1725,2.7025,3.0825,3.37,0.2175,0.27,0.385,0.45,0.6,0.6925,0.765,1.2525,2.5575,3.385,4.0175,5.0275,5.7175,6.28,0.7125,0.9675,1.1875,1.395,1.855,2.1525,2.405,70,342.5,680,1030,2110,3112.5,4170
2013-04-11,12.0441,12.0194,12.128,12.1067,8.852,9.01,9.273,9.483,10.055,10.4425,10.735,0.7175,1.4175,1.785,2.1075,2.665,3.0425,3.35,0.2225,0.3075,0.3775,0.44,0.595,0.69,0.76,1.275,2.505,3.2375,3.87,4.945,5.6425,6.195,0.72,0.975,1.1975,1.395,1.8475,2.15,2.385,73.5,330.5,675.5,1012.75,2034,3105,4128
2013-04-12,12.0759,12.026,12.1119,12.0441,8.7,8.858,9.235,9.52,10.068,10.4825,10.735,0.7075,1.3925,1.75,2.0975,2.65,3.0225,3.31,0.2125,0.2975,0.3725,0.4425,0.585,0.67,0.745,1.25,2.4075,3.145,3.825,4.875,5.5275,6.06,0.7025,0.97,1.2,1.415,1.8425,2.1325,2.385,71,324,680,998.25,2018.25,3070.5,4107.5
2013-04-15,12.2829,12.0618,12.2985,12.075,10.015,9.927,10.005,10.09,10.535,10.8225,11.035,0.875,1.53,1.855,2.225,2.7225,3.085,3.39,0.2225,0.31,0.3825,0.445,0.58,0.6675,0.74,1.6,2.6975,3.385,4.0925,5.0275,5.685,6.265,0.6875,0.955,1.17,1.365,1.8025,2.0925,2.33,70.5,319.75,651.75,998.5,2014.5,3066.75,4151.75
2013-04-16,12.1462,12.1266,12.2884,12.2829,9.847,9.82,9.955,10.057,10.535,10.84,11.06,0.8775,1.635,1.9175,2.2125,2.7525,3.1225,3.43,0.21,0.315,0.385,0.445,0.595,0.6775,0.75,1.57,2.9,3.475,4.1125,5.11,5.7975,6.3775,0.6875,0.9725,1.1875,1.4,1.8525,2.1375,2.39,57.75,311.5,621.5,945,1969.5,3037.75,4012.75
2013-04-17,12.2085,12.1353,12.2843,12.1464,10.155,9.997,10.03,10.25,10.663,10.95,11.14,0.985,1.68,1.975,2.2675,2.7725,3.1475,3.445,0.22,0.315,0.385,0.445,0.59,0.6775,0.745,1.795,2.975,3.575,4.205,5.13,5.82,6.3975,0.705,0.9625,1.18,1.3975,1.8475,2.1225,2.37,73.25,322.5,635,970,1955.5,3025,4030
2013-04-18,12.2734,12.1634,12.3349,12.2085,10.545,10.305,10.54,10.605,10.905,11.07,11.22,1.575,1.98,2.18,2.395,2.7675,3.11,3.455,0.2825,0.34,0.4075,0.465,0.6225,0.735,0.8125,2.9625,3.61,4.02,4.5675,5.305,5.97,6.635,0.815,0.99,1.2275,1.44,1.955,2.285,2.5475,68,303.75,652.5,950,1925,2950,3975
2013-04-19,12.262,12.1887,12.3023,12.2734,10.148,10.205,10.44,10.547,10.845,11.0575,11.225,1.44,1.925,2.185,2.3975,2.8225,3.1525,3.45,0.2425,0.33,0.4,0.4575,0.6025,0.6975,0.765,2.6525,3.4325,3.97,4.5,5.2825,5.91,6.4675,0.7175,0.97,1.19,1.405,1.88,2.1725,2.43,73.75,305.75,635,937.75,1924.21,2951.5,3953.75
2013-04-22,12.2748,12.2369,12.3524,12.2638,9.932,10.26,10.452,10.54,10.885,11.045,11.18,1.4425,1.9175,2.19,2.435,2.835,3.165,3.44,0.2425,0.33,0.3975,0.4575,0.6,0.6875,0.76,2.6475,3.3975,3.9575,4.52,5.275,5.885,6.415,0.6875,0.97,1.18,1.3975,1.8575,2.1575,2.41,76.5,312,627.5,938.5,1928.25,2923.75,3928.25
2013-04-23,12.2448,12.2006,12.375,12.2748,9.692,9.843,9.975,10.005,10.507,10.73,10.935,1.5325,1.95,2.1775,2.43,2.7725,3.085,3.4075,0.2625,0.325,0.4025,0.47,0.6725,0.7175,0.795,2.84,3.4625,4.025,4.61,5.27,5.855,6.4575,0.7925,0.97,1.215,1.455,1.945,2.28,2.56,68,336,622.5,927,1885,2855.5,3824.75
2013-04-24,12.1702,12.16,12.2969,12.2451,8.712,9.153,9.3,9.525,10.113,10.455,10.73,1.26,1.8175,2.1,2.305,2.805,3.1375,3.4175,0.235,0.3275,0.4,0.46,0.605,0.6875,0.76,2.27,3.2,3.7875,4.26,5.205,5.825,6.3475,0.7075,0.9575,1.175,1.3825,1.8225,2.1175,2.365,67,315,611.75,928.25,1888,2862.5,3813
2013-04-25,12.1677,12.0881,12.1837,12.1702,9.02,8.932,9.19,9.377,10.007,10.3625,10.683,1,1.715,2.0175,2.24,2.7225,3.0775,3.365,0.2175,0.29,0.395,0.455,0.5975,0.6825,0.7525,1.7425,3.0225,3.6475,4.12,5.04,5.695,6.24,0.6975,0.965,1.185,1.3825,1.83,2.125,2.37,64.5,293.75,600,915,1885,2862.5,3810
2013-04-26,12.1444,12.1312,12.2039,12.1679,9.26,8.79,9.08,9.273,9.94,10.2875,10.63,0.9275,1.73,2.045,2.1575,2.6125,2.9225,3.2,0.25,0.35,0.42,0.475,0.625,0.7125,0.78,1.6825,3.0875,3.725,4.1275,5.0475,5.67,6.205,0.7825,1.005,1.2725,1.49,1.9425,2.2525,2.495,71.5,312.5,600,925,1885,2837.5,3750
2013-04-29,12.2068,12.0797,12.2208,12.1353,9.05,8.88,9.15,9.36,9.993,10.3825,10.688,1.0425,1.7325,2.025,2.2575,2.7425,3.0825,3.36,0.2175,0.2925,0.395,0.4575,0.5975,0.68,0.75,1.78,3.04,3.64,4.1325,5.0575,5.6975,6.2075,0.69,0.965,1.17,1.38,1.825,2.1125,2.365,71,327.75,620,925,1913.5,2887.5,3800
2013-04-30,12.134,12.118,12.217,12.2071,8.875,8.778,8.985,9.29,9.887,10.2925,10.635,1.03,1.6925,1.9775,2.21,2.7025,3.05,3.35,0.23,0.295,0.4,0.455,0.5975,0.68,0.76,1.7425,2.9975,3.575,4.065,4.99,5.65,6.19,0.7625,0.98,1.185,1.39,1.8325,2.1175,2.375,71,312.5,612.5,940,1855,2787.5,3700
2013-05-01,12.1992,12.1278,12.2497,12.1341,9.01,8.938,9.14,9.398,9.993,10.3575,10.692,0.9775,1.7175,1.9975,2.22,2.7125,3.0475,3.345,0.2225,0.3175,0.395,0.4575,0.595,0.675,0.745,1.735,3.0025,3.585,4.0525,4.97,5.57,6.095,0.725,0.97,1.195,1.4125,1.84,2.1075,2.36,69.5,312.5,615,945,1865,2787.5,3730
2013-05-02,12.1726,12.1435,12.2082,12.1992,8.887,8.62,8.983,9.172,9.865,10.2825,10.58,1.035,1.6725,1.955,2.1575,2.6925,3.055,3.3775,-0.6075,0.3275,0.395,0.45,0.595,0.6775,0.76,1.78,2.9475,3.515,3.9675,4.95,5.665,6.22,-0.245,0.98,1.1925,1.3875,1.8375,2.1225,2.3775,68,320,630,926.25,1835,2797.5,3702.5
2013-05-03,12.073,12.0516,12.1957,12.1721,7.135,8.275,8.71,8.993,9.717,10.175,10.517,0.89,1.6325,1.9225,2.17,2.6675,3.055,3.365,0.2025,0.3275,0.395,0.455,0.5925,0.675,0.755,1.5825,2.8875,3.47,3.9825,4.9125,5.635,6.1925,0.645,0.9725,1.175,1.3875,1.8225,2.0975,2.3575,71.5,323.75,635,945,1865,2795,3700
2013-05-06,12.1086,12.0562,12.1251,12.0719,7.972,8.248,8.583,8.907,9.65,10.125,10.462,0.82,1.5025,1.77,1.9925,2.485,2.93,3.28,0.2225,0.32,0.3875,0.4425,0.5825,0.665,0.7525,1.465,2.665,3.2075,3.6775,4.6125,5.435,6.0625,0.73,0.98,1.185,1.405,1.8475,2.12,2.3775,71,329,627.5,945,1891.5,2812.5,3690
2013-05-07,12.0301,12.0269,12.1285,12.1086,7.907,8.188,8.395,8.827,9.557,10.07,10.448,0.82,1.5,1.7425,1.9875,2.485,2.93,3.28,0.22,0.32,0.3825,0.4425,0.5825,0.67,0.7525,1.475,2.655,3.1525,3.675,4.5925,5.425,6.0525,0.7225,0.9725,1.1675,1.4025,1.8425,2.11,2.3675,71,305,611.5,930,1845,2778.25,3677.5
2013-05-08,11.9771,11.9657,12.0764,12.03,8.345,8.352,8.638,8.965,9.625,10.1325,10.507,0.83,1.4675,1.7525,1.975,2.4825,2.9275,3.2825,0.22,0.3175,0.3875,0.445,0.58,0.67,0.75,1.445,2.6125,3.19,3.66,4.575,5.4075,6.0275,0.725,0.9625,1.18,1.395,1.83,2.1,2.3525,68,306,610,931.25,1830.56,2678.75,3602.5
2013-05-09,11.997,11.9364,12.0497,11.9771,8.618,8.515,8.81,8.975,9.595,10.1,10.427,0.6775,1.33,1.6575,1.8875,2.4525,2.8925,3.275,0.2225,0.31,0.3775,0.435,0.58,0.67,0.755,1.2425,2.365,3.035,3.5225,4.5425,5.37,6.0525,0.7425,0.9825,1.205,1.3975,1.8525,2.13,2.375,67.5,302.5,610,905,1775.75,2637.5,3530
2013-05-10,12.0849,11.9803,12.1695,11.9969,8.727,9.005,9.218,9.375,9.903,10.325,10.637,0.815,1.555,1.7825,2.05,2.5075,2.91,3.265,0.2,0.3075,0.3775,0.445,0.5825,0.65,0.7225,1.455,2.75,3.2275,3.775,4.66,5.385,6.0075,0.645,0.9575,1.1875,1.3975,1.835,2.0475,2.2825,71.5,316.25,620,920,1791.25,2687.5,3590
2013-05-13,12.1649,12.0668,12.1793,12.0825,8.882,8.845,9.04,9.267,9.84,10.2725,10.573,0.9125,1.555,1.7875,2.055,2.5425,2.945,3.3275,0.2275,0.32,0.3875,0.45,0.59,0.67,0.75,1.63,2.735,3.27,3.825,4.7175,5.48,6.1425,0.66,0.98,1.1925,1.415,1.8625,2.0975,2.35,74.5,337.5,615,920,1811.01,2730,3597
2013-05-14,12.1959,12.118,12.2157,12.1649,8.835,8.795,8.885,9.273,9.827,10.24,10.555,0.9275,1.555,1.77,2.065,2.57,2.965,3.34,0.2325,0.3225,0.3775,0.45,0.5925,0.67,0.7525,1.66,2.7475,3.2275,3.8375,4.7575,5.4875,6.1525,0.755,0.985,1.175,1.415,1.8625,2.0975,2.3525,78.5,334.5,626.5,925,1861.09,2745,3600
2013-05-15,12.2029,12.1572,12.2613,12.1961,9.317,9.175,9.253,9.495,9.993,10.3375,10.632,0.8475,1.5725,1.8125,2.085,2.5875,2.9775,3.3475,0.2275,0.32,0.385,0.45,0.5925,0.6675,0.7525,1.525,2.77,3.305,3.885,4.79,5.525,6.1675,0.745,0.9825,1.2,1.415,1.8575,2.0975,2.3575,79,324.5,625,950,1825,2737.5,3650
2013-05-16,12.2768,12.1812,12.2896,12.2029,9.818,9.47,9.685,9.733,10.19,10.505,10.722,0.8375,1.6375,1.8675,2.1,2.6025,3,3.3475,0.1975,0.3225,0.3875,0.4425,0.59,0.6675,0.75,1.53,2.8825,3.42,3.9025,4.82,5.5675,6.185,0.72,0.9775,1.1975,1.3975,1.8575,2.1,2.3525,87.5,327.5,645,915,1815,2737.5,3625
2013-05-17,12.3473,12.265,12.3505,12.2766,8.9,9.538,9.733,9.875,10.283,10.6,10.835,0.8575,1.6525,1.895,2.1375,2.605,2.9975,3.355,0.205,0.32,0.385,0.445,0.59,0.6625,0.7475,1.575,2.9025,3.4475,3.9625,4.82,5.5675,6.195,0.6375,0.9675,1.185,1.405,1.85,2.085,2.335,77.75,327.5,635,915,1815,2737.5,3625
2013-05-20,12.2973,12.2737,12.3543,12.332,8.753,9.292,9.485,9.65,10.095,10.4625,10.715,0.9675,1.6475,1.895,2.155,2.62,3.015,3.38,0.2275,0.3225,0.385,0.455,0.59,0.6675,0.7475,1.765,2.9125,3.465,3.9975,4.84,5.59,6.235,0.7225,0.9725,1.185,1.3975,1.85,2.09,2.34,79.5,352.5,635,920,1815,2737.5,3600
2013-05-21,12.3355,12.2799,12.3926,12.2973,9.558,9.72,9.645,9.96,10.282,10.56,10.817,1.1025,1.905,2.1,2.36,2.7675,3.14,3.4925,0.2475,0.32,0.3875,0.465,0.595,0.675,0.755,2.02,3.3625,3.835,4.37,5.1025,5.81,6.4325,0.765,0.9125,1.1275,1.385,1.8475,2.085,2.3375,81,333.5,642.25,941.5,1843,2762.5,3625
2013-05-22,12.4211,12.2206,12.4481,12.3355,10.705,10.32,10.275,10.398,10.542,10.76,10.965,1.3875,2.24,2.3925,2.6,2.9375,3.26,3.59,0.2875,0.345,0.425,0.495,0.65,0.735,0.83,2.58,3.995,4.375,4.7825,5.43,6.165,6.855,0.895,0.9025,1.175,1.4325,1.96,2.225,2.5175,79.25,332.5,635,940,1855,2737.5,3625
2013-05-23,12.3977,12.3936,12.5391,12.4211,11.775,10.882,10.975,11.04,11.202,11.3,11.405,1.8975,2.6675,2.83,3.03,3.285,3.5325,3.74,0.265,0.3525,0.4275,0.525,0.6525,0.72,0.835,3.4225,4.78,5.1725,5.47,5.955,6.4725,6.87,0.7525,0.8875,1.155,1.4375,1.94,2.19,2.51,79,342.5,655,950,1875.75,2762.5,3650
2013-05-24,12.541,12.3844,12.5606,12.3977,10.507,11.417,11.493,11.575,11.685,11.83,11.958,1.47,2.56,2.7825,2.98,3.4025,3.6225,3.8425,0.27,0.365,0.455,0.54,0.7075,0.785,0.875,2.7525,4.54,5.05,5.4525,6.265,6.8025,7.2475,0.7925,0.95,1.2475,1.5825,2.15,2.425,2.735,86.75,342.5,665,960,1887.5,2812.5,3725
2013-05-27,12.4688,12.4578,12.5443,12.5271,11.427,11.315,11.413,11.485,11.56,11.6675,11.767,1.9175,2.825,2.9525,3.0575,3.39,3.5875,3.715,0.2725,0.37,0.4375,0.495,0.63,0.685,0.745,3.4425,4.92,5.2225,5.445,6.1025,6.5075,6.765,0.575,0.875,1.135,1.3975,1.8625,2.0725,2.3225,86,342.5,665,960,1865,2812.5,3725
2013-05-28,12.6329,12.4375,12.6418,12.4688,11.958,11.775,11.565,11.773,11.855,11.8975,11.987,1.9825,2.4775,2.71,2.98,3.3575,3.65,3.92,0.2825,0.36,0.4375,0.52,0.645,0.7175,0.8,3.6175,4.345,4.8625,5.36,6.08,6.68,7.1925,0.8525,0.9425,1.1825,1.475,1.8975,2.1325,2.395,88.5,340,680,976,1940,2872.75,3808.5
2013-05-29,12.6513,12.5954,12.7447,12.6329,13.403,12.307,12.188,12.233,12.22,12.315,12.398,1.93,2.625,2.8925,3.1125,3.51,3.78,4.0725,0.3225,0.37,0.475,0.5525,0.695,0.78,0.8825,3.56,4.665,5.275,5.6975,6.4825,7.13,7.72,1.0175,0.965,1.28,1.585,2.0425,2.3075,2.5975,84.5,341,690.5,970.25,1932,2880,3834
2013-05-30,12.7868,12.6109,12.8514,12.6512,15.55,13.49,13.382,13.305,13.183,13.295,13.28,2.1025,2.755,3.0825,3.3125,3.66,3.9525,4.2525,-1.7125,0.3675,0.4625,0.53,0.6575,0.7325,0.8075,3.875,4.8575,5.5775,6.0325,6.6725,7.2975,7.8925,-2.135,0.9475,1.205,1.465,1.8775,2.12,2.35,86.5,362.5,717.5,1015,1990,2965,3922.5
2013-05-31,12.8089,12.7439,12.9475,12.7871,15.045,14.52,14.443,14.257,13.968,13.805,13.82,1.85,3.17,3.44,3.6575,4.095,4.2975,4.5775,0.2975,0.385,0.4975,0.595,0.75,0.8225,0.9175,3.4475,5.68,6.335,6.8025,7.64,8.17,8.7175,0.9725,0.9325,1.2925,1.63,2.0625,2.305,2.5825,91.25,380,720,1022.5,2012.5,3005,3985
2013-06-03,12.7418,12.7291,12.873,12.8199,16.597,14.275,14.075,13.827,13.778,13.7175,13.675,2.185,2.835,3.1425,3.3825,3.955,4.2325,4.5025,0.365,0.385,0.485,0.5775,0.7125,0.8025,0.8925,3.94,5.01,5.6775,6.1325,7.1975,7.805,8.3275,1.0475,1.0475,1.3425,1.675,2.065,2.3675,2.6675,91,363.75,710,1025,2025,3012.5,3990
2013-06-04,12.7141,12.6799,12.8,12.7417,14.172,13.208,12.972,13.05,13.09,13.1075,13.138,1.84,2.645,3.015,3.3,3.8425,4.18,4.4575,0.3475,0.375,0.4675,0.56,0.7025,0.7875,0.875,3.315,4.68,5.44,5.99,7.04,7.6925,8.21,1.0175,1.0275,1.2625,1.61,2.0025,2.275,2.5275,90,382.5,705,1017.75,2008.43,2962.5,3902
2013-06-05,12.8562,12.6712,12.8684,12.7141,15.468,13.625,13.413,13.37,13.347,13.3375,13.33,1.7225,2.7275,3.0275,3.3325,3.835,4.18,4.5375,0.3275,0.36,0.4625,0.5425,0.7025,0.805,0.8925,3.1275,4.9125,5.5775,6.2,7.16,7.95,8.69,1.0325,0.9725,1.2725,1.5375,2.0125,2.185,2.2925,94.25,360.5,721.5,1005.5,2015,2912.5,3855
2013-06-06,12.8039,12.7878,12.9366,12.8562,16.115,14,13.858,13.555,13.538,13.56,13.5,1.7875,2.7125,3.0625,3.275,3.8425,4.27,4.6225,-2.79,0.3775,0.47,0.55,0.6975,0.8025,0.8975,3.1275,4.81,5.5525,5.965,7.01,7.885,8.575,-2.4525,1.03,1.295,1.585,2.0125,2.2575,2.4425,102,383.75,750,1015,2015,2987.5,3875
2013-06-07,12.765,12.6703,12.8946,12.8039,13.665,13.83,13.78,13.56,13.47,13.3925,13.43,1.5125,2.645,2.9975,3.25,3.7975,4.195,4.5925,0.3175,0.365,0.4475,0.545,0.685,0.7775,0.8825,2.7225,4.655,5.42,5.9,6.945,7.7625,8.525,0.89,1.0225,1.2725,1.6,1.9975,2.2125,2.4125,105,386.25,730,995,1984.98,2955,3850
2013-06-10,12.9148,12.7467,12.9173,12.7545,15.255,14.158,14.003,13.785,13.682,13.63,13.612,1.745,2.7625,3.0875,3.3125,3.9075,4.285,4.635,0.33,0.375,0.4575,0.55,0.695,0.7925,0.8825,3.11,4.8625,5.585,6.03,7.1375,7.945,8.6125,1.0075,1.025,1.2525,1.5825,1.9825,2.1975,2.395,109.5,391,727.25,1005,2013.5,2955,3900
2013-06-11,12.832,12.7861,13.1061,12.9148,16.285,14.78,14.14,13.99,13.852,13.7875,13.753,1.8425,2.8175,3.0975,3.37,4.065,4.425,4.7475,0.325,0.3975,0.47,0.565,0.725,0.815,0.91,3.2875,4.9775,5.6325,6.1325,7.44,8.195,8.815,1.01,1.11,1.3275,1.6725,2.045,2.265,2.465,110.5,427.5,725,1005,2025.75,3012.5,3930
2013-06-12,12.9314,12.7294,12.9384,12.832,16.313,14.703,14.225,14.055,13.835,13.7575,13.692,1.855,2.99,3.2825,3.57,4.225,4.6,4.8775,0.33,0.3975,0.4775,0.57,0.7375,0.84,0.935,3.385,5.39,6.07,6.67,7.94,8.7525,9.305,0.995,1.0275,1.265,1.5675,1.93,2.1225,2.3075,100,397,702.5,1034.75,2025,3031,3989.5
2013-06-13,12.6273,12.6195,12.96,12.9314,16.405,13.97,13.823,13.67,13.5,13.5525,13.48,1.9325,3.1025,3.38,3.625,4.2875,4.6075,4.755,-2.23,0.425,0.5075,0.6,0.76,0.8525,0.8975,3.5725,5.5825,6.265,6.8125,8.0375,8.745,9.26,-1.895,1.0825,1.3275,1.625,1.97,2.1875,2.3775,99.5,372.5,725,983.5,2004.75,2989.75,3906
2013-06-14,12.7128,12.6038,12.7248,12.6273,14.335,13.778,13.632,13.507,13.46,13.4225,13.38,1.65,3.035,3.365,3.6725,4.32,4.5975,4.945,0.3375,0.41,0.5025,0.585,0.775,0.8525,0.955,3.045,5.455,6.1925,6.825,8.0825,8.76,9.465,0.915,1.065,1.325,1.5875,1.98,2.1025,2.1825,94.5,356.25,700,975,1980,3002.5,3900
2013-06-17,12.8361,12.6505,12.8796,12.7055,16.5,14.03,13.763,13.542,13.47,13.43,13.41,1.89,3.0225,3.335,3.615,4.2825,4.575,4.7025,0.315,0.4225,0.5,0.6,0.7625,0.85,0.8875,3.465,5.465,6.1625,6.76,8.05,8.6975,9.19,1.0175,1.09,1.3125,1.6225,1.98,2.1925,2.4075,90.75,355.25,672.5,976.5,1968,2940,3921
2013-06-18,12.8955,12.8113,12.9438,12.8361,17.757,14.305,13.657,13.528,13.435,13.415,13.405,2.015,3.0875,3.34,3.695,4.32,4.6275,4.9675,0.33,0.4125,0.4925,0.5875,0.775,0.86,0.96,3.785,5.55,6.1625,6.875,8.0825,8.8225,9.51,1.0025,1.0675,1.29,1.585,1.98,2.095,2.17,90.5,376.25,700,1010,2021.25,3012.5,3975
2013-06-19,13.2452,12.8182,13.246,12.8955,20.722,16.278,15.41,14.915,14.507,14.42,14.377,2.09,3.425,3.72,3.93,4.4525,4.675,5.0275,0.295,0.4025,0.5075,0.5875,0.7525,0.83,0.9225,3.8775,6.075,6.815,7.2275,8.2425,8.91,9.6375,1.015,1.1525,1.365,1.6375,2.045,2.1825,2.27,94,360,680,1025,2095,3125,4035.75
