Fecha,"EURMXN Curncy PX_LAST","EURMXN Curncy PX_LOW","EURMXN Curncy PX_HIGH","EURMXN Curncy PX_OPEN","EURMXNV1W Curncy PX_LAST","EURMXNV1M Curncy PX_LAST","EURMXNV2M Curncy PX_LAST","EURMXNV3M Curncy PX_LAST","EURMXNV6M Curncy PX_LAST","EURMXNV9M Curncy PX_LAST","EURMXNV1Y Curncy PX_LAST","EURMXN25R1W Curncy PX_LAST","EURMXN25R1M Curncy PX_LAST","EURMXN25R2M Curncy PX_LAST","EURMXN25R3M Curncy PX_LAST","EURMXN25R6M Curncy PX_LAST","EURMXN25R9M Curncy PX_LAST","EURMXN25R1Y Curncy PX_LAST","EURMXN25B1W Curncy PX_LAST","EURMXN25B1M Curncy PX_LAST","EURMXN25B2M Curncy PX_LAST","EURMXN25B3M Curncy PX_LAST","EURMXN25B6M Curncy PX_LAST","EURMXN25B9M Curncy PX_LAST","EURMXN25B1Y Curncy PX_LAST","EURMXN10R1W Curncy PX_LAST","EURMXN10R1M Curncy PX_LAST","EURMXN10R2M Curncy PX_LAST","EURMXN10R3M Curncy PX_LAST","EURMXN10R6M Curncy PX_LAST","EURMXN10R9M Curncy PX_LAST","EURMXN10R1Y Curncy PX_LAST","EURMXN10B1W Curncy PX_LAST","EURMXN10B1M Curncy PX_LAST","EURMXN10B2M Curncy PX_LAST","EURMXN10B3M Curncy PX_LAST","EURMXN10B6M Curncy PX_LAST","EURMXN10B9M Curncy PX_LAST","EURMXN10B1Y Curncy PX_LAST","EURMXN1W Curncy PX_LAST","EURMXN1M Curncy PX_LAST","EURMXN2M Curncy PX_LAST","EURMXN3M Curncy PX_LAST","EURMXN6M Curncy PX_LAST","EURMXN9M Curncy PX_LAST","EURMXN12M Curncy PX_LAST"
2010-09-23,16.8531,16.8206,16.9468,16.9297,11.927,11.523,11.988,12.35,12.863,12.945,13.16,1.74,2.3375,3.295,4.1675,5.135,5.5875,5.6875,0.335,0.4225,0.5425,0.7475,0.895,1.0025,1.12,NULL,4.3,6.105,7.7275,9.555,10.435,10.5225,1.0375,1.2675,1.5975,2.0675,2.38,2.64,2.8775,98.112,210.3629,940.0553,1433.771,2893.1336,4371.5747,5955.612
2010-09-24,16.9194,16.81,16.9445,16.8523,11.525,11.425,11.962,12.3,12.837,12.9225,13.138,1.7425,2.3375,3.3,4.1675,5.135,5.59,5.6875,0.335,0.4175,0.54,0.7475,0.895,1.0025,1.12,NULL,4.305,6.1125,7.7275,9.555,10.435,10.5225,1.035,1.25,1.59,2.0675,2.38,2.64,2.88,85.0505,425.6872,931.2377,1450.5589,2911.4464,4447.0747,6056.3542
2010-09-27,16.9266,16.8016,16.9308,16.9041,11.65,11.632,12.023,12.26,12.833,12.9225,13.138,1.405,2.0225,2.9875,4.1125,5.27,5.595,5.6875,0.3375,0.4175,0.5325,0.7425,0.895,1,1.12,2.4525,3.725,5.5325,7.6275,9.805,10.445,10.5225,1.0475,1.2575,1.585,2.0525,2.375,2.64,2.8775,74.998,416.721,916.8994,1424.3306,2882.3622,4389.024,5962.9636
2010-09-28,16.9822,16.8308,16.9937,16.9266,12.03,11.983,12.262,12.41,12.923,13.035,13.26,1.615,2.1575,3.035,4.1175,5.3275,5.6625,5.775,0.35,0.4275,0.5375,0.7425,0.895,1.0025,1.125,2.8275,3.975,5.6225,7.6325,9.915,10.575,10.6825,1.085,1.28,1.595,2.0525,2.36,2.635,2.8875,59.5594,378.1669,896.3127,1413.5213,2875.4549,4382.4771,5950.1863
2010-09-29,17.0866,16.912,17.1064,16.9824,11.823,12.003,12.195,12.438,12.932,13.0475,13.275,1.6625,2.2975,3.275,4.1375,5.3275,5.6625,5.775,0.36,0.475,0.58,0.7425,0.895,1.0025,1.1275,2.9075,4.23,6.065,7.6725,9.915,10.575,10.685,1.1575,1.285,1.59,2.0525,2.3625,2.635,2.885,62.0315,381.6706,895.529,1447.3903,2866.5252,4337.8482,5907.8034
2010-09-30,17.1716,16.9837,17.2299,17.0866,11.91,11.9,12.247,12.46,13.007,13.065,13.257,1.75,2.42,3.2225,4.1125,5.315,5.655,5.775,0.3625,0.4775,0.5825,0.7475,0.91,1.01,1.13,3.0625,4.4575,5.9725,7.625,9.8925,10.5625,10.685,1.1775,1.2825,1.6025,2.0675,2.4075,2.665,2.9075,65.6423,362.252,857.4176,1346.1665,2755.1685,4253.229,5735.7722
2010-10-01,17.275,17.0797,17.3087,17.1716,12.262,11.833,12.267,12.452,13.007,13.105,13.32,1.75,2.42,3.225,4.1125,5.315,5.655,5.77,0.3775,0.4775,0.5825,0.745,0.91,1.015,1.135,3.0625,4.4575,5.9725,7.625,9.8925,10.5625,10.685,1.235,1.2825,1.6025,2.0625,2.4075,2.6675,2.9075,63.0097,366.3442,839.7438,1327.1453,2751.0977,4265.395,5903.7722
2010-10-04,17.2331,17.1591,17.3369,17.2849,11.722,12.097,12.387,12.51,13.212,13.205,13.36,1.8375,2.3725,3.2175,4.1075,5.31,5.6525,5.775,0.3675,0.4775,0.59,0.7475,0.925,1.02,1.135,3.215,4.3675,5.9575,7.615,9.8875,10.5575,10.6825,1.195,1.29,1.625,2.0675,2.4525,2.6825,2.9125,50.6245,368.688,825.9238,1334.0787,2740.5887,4216.2739,5816.4968
2010-10-05,17.2627,17.2105,17.3493,17.2331,11.602,12.262,12.653,12.73,13.337,13.34,13.5,1.75,2.2775,3.2225,4.1125,5.29,5.6425,5.775,0.3575,0.475,0.595,0.75,0.9275,1.02,1.14,3.0625,4.1925,5.9725,7.625,9.8475,10.5375,10.685,1.1675,1.28,1.6325,2.0775,2.4525,2.6875,2.9175,60.3989,329.5536,793.5538,1315.2543,2739.4207,4221.4302,5846.4226
2010-10-06,17.3795,17.2065,17.404,17.2627,12.24,12.298,12.592,12.85,13.438,13.465,13.64,1.75,2.2775,3.2225,4.1125,5.29,5.6425,NULL,0.3625,0.4725,0.585,0.745,0.9175,1.025,1.14,3.0625,4.1925,5.9725,7.625,9.8475,10.5375,NULL,1.1775,1.2775,1.6025,2.0575,2.4175,2.6875,2.9125,69.349,346.9528,799.405,1323.4025,2709.3768,4171.8247,5849.2155
2010-10-07,17.4779,17.3383,17.4961,17.3795,12.765,12.733,12.983,13.14,13.548,13.57,13.745,1.75,2.2775,3.2225,4.1125,5.29,5.6425,NULL,0.3525,0.475,0.5875,0.745,0.9175,1.025,1.14,3.0625,4.1925,5.97,7.625,9.8475,10.5375,NULL,1.1475,1.2775,1.605,2.0575,2.42,2.6875,2.9125,51.8436,319.7122,789.5497,1273.4909,2613.9874,4075.3862,5710.9772
2010-10-08,17.2988,17.2461,17.5583,17.4779,12.28,12.378,12.727,13.007,13.568,13.545,13.685,1.75,2.2775,3.325,4.1125,5.29,5.64,NULL,0.3525,0.48,0.5975,0.7625,0.9425,1.045,1.155,3.0625,4.1925,6.1575,7.625,9.8475,10.5375,NULL,1.14,1.2975,1.6325,2.1075,2.5,2.75,2.9625,49.8415,323.9843,708.4066,1183.1834,2456.7898,3865.6152,5504.0417
2010-10-11,17.2799,17.2347,17.3974,17.3631,11.4,12.163,12.565,12.795,13.462,13.445,13.587,1.75,2.2775,3.325,4.1125,5.29,5.64,NULL,0.3425,0.475,0.5925,0.7575,0.945,1.04,1.155,3.0625,4.1925,6.1575,7.625,9.8475,10.5375,NULL,1.12,1.2825,1.6225,2.0975,2.5075,2.7525,2.9625,51.8461,317.9142,693.4248,1183.6327,2603.3746,4036.2329,5488.7897
2010-10-12,17.2736,17.187,17.3106,17.2799,11.727,12.087,12.542,12.827,13.538,13.53,13.677,1.4,1.8025,3.07,3.8375,4.975,5.3375,5.5,0.3325,0.4625,0.59,0.755,0.9375,1.035,1.145,2.45,3.3225,5.6875,7.115,9.2575,9.9725,10.175,1.09,1.26,1.6275,2.0975,2.5075,2.7525,2.9675,39.1765,292.7105,648.2425,1099.1417,2323.5042,3698.6142,5295.0866
2010-10-13,17.2893,17.2298,17.3508,17.2736,11.283,11.913,12.382,12.765,13.517,13.5,13.64,1.3125,1.71,3.12,4.1475,5.2675,5.5225,5.77,0.3375,0.46,0.59,0.76,0.955,1.045,1.165,2.2975,3.1475,5.7825,7.695,9.8025,10.3175,10.6725,1.1,1.2575,1.6225,2.1025,2.5425,2.7775,2.9925,16.1555,225.9881,569.4819,1000.2286,2150.2273,3554.2875,5163.6041
2010-10-14,17.4802,17.278,17.5311,17.2893,12.762,12.528,12.858,13.163,13.863,13.805,13.92,1.445,1.8975,3.13,4.0375,4.9975,5.33,5.66,0.39,0.5,0.615,0.7875,0.975,1.065,1.185,2.5275,3.495,5.7975,7.485,9.3075,9.9625,10.4725,1.2775,1.3575,1.695,2.1875,2.615,2.8475,3.0625,43.7438,317.4538,707.634,1099.4944,2350.7522,3783.2334,5343.901
2010-10-15,17.3798,17.3362,17.5252,17.4802,12.233,12.238,12.702,12.985,13.887,13.82,13.923,1.445,1.8975,3.12,4.0375,4.9975,5.3275,5.66,0.3775,0.4875,0.6125,0.78,0.9775,1.07,1.1875,2.5275,3.495,5.7825,7.485,9.3075,9.96,10.4725,1.2325,1.3225,1.6875,2.1625,2.6225,2.8575,3.0725,61.2177,416.8382,825.8476,1188.8467,2440.4554,3857.4375,5387.0045
2010-10-18,17.2946,17.2563,17.4395,17.3863,12.595,12.542,12.892,13.14,13.927,13.87,13.983,1.445,1.8975,3.12,4.0375,4.9975,5.3275,5.66,0.3825,0.4875,0.6125,0.78,0.9775,1.07,1.19,2.5275,3.495,5.7825,7.485,9.3075,9.96,10.4725,1.25,1.3275,1.6875,2.1675,2.6225,2.8575,3.0725,77.622,436.7502,832.1054,1230.2165,2440.1292,3753.5595,5230.5241
2010-10-19,17.1911,17.1524,17.3678,17.2946,12.73,12.858,13.115,13.485,14.113,14.085,14.212,1.2425,1.67,2.9675,4.035,4.9375,5.2975,5.66,0.3975,0.505,0.6225,0.81,0.9875,1.085,1.21,2.175,3.0775,5.4975,7.485,9.1925,9.9025,10.4725,1.3025,1.3825,1.7175,2.2525,2.65,2.9025,3.1375,86.9319,431.4802,839.1937,1231.2733,2523.1595,3722.5371,5119.9908
2010-10-20,17.3101,17.1646,17.347,17.1911,12.445,12.833,13.038,13.432,13.983,13.99,14.138,1.4,2.0875,3.0175,4.0925,5.115,5.4575,5.8025,0.3775,0.5075,0.62,0.81,0.985,1.085,1.215,2.45,3.8425,5.5925,7.59,9.5275,10.2025,10.7325,1.24,1.3825,1.7125,2.2475,2.6375,2.8975,3.1275,75.9077,370.8805,764.6883,1186.558,2357.7818,3468.2402,4838.1764
2010-10-21,17.2488,17.2329,17.3921,17.3101,12.41,12.608,12.967,13.307,13.908,13.89,14.025,1.4,2.0875,3.0175,4.0925,5.115,5.455,5.8025,0.3675,0.5025,0.6225,0.805,0.9825,1.08,1.205,2.45,3.8425,5.5925,7.59,9.5275,10.2025,10.7325,1.1975,1.36,1.7175,2.2275,2.6275,2.8775,3.1075,85.0281,393.7526,786.7282,1159.6209,2346.5755,3602.0302,4962.0846
2010-10-22,17.2143,17.1896,17.3034,17.2488,12.11,12.448,12.932,13.185,13.882,13.895,14.048,1.355,1.9925,2.9675,4.0925,5.115,5.455,5.8025,0.3575,0.4925,0.6175,0.7925,0.9775,1.08,1.2075,2.3725,3.67,5.4975,7.5875,9.5275,10.2025,10.7325,1.17,1.3375,1.705,2.1975,2.6175,2.8775,3.1075,92.3709,346.1979,757.2705,1135.0189,2264.1431,3464.724,4738.5592
2010-10-25,17.2586,17.1862,17.3187,17.224,11.875,12.497,12.882,13.198,13.847,13.8625,14.015,1.27,1.8025,2.865,4.08,5.1075,5.4525,5.8,0.365,0.4925,0.6075,0.7925,0.9775,1.08,1.205,2.22,3.3225,5.3075,7.5675,9.5075,10.195,10.73,1.195,1.3375,1.6825,2.1975,2.6175,2.8725,3.1075,57.8995,317.7244,657.122,1034.9464,2094.1267,3335.4901,4607.0338
2010-10-26,17.203,17.1526,17.2796,17.2586,11.677,12.507,12.813,13.14,13.827,13.82,13.965,1.27,1.8025,2.865,4.0925,5.115,5.4575,5.8025,0.3425,0.4825,0.5975,0.785,0.9675,1.065,1.1925,2.22,3.3225,5.3075,7.59,9.5275,10.2025,10.7325,1.115,1.3175,1.655,2.1725,2.5825,2.8375,3.0675,52.7798,277.9434,609.3151,984.8914,2008.1539,3247.1566,4464.2154
2010-10-27,17.1431,17.1315,17.2255,17.203,12.545,12.637,12.898,13.302,13.903,13.915,14.073,1.485,1.85,2.865,4.0925,5.115,5.455,5.8025,0.3575,0.4825,0.6,0.78,0.9625,1.06,1.19,2.6025,3.4075,5.3075,7.59,9.5275,10.2025,10.7325,1.1725,1.3125,1.6575,2.1625,2.5675,2.82,3.05,74.7193,342.6421,683.309,1022.7122,2046.2847,3231.0526,4557.1607
2010-10-28,17.2203,17.1386,17.2892,17.1431,14.452,12.488,12.923,13.313,13.908,13.905,14.05,1.395,1.8975,2.915,4.1625,5.175,5.4875,NULL,0.4175,0.4825,0.6,0.7825,0.965,1.065,1.19,2.6025,3.495,5.4025,7.59,9.6375,10.2575,NULL,1.36,1.3125,1.6575,2.1625,2.57,2.8225,3.0475,74.8055,314.2399,652.2827,973.5809,1988.0799,3183.6776,4487.397
2010-10-29,17.2168,17.1032,17.2648,17.2203,15.012,12.507,12.798,13.13,13.762,13.79,13.96,1.4875,1.9,2.865,4.0975,5.175,5.485,NULL,0.365,0.48,0.5925,0.77,0.95,1.05,1.1775,2.6025,3.4975,5.3075,7.5975,9.6375,10.2575,NULL,1.19,1.3025,1.64,2.1325,2.5225,2.7875,3.0175,73.2355,280.6131,593.1429,940.837,1970.4719,3093.9345,4507.1041
2010-11-01,17.1399,17.1243,17.3018,17.218,14.45,12.313,12.292,12.895,13.458,13.665,13.94,1.5,1.905,2.8125,4.0925,5.265,5.5325,NULL,0.3725,0.4775,0.5875,0.77,0.9475,1.05,1.1775,2.6325,3.52,5.2125,7.59,9.8025,10.345,NULL,1.21,1.3,1.635,2.1275,2.5225,2.7875,3.0175,69.0461,278.1822,541.0497,914.1599,1905.4878,3107.7596,4378.688
2010-11-02,17.2509,17.1259,17.2876,17.1399,14.165,12.148,12.185,12.78,13.253,13.495,13.788,1.485,1.85,2.7625,3.9525,5.1925,5.4875,5.7825,0.3725,0.48,0.585,0.7625,0.935,1.04,1.165,2.5975,3.4075,5.1175,7.33,9.6725,10.2575,10.6975,1.21,1.305,1.625,2.12,2.4975,2.7575,2.9925,56.5339,261.8503,529.348,876.1825,1885.3539,3117.2792,4350.9517
2010-11-03,17.3156,17.1873,17.38,17.2509,12.208,11.488,11.417,12.32,12.938,13.185,13.485,1.4875,1.85,2.7625,3.95,5.1925,5.4875,5.7825,0.35,0.4625,0.5675,0.74,0.9225,1.025,1.155,2.6025,3.4075,5.1175,7.33,9.6725,10.2575,10.6975,1.145,1.265,1.5825,2.0625,2.4675,2.73,2.9625,59.0175,244.079,500.0715,869.9131,1887.5797,3096.7699,4437.024
2010-11-04,17.3807,17.2835,17.4497,17.3149,10.895,10.878,11.467,12.083,12.653,12.915,13.218,1.485,1.755,2.5325,3.86,5.085,5.4175,5.7575,0.3175,0.4425,0.555,0.715,0.9075,1.02,1.16,2.5975,3.2325,4.6925,7.16,9.4725,10.1325,10.65,1.0375,1.2125,1.59,2.1125,2.595,2.955,3.3325,67.1705,250.2111,530.4045,873.077,1956.0762,3063.4049,4252.5786
2010-11-05,17.1243,17.1124,17.4344,17.3807,11.573,11.288,11.882,12.32,12.842,13.0775,13.375,1.49,1.785,2.7575,3.8425,4.98,5.4175,5.6425,0.2975,0.4375,0.56,0.7025,0.9,1.02,1.155,2.61,3.2825,5.1075,7.13,9.2725,10.1325,10.44,0.97,1.195,1.59,2.0725,2.5725,2.945,3.3225,60.5725,255.2147,557.9068,917.0089,1984.8093,3196.9452,4358.5201
2010-11-08,17.0185,16.9925,17.1911,17.1103,11.438,11.483,11.997,12.51,12.977,13.235,13.438,1.49,1.7875,2.79,3.8825,5.02,5.4375,5.6425,0.3175,0.44,0.56,0.715,0.905,1.025,1.155,2.6125,3.2925,5.1675,7.205,9.3475,10.1725,10.44,1.0325,1.2025,1.5925,2.1075,2.5825,2.9525,3.3325,58.7744,275.5307,612.819,974.5808,2101.1399,3305.6967,4622.149
2010-11-09,16.9444,16.8909,17.0495,17.0185,11.358,11.63,11.955,12.673,12.925,13.295,13.577,1.5325,1.785,2.895,3.89,4.9775,5.1125,5.4175,0.3,0.4325,0.5525,0.71,0.8875,1,1.14,2.68,3.2875,5.3625,7.215,9.27,9.5625,10.0225,0.9775,1.1875,1.57,2.0975,2.5275,2.9025,3.2975,62.1526,279.0031,602.2746,961.9978,2084.0715,3290.9132,4663.3638
2010-11-10,16.8406,16.8006,16.9797,16.9444,11.938,11.78,12.095,12.82,13.145,13.4625,13.702,1.3975,1.735,2.84,3.87,4.9375,5.045,5.3225,0.31,0.4375,0.5525,0.71,0.895,1,1.1375,2.45,3.195,5.26,7.1825,9.195,9.4375,9.845,1.0125,1.195,1.565,2.095,2.55,2.9075,3.2925,67.9222,264.9875,589.5288,909.9671,2088.0647,3218.8222,4671.6119
2010-11-11,16.7591,16.7239,16.9094,16.8406,12.173,11.56,12.215,12.81,13.208,13.5225,13.757,1.4425,1.735,2.7875,3.67,4.875,4.9375,5.2125,0.3225,0.4375,0.56,0.71,0.895,0.9975,1.1325,2.525,3.1925,5.165,6.81,9.075,9.2375,9.64,1.0475,1.2,1.59,2.095,2.5525,2.9075,3.2925,74.6633,273.6142,596.0368,932.5981,2099.2634,3342.7289,4559.6587
2010-11-12,16.9023,16.6842,16.9297,16.7591,12.132,11.79,12.14,12.765,13.203,13.4825,13.682,1.4425,1.71,2.7025,3.57,4.81,4.9375,5.2125,0.3125,0.4825,0.5675,0.72,0.9025,1.005,1.1375,2.525,3.1475,5.0075,6.625,8.9575,9.2375,9.64,1.0225,1.33,1.61,2.1425,2.585,2.9375,3.3075,69.4372,281.0678,601.6143,942.0682,2111.6687,3344.6933,4815.4283
2010-11-15,16.7058,16.6711,16.9623,16.876,12.253,12.005,12.265,12.785,13.278,13.5275,13.708,1.5325,1.725,2.7625,3.5925,4.85,4.975,5.2525,0.3375,0.4575,0.5725,0.72,0.91,1.0125,1.1425,2.68,3.1475,5.1175,6.665,9.03,9.31,9.7175,1.0975,1.2575,1.6225,2.1375,2.61,2.955,3.3225,60.7555,289.2996,610.4949,951.4023,2105.2503,3359.349,4643.5357
2010-11-16,16.7516,16.6576,16.8757,16.7201,11.747,12.015,12.325,12.888,13.445,13.6975,13.88,2.0125,2.31,3.0975,3.7425,5.005,5.1275,5.405,0.3925,0.4975,0.6025,0.75,0.945,1.045,1.1775,3.52,4.255,5.7375,6.94,9.325,9.5975,10,1.275,1.3575,1.705,2.2275,2.7025,3.0525,3.4225,101.3579,324.323,632.173,980.1776,2157.2737,3482.1181,4718.3599
2010-11-17,16.7338,16.71,16.7981,16.7513,10.775,11.75,12.012,12.76,13.18,13.4775,13.693,2.0125,2.265,3.0975,3.74,5.005,5.1275,5.405,0.345,0.4875,0.5875,0.745,0.9275,1.0325,1.1675,3.52,4.17,5.7375,6.94,9.325,9.5975,10,1.12,1.3325,1.665,2.21,2.65,3.0075,3.3925,93.0518,347.3872,681.1779,1045.8723,2220.9968,3549.0702,4830.7252
2010-11-18,16.7423,16.7069,16.8196,16.7338,10.898,11.185,11.798,12.403,12.96,13.265,13.507,2.0125,2.125,2.6925,3.66,4.7275,5.185,5.2525,0.325,0.4625,0.5675,0.725,0.905,1.0225,1.1425,3.52,3.9125,4.99,6.785,8.805,9.7025,9.72,1.0575,1.2625,1.62,2.1575,2.61,2.9725,3.3375,104.1648,397.0872,797.4676,1127.2732,2425.1885,3750.8305,5046.5631
2010-11-19,16.763,16.7147,16.862,16.7423,10.645,11.118,11.74,12.215,12.962,13.29,13.545,1.8825,2.38,2.6725,3.71,4.5275,4.9925,5.085,0.305,0.4625,0.565,0.7125,0.895,1.01,1.135,3.2925,4.3825,4.95,6.8825,8.4325,9.3425,9.4075,0.9925,1.2575,1.6075,2.115,2.5875,2.9575,3.3225,104.7717,414.6631,805.8443,1188.1171,2558.3768,3915.3769,5293.1041
2010-11-22,16.7617,16.7325,16.8891,16.8119,10.515,11.128,11.715,12.18,12.958,13.295,13.56,1.7925,2.31,2.6475,3.76,4.53,4.9925,5.085,0.2825,0.4425,0.56,0.7025,0.8925,1.01,1.135,3.14,4.2525,4.9025,6.975,8.4375,9.3425,9.4075,0.9175,1.2,1.595,2.085,2.585,2.9575,3.3225,108.9383,412.4267,823.6268,1178.5556,2560.8245,4003.5925,5468.569
2010-11-23,16.6773,16.6597,16.7815,16.7617,12.085,11.548,12.09,12.545,13.158,13.565,13.872,1.9675,2.45,2.7125,3.6625,4.535,4.8525,5.095,0.3475,0.4775,0.57,0.7275,0.9075,1.02,1.155,3.445,4.5075,5.0275,6.7925,8.4475,9.0775,9.4275,1.1275,1.2975,1.6225,2.165,2.63,3.0025,3.3875,108.727,446.4476,840.6612,1272.8247,2695.4132,4229.7818,5720.3991
2010-11-24,16.5005,16.464,16.7322,16.6773,11.905,11.333,11.88,12.515,13.113,13.52,13.82,1.9675,2.45,2.7125,3.6625,4.535,4.8525,5.095,0.3425,0.4775,0.57,0.7275,0.9075,1.02,1.155,3.445,4.5075,5.0275,6.7925,8.4475,9.0775,9.4275,NULL,1.2975,1.6225,2.165,2.6275,3.0025,3.3875,101.8823,419.7201,853.8667,1229.1641,2693.1546,4126.6611,5680.7702
2010-11-25,16.5299,16.4419,16.5824,16.5005,11.483,11.073,12,12.51,13.073,13.5,13.818,1.9625,2.445,2.7125,3.66,4.535,4.8525,5.095,0.33,0.7225,0.5575,0.7075,0.8925,1.01,1.145,3.445,4.5075,5.0275,6.7925,8.4475,9.0775,9.4275,1.0725,2.1025,1.585,2.3875,2.5775,2.96,3.3525,104.5413,424.3307,866.9055,1231.0105,2712.1414,4218.856,5681.7565
2010-11-26,16.5371,16.4573,16.593,16.5299,12.42,11.202,12.155,12.635,13.158,13.57,13.88,1.9675,2.45,2.7125,3.6625,4.535,4.8525,5.095,0.3125,0.4575,0.55,0.7025,0.8925,1.01,1.1475,3.445,4.5075,5.0275,6.7925,8.4475,9.0775,9.4275,1.0225,1.2425,1.5525,2.1,2.58,2.9625,3.3525,107.8614,471.9658,930.5065,1313.0171,2806.7796,4360.5533,6076.2429
2010-11-29,16.4009,16.3772,16.677,16.5776,14.063,12.327,13.26,13.58,13.88,14.275,14.57,2.1875,2.54,2.7975,3.76,4.64,4.96,5.2075,0.3575,0.465,0.59,0.7525,0.9225,1.05,1.195,3.8275,4.6775,5.1875,6.9725,8.6375,9.28,9.635,1.1575,1.2525,1.6725,2.225,2.65,3.0575,3.475,106.4127,469.0185,902.9669,1303.5469,2748.1038,4253.5122,5787.1023
2010-11-30,16.2112,16.1941,16.4241,16.4009,12.875,11.823,12.483,12.93,13.642,14.005,14.27,1.7475,1.9225,2.6325,3.72,4.4325,4.8525,5.2075,0.3575,0.4725,0.585,0.7475,0.915,1.04,1.19,3.0625,3.5425,4.8825,6.9025,8.2575,9.0775,9.635,1.1625,1.2925,1.67,2.22,2.65,3.0525,3.47,93.3402,417.9728,835.6476,1210.7133,2703.8414,4298.5962,5890.8269
2010-12-01,16.2922,16.1896,16.3238,16.2112,11.63,11.087,11.778,12.317,13.128,13.54,13.845,1.6425,1.8,2.5325,3.5275,4.33,4.7425,5.095,0.3325,0.4575,0.56,0.7125,0.8875,1.01,1.155,2.88,3.3175,4.6975,6.5425,8.0625,8.875,9.4275,1.0875,1.2575,1.605,2.125,2.5825,2.9775,3.3875,73.6712,359.6387,744.7812,1124.294,2576.9822,4203.1802,5780.5495
2010-12-02,16.2823,16.2004,16.371,16.2922,10.68,10.597,11.605,12.005,13.007,13.4075,13.705,1.6075,1.7475,2.4325,3.3825,4.175,4.5675,4.9,0.3275,0.4425,0.5525,0.7025,0.8725,0.99,1.13,2.8175,3.2175,4.5125,6.275,7.7775,8.5475,9.065,1.0625,1.2175,1.585,2.1,2.5425,2.9325,3.3375,70.7509,357.0492,736.5778,1060.3801,2520.0679,4086.3535,5703.4089
2010-12-03,16.545,16.2656,16.5734,16.2823,10.325,10.173,11.11,11.495,12.682,13.1,13.413,1.6075,1.7475,2.4325,3.355,4.345,4.69,4.9675,0.3075,0.425,0.535,0.6825,0.865,0.985,1.125,2.8175,3.2175,4.5075,6.2225,8.0925,8.7725,9.19,1.0025,1.1625,1.54,2.04,2.5125,2.9075,3.3075,82.3951,348.1488,727.9508,1057.8259,2443.5979,4066.2905,5637.2819
2010-12-06,16.4587,16.4052,16.5714,16.5512,10,10.392,11.325,11.795,12.648,13.12,13.47,1.5025,1.7125,2.4325,3.3825,4.38,4.7175,4.985,0.2925,0.425,0.54,0.6825,0.865,0.985,1.12,2.635,3.155,4.5125,6.275,8.16,8.825,9.22,0.9575,1.1675,1.55,2.045,2.5125,2.8975,3.2925,78.8344,346.7836,675.4974,1010.3071,2415.7898,3948.5095,5513.1667
2010-12-07,16.5689,16.4243,16.5994,16.4587,9.997,10.222,11.017,11.542,12.493,12.925,13.245,1.5025,1.73,2.5125,3.4,4.38,4.7175,4.9825,0.2875,0.4175,0.535,0.6825,0.865,0.98,1.115,2.635,3.1875,4.6525,6.3075,8.16,8.8275,9.22,0.9425,1.145,1.5325,2.0375,2.5175,2.9,3.2825,77.2526,331.8157,648.5581,970.105,2348.8697,3931.0818,5651.1999
2010-12-08,16.4476,16.44,16.5834,16.5689,11.028,10.243,11.2,11.862,12.743,13.175,13.495,1.5025,1.8175,2.5725,3.4975,4.405,4.7375,5,0.3125,0.42,0.545,0.6925,0.885,1,1.13,2.635,3.3475,4.7675,6.4875,8.2075,8.8675,9.2525,1.0225,1.155,1.5575,2.075,2.5725,2.945,3.3225,91.8787,338.5716,653.4932,961.7379,2302.532,3928.5918,5529.905
2010-12-09,16.5159,16.3781,16.5419,16.4475,10.132,10.318,11.285,11.87,12.827,13.195,13.557,1.5025,1.8175,2.5725,3.5175,4.405,4.6525,4.9325,0.32,0.43,0.55,0.7075,0.8925,1,1.13,2.635,3.3475,4.7675,6.5275,8.2075,8.7025,9.1275,1.0475,1.1775,1.5725,2.115,2.5925,2.9525,3.3275,90.9821,318.8745,636.6029,925.0284,2257.2124,3768.5268,5567.3639
2010-12-10,16.4717,16.4405,16.5593,16.5159,9.97,10.063,11.108,11.745,12.717,13.11,13.483,1.5025,1.8175,2.5725,3.52,4.405,4.6525,4.9325,0.3,0.425,0.55,0.7025,0.8975,1.005,1.135,2.635,3.3475,4.7675,6.5275,8.2075,8.7025,9.1275,0.9775,1.1675,1.57,2.1075,2.6175,2.9725,3.3425,94.1503,360.4643,681.4159,969.7405,2302.6067,3854.853,5500.7038
2010-12-13,16.6076,16.4151,16.6317,16.4841,9.725,10.042,11.02,11.7,12.708,13.07,13.42,1.5025,1.8175,2.5725,3.52,4.405,4.6525,4.9325,0.2975,0.4225,0.545,0.7025,0.8975,1,1.13,2.635,3.3475,4.7675,6.5275,8.2075,8.7025,9.1275,0.9775,1.1575,1.5625,2.11,2.6125,2.9675,3.3375,92.0451,379.9884,687.0081,978.2032,2320.2361,3907.8371,5538.444
2010-12-14,16.5727,16.5307,16.6952,16.6076,9.882,10.212,11.06,11.855,12.802,13.15,13.487,1.5025,1.8175,2.5725,3.52,4.405,4.65,4.9325,0.2875,0.4175,0.54,0.7025,0.8975,1,1.13,2.635,3.3475,4.7675,6.5275,8.2075,8.7025,9.1275,0.9425,1.1425,1.54,2.1,2.6125,2.9675,3.3375,89.1028,351.0787,658.6456,948.7555,2281.1653,3964.8869,5588.4577
