Fecha,"EURMXN Curncy PX_LAST","EURMXN Curncy PX_LOW","EURMXN Curncy PX_HIGH","EURMXN Curncy PX_OPEN","EURMXNV1W Curncy PX_LAST","EURMXNV1M Curncy PX_LAST","EURMXNV2M Curncy PX_LAST","EURMXNV3M Curncy PX_LAST","EURMXNV6M Curncy PX_LAST","EURMXNV9M Curncy PX_LAST","EURMXNV1Y Curncy PX_LAST","EURMXN25R1W Curncy PX_LAST","EURMXN25R1M Curncy PX_LAST","EURMXN25R2M Curncy PX_LAST","EURMXN25R3M Curncy PX_LAST","EURMXN25R6M Curncy PX_LAST","EURMXN25R9M Curncy PX_LAST","EURMXN25R1Y Curncy PX_LAST","EURMXN25B1W Curncy PX_LAST","EURMXN25B1M Curncy PX_LAST","EURMXN25B2M Curncy PX_LAST","EURMXN25B3M Curncy PX_LAST","EURMXN25B6M Curncy PX_LAST","EURMXN25B9M Curncy PX_LAST","EURMXN25B1Y Curncy PX_LAST","EURMXN10R1W Curncy PX_LAST","EURMXN10R1M Curncy PX_LAST","EURMXN10R2M Curncy PX_LAST","EURMXN10R3M Curncy PX_LAST","EURMXN10R6M Curncy PX_LAST","EURMXN10R9M Curncy PX_LAST","EURMXN10R1Y Curncy PX_LAST","EURMXN10B1W Curncy PX_LAST","EURMXN10B1M Curncy PX_LAST","EURMXN10B2M Curncy PX_LAST","EURMXN10B3M Curncy PX_LAST","EURMXN10B6M Curncy PX_LAST","EURMXN10B9M Curncy PX_LAST","EURMXN10B1Y Curncy PX_LAST","EURMXN1W Curncy PX_LAST","EURMXN1M Curncy PX_LAST","EURMXN2M Curncy PX_LAST","EURMXN3M Curncy PX_LAST","EURMXN6M Curncy PX_LAST","EURMXN9M Curncy PX_LAST","EURMXN12M Curncy PX_LAST"
2011-11-02,18.6107,18.5564,18.7071,18.6564,20.78,19.3,17.972,18.095,17.72,17.6,17.56,3.355,4.11,4.8025,5.2825,6.19,6.445,6.7075,0.6125,0.73,0.865,0.99,1.21,1.3475,1.4225,5.845,7.4375,8.86,10.0725,12.0125,12.645,13.285,2.1,2.62,3.055,4.1325,5.055,5.39,5.71,132.3854,489.595,991.3403,1556.7588,3015.9004,4480.6563,5910.4219
2011-11-03,18.4309,18.3484,18.7291,18.6115,22.44,17.865,17.695,17.815,17.4,17.2675,17.215,2.72,3.7075,4.5325,5.165,6.0125,6.265,6.52,0.58,0.68,0.855,0.98,1.19,1.325,1.4025,4.74,6.7175,8.355,9.845,11.6725,12.29,12.915,2.115,2.52,3.12,4.1325,5.065,5.4,5.725,101.8626,461.927,1006.1577,1484.8682,2979.4023,4420.2773,5862.4961
2011-11-04,18.607,18.3967,18.6181,18.4311,20.357,17.695,17.465,17.382,17.31,17.2025,17.192,2.6075,3.9575,4.4775,5.085,5.9025,6.145,6.4075,0.4775,0.7225,0.8525,0.97,1.185,1.3125,1.395,4.5475,7.165,8.25,9.7075,11.455,12.05,12.685,1.83,2.5875,3.115,4.0025,4.9425,5.37,5.71,97.0904,453.1082,971.5005,1434.3232,2897.0117,4331.7266,5744.4609
2011-11-07,18.4821,18.4627,18.6738,18.5878,17.995,17.59,17.505,17.545,17.475,17.3925,17.375,2.08,3.83,4.3975,5.0825,5.905,6.145,6.39,NULL,0.685,0.825,0.965,1.18,1.3125,1.3875,3.64,6.9375,8.115,9.6975,11.455,12.0525,12.6525,NULL,2.51,3.075,4.01,4.95,5.38,5.705,100.1361,474.3257,974.9082,1440.8896,2892.3066,4397.6797,5725.7656
2011-11-08,18.4457,18.4203,18.5197,18.4823,16.485,16.6,16.592,16.605,16.61,16.5225,16.505,1.7225,3.3325,3.9775,4.47,5.25,5.515,5.78,NULL,0.65,0.79,0.91,1.115,1.24,1.3075,3.015,6.0375,7.3375,8.5275,10.19,10.82,11.4525,NULL,NULL,NULL,4.0375,4.99,5.42,5.745,111.3506,528.4507,996.4741,1461.6084,2888.8711,4274.8789,5647.0664
2011-11-09,18.5221,18.3403,18.5405,18.4453,NULL,NULL,NULL,NULL,17.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,133.1979,506.0215,1091.0088,1520.251,2969.8477,4441.0547,5916.3516
2011-11-10,18.4195,18.402,18.5413,18.5222,NULL,NULL,NULL,NULL,16.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.4852,514.5923,1075.834,1540.7,3002.0332,4424.5313,5931.5547
2011-11-11,18.6101,18.3649,18.6634,18.4234,13.675,15.595,15.572,15.757,16.085,16.1125,16.18,1.9175,3.225,3.6775,4.0075,4.9825,5.34,5.695,NULL,0.6475,0.77,0.8725,1.085,1.22,1.2975,3.355,5.8425,6.7825,7.6475,9.675,10.48,11.2925,NULL,NULL,NULL,4.0475,5,5.4225,5.74,122.6677,505.6365,1072.626,1539.2207,2989.3555,4489.6367,5956.5703
2011-11-14,18.4187,18.3631,18.644,18.5629,14.188,15.77,15.722,15.885,16.142,16.185,16.24,1.98,3.2025,3.7575,4.0275,4.915,5.2775,5.7525,1.175,0.635,0.7725,0.845,1.055,1.435,1.66,3.46,5.7975,6.9075,7.67,9.5575,10.34,11.285,3.785,4.21,4.515,5.0225,5.525,6.0575,6.0525,119.6436,491.4597,1032.2939,1524.7646,2964.6816,4456.9609,5906.5273
2011-11-15,18.4206,18.3008,18.4461,18.4186,14.702,16.03,15.777,15.912,16.29,16.3975,16.48,1.8175,3.2,3.75,4.065,4.935,5.2775,5.7525,1.0075,0.65,0.7475,0.835,1.045,1.4075,1.5275,3.1575,5.7775,6.9425,7.745,9.5575,10.42,11.2975,3.2875,3.7825,4.1775,4.7575,5.3825,5.945,5.9625,133.1764,532.6123,1041.3701,1548.9648,2988.3926,4518.9297,6008.9961
2011-11-16,18.3718,18.2732,18.4242,18.4207,14.577,15.535,15.245,15.493,15.947,16.0425,16.135,1.735,3.09,3.68,3.9575,4.885,5.205,5.675,0.78,0.645,0.7475,0.835,1.0475,1.295,1.41,3.0225,5.5875,6.805,7.5475,9.465,10.3,11.175,2.625,3.125,3.5575,4.2,4.83,5.325,5.3625,111.0483,473.0647,982.5981,1533.9463,2878.8926,4405.4531,5849.1172
2011-11-17,18.4661,18.3072,18.5006,18.3718,14.787,15.592,15.577,15.75,16.085,16.1625,16.225,2,3.1775,3.7,3.995,4.855,5.2325,5.6725,0.79,0.6525,0.7475,0.8375,1.0425,1.3075,1.41,3.485,5.745,6.84,7.6175,9.4075,10.3,11.175,2.625,3.125,3.565,4.2025,4.8375,5.35,5.365,100.0767,445.0137,982.1836,1472.5059,2828.9941,4336.3906,5756.832
2011-11-18,18.5654,18.456,18.6181,18.4661,14.06,14.925,15.072,15.337,15.635,15.7175,15.825,2.0125,3.0775,3.61,3.9175,4.785,4.805,5.575,0.7325,0.76,0.64,0.925,1.16,1.21,1.4775,3.6475,5.7425,9.755,6.3925,7.1825,7.6,8.0425,NULL,2.98,4.7275,3.065,3.41,3.6275,3.715,96.1416,438.1414,941.9453,1436.8447,2762.9316,4168.75,5609.3828
2011-11-21,18.9081,18.536,18.9868,18.5538,16.76,16.505,16.442,16.357,16.35,16.3225,16.35,2.1375,3.2425,3.7225,4.17,4.8625,4.985,5.655,0.6725,0.945,0.725,0.93,1.145,1.21,1.4375,3.825,5.8025,9.1675,7.2525,7.9875,8.53,9.0925,NULL,2.775,4.145,3.0975,3.525,3.73,3.85,92.7797,444.4502,967.6763,1472.2578,2812.7559,4264.6289,5710.1172
2011-11-22,18.8814,18.8217,19.0323,18.9081,16.58,16.48,16.255,16.327,16.38,16.3825,16.4,2.2575,3.2275,3.365,4.2275,4.865,5,5.6275,0.615,0.7525,0.8975,0.905,1.1075,1.2125,1.3775,3.495,5.595,8.19,6.235,7.7875,8.54,9.005,1.875,2.6825,4.25,3.145,3.4675,4.165,3.9475,102.4719,490.0088,1003.0874,1511.8662,2858.4414,4317.7734,5838.7695
2011-11-23,18.919,18.7769,18.9642,18.8814,16.822,16.957,16.76,16.917,16.865,16.795,16.76,2.335,3.4675,3.835,4.435,4.9625,5.1925,5.69,0.5375,0.72,0.84,0.885,1.0725,1.18,1.3,3.7675,6.165,7.8125,7.75,8.915,9.575,10.3425,1.83,2.535,3.5825,3.42,3.8675,4.4775,4.2875,116.3915,505.2278,1117.1094,1586.873,2989.0938,4451.4219,6018.4727
2011-11-24,18.9569,18.8108,18.9907,18.9193,16.8,17.06,16.677,16.987,16.992,16.895,16.857,2.365,3.395,3.895,4.465,4.955,5.2225,5.81,0.6275,0.7825,0.9975,0.88,1.1325,1.22,1.3225,3.68,6.05,7.7525,7.9675,9.1175,9.495,10.605,1.8175,2.6175,3.6475,3.4675,3.9225,4.6925,4.34,116.7144,425.4094,1115.9209,1585.5635,2974.6191,4485.8867,6036.6406
2011-11-25,18.8405,18.7671,18.966,18.9569,17.688,17.685,17.707,17.707,17.52,17.3475,17.295,2.4375,3.6475,4.1975,4.665,5.13,5.545,5.935,0.545,0.74,0.8875,0.9,1.1025,1.2325,1.3325,4.8,6.515,8.4575,9.4525,9.7475,10.555,11.23,1.455,2.4875,2.74,3.0825,3.9425,4.45,4.3175,144.2621,549.3979,1190.5625,1666.6924,3180.1035,4664.1719,6186.8398
2011-11-28,18.6866,18.6525,18.9827,18.8473,16.63,17.125,17.185,17.192,17.165,17.13,17.14,2.535,3.5325,4.135,4.6,5.0775,5.38,5.76,0.4775,0.715,0.8425,0.885,1.0375,1.1775,1.2425,4.43,6.3075,7.6225,8.64,9.635,10.45,11.1425,1.815,2.4375,2.9925,3.4975,3.9775,4.355,4.3525,125.5157,544.0928,1145.0889,1651.125,3143.0293,4715.3047,6231.9297
2011-11-29,18.4067,18.3113,18.7299,18.6823,16,16.597,16.725,16.762,16.845,16.8075,16.813,2.2075,3.255,3.9125,4.345,4.95,5.23,5.6475,0.405,0.6525,0.7775,0.845,0.9675,1.135,1.215,3.905,5.2575,7.0075,8.085,9.2775,9.99,10.9875,1.8,2.6775,2.95,3.4625,3.955,4.455,4.315,126.0944,609.8691,1132.3496,1631.8145,3114.0039,4744.8633,6223.4336
2011-11-30,18.3202,18.2028,18.4245,18.4071,15.872,16.337,16.505,16.517,16.63,16.6025,16.62,2.03,3.0725,3.5825,4.1875,4.84,5.14,5.5575,0.415,0.665,0.6675,0.835,0.96,1.0925,1.17,3.63,5.05,6.6575,7.7825,9.0475,9.785,10.2875,1.7975,2.6125,2.95,3.4375,3.9275,4.445,4.5375,99.0375,545.7354,1003.6733,1449.0488,2875.0332,4260.918,5616.6016
2011-12-01,18.3157,18.2386,18.4065,18.3202,16.34,15.995,16.24,16.23,16.317,16.29,16.357,1.885,2.9175,3.4275,4.0475,4.6875,5.0275,5.4875,0.405,0.6375,0.55,0.8125,0.945,1.0625,1.1525,3.5225,4.925,6.2425,7.51,8.805,9.2225,10.3025,1.9425,2.5925,2.92,3.435,3.9075,4.6,4.435,116.258,526.9653,998.0225,1431.2168,2728.0879,4088.3672,5460.2227
2011-12-02,18.2681,18.0944,18.37,18.3156,15.72,15.472,15.84,15.907,15.9,15.725,15.495,1.815,2.815,3.325,3.5025,4.6175,4.885,5.385,0.3975,0.6175,0.5425,0.75,0.945,1.21,1.3675,4.8075,6.15,7.455,6.51,9.9625,8.325,7.45,1.145,1.8575,2.1975,2.6575,3.24,3.145,3.15,109.4984,539.2891,1012.835,1459.4336,2772.8672,4055.1016,5328.0391
2011-12-05,18.1306,18.0974,18.3022,18.2652,15.435,15.175,15.657,15.702,15.743,15.395,15.515,1.735,2.68,3.21,3.445,4.5075,4.715,5.1675,0.3975,0.5925,0.51,0.735,0.9025,1.4625,1.3575,3.735,4.8825,6.2025,6,8.7475,8.235,8.035,1.59,2.38,2.6525,3.07,3.7475,3.9175,3.3775,111.3102,552.4248,997.3042,1431.3027,2755.2539,4059.2246,5408.6094
2011-12-06,18.0668,18.019,18.1572,18.1308,15.457,15.182,15.645,15.725,15.73,15.5875,15.535,1.745,2.705,3.205,3.44,4.5025,4.6675,5.1375,0.41,0.5975,0.475,0.75,0.8925,1.21,1.3375,3.745,4.905,6.2225,5.975,8.765,8.215,8.0275,1.585,2.37,2.67,3.0575,3.7475,3.715,3.4125,116.9664,534.4185,996.4619,1401.5293,2731.7168,4083.1133,5401.7656
2011-12-07,18.1201,18.0262,18.16,18.0668,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.5032,502.3103,973.2437,1357.3486,2746.502,4036.3145,5391.7031
2011-12-08,18.2932,18.0388,18.3206,18.1201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113.4976,513.5112,974.9058,1390.0176,2726.5801,4055.6895,5423.8086
2011-12-09,18.1718,18.1298,18.3436,18.2932,16.195,15.07,15.422,15.4,15.33,15.4025,15.485,1.775,3.0025,3.5825,3.435,3.8,4.345,5.04,0.46,0.44,0.3075,0.97,0.7825,1.2475,1.4975,5.605,6.8125,8.19,6.06,6.5825,6.87,7.1375,0.8325,1.4075,1.68,2.2225,2.3425,2.51,2.56,117.587,557.0059,980.4111,1416.4043,2825.2695,4160.9961,5561.543
2011-12-12,18.22,18.1335,18.3314,18.1671,15.942,15.192,15.53,15.692,15.957,15.6225,15.59,2.15,2.67,3.3475,3.415,3.63,4.3125,5.0075,0.2275,0.4175,0.375,0.6675,0.8475,1.2175,1.3625,4.1475,5.2225,6.35,5.525,5.9925,7.1425,7.2375,1.43,2.16,2.535,2.64,3.4725,3.43,3.35,117.8355,586.6797,1012.752,1437.8867,2866.6563,4220.5156,5691.6875
2011-12-13,18.0792,17.9909,18.2773,18.2223,15.542,15.355,15.517,15.672,15.615,15.7175,15.785,2.015,2.5875,3.29,3.515,4.325,4.5575,5.06,0.2625,0.47,0.4925,0.68,0.9975,1.185,1.3075,3.155,5.035,6.1375,5.98,6.8175,7.475,8.25,1.885,2.2225,2.6425,2.8625,3.9375,3.955,3.6025,118.9611,622.2935,1085.7725,1530.1455,2998.5176,4484,5956.2656
2011-12-14,18.0287,18.0256,18.1201,18.0796,16.277,15.71,15.73,15.817,15.79,15.8825,15.98,2.14,2.7125,3.36,3.665,4.4525,4.6925,5.205,0.39,0.55,0.5725,0.7325,1.0025,1.155,1.2725,3.465,5.1625,6.22,6.4275,7.465,8.1975,9.0225,2.08,2.335,2.78,3.045,3.955,4.03,3.8025,132.1375,621.7759,1110.4375,1561.0049,3136.4707,4652.2852,6125.6055
2011-12-15,18.1111,17.8945,18.122,18.0287,15.385,15.227,15.495,15.637,15.567,15.6775,15.775,1.9825,2.64,3.3025,3.6475,4.445,4.7175,5.255,0.3225,0.525,0.5575,0.7325,1.0025,1.1675,1.2925,3.16,5.03,6.115,6.3925,7.455,8.1925,9.0175,1.865,2.265,2.74,3.0375,3.95,4.035,3.8075,149.9888,568.7124,1070.3691,1482.6484,2930.8984,4461.1445,6005.7969
2011-12-16,18.0984,17.9738,18.1289,18.1114,14.087,14.452,14.93,14.465,14.985,15.0625,15.17,2.1575,2.8575,3.2375,3.6175,4.4275,4.54,5.25,0.2525,0.4275,0.585,0.875,1.195,1.17,1.4525,5.28,6.4075,7.4325,6.17,6.87,7.27,7.5925,0.8075,1.5675,2.05,2.3525,2.575,2.695,2.755,115.6154,558.0073,1039.377,1468.0273,2914.6699,4531.6133,6092.5859
2011-12-19,18.0854,18.0093,18.1056,18.0727,14.507,14.557,14.985,14.375,14.993,15.0675,15.175,2.1975,2.65,3.375,3.615,4.44,4.495,5.2725,0.2325,0.5225,0.5375,0.8925,1.18,1.16,1.4575,5.565,6.505,7.8525,6.01,6.6025,6.935,7.1975,0.6975,1.55,1.8775,2.215,2.39,2.485,2.555,107.6589,525.6021,950.604,1344.2354,2802.5977,4392.1641,5953.4805
2011-12-20,18.0337,17.9958,18.1028,18.0854,13.292,13.993,14.67,14.695,14.872,14.9725,15.1,2.2125,2.8675,3.235,3.63,4.4325,4.495,5.2525,0.245,0.4275,0.58,0.9275,1.21,1.17,1.4825,5.5375,6.6425,7.6925,6.0625,6.6075,6.94,7.185,0.6925,1.4425,1.9175,2.19,2.37,2.4725,2.535,110.5411,526.228,976.2227,1391.7227,2896.7129,4522.4844,6209.9063
2011-12-21,18.0406,17.9725,18.1136,18.0337,12.767,13.932,14.657,14.675,14.84,14.9325,15.063,2.01,2.6325,3.3575,3.6175,4.445,4.495,5.2475,0.345,0.54,0.5225,0.8825,1.19,1.165,1.47,5.55,6.4925,7.8275,6.0675,6.615,6.9275,7.1675,0.7225,1.545,1.8675,2.2175,2.3925,2.4875,2.55,112.5535,527.1191,999.8784,1434.0537,3008.3184,4595.1055,6274.7969
2011-12-22,18.0357,17.9736,18.0826,18.0406,12.813,14.015,14.692,14.695,14.757,14.8975,15.065,2.1975,2.6425,3.26,3.6125,4.4375,4.495,5.26,0.245,0.545,0.575,0.9175,1.21,1.16,1.4475,5.57,6.4575,7.6675,6.07,6.6075,6.925,7.1775,0.7,1.56,1.9175,2.205,2.38,2.475,2.545,148.2512,504.6482,965.5249,1385.0127,2932.5801,4591.9063,6291.4961
2011-12-23,18.0634,17.9828,18.0913,18.0357,12.127,13.932,14.64,14.517,14.642,14.7925,14.952,1.975,2.8125,3.2375,3.61,4.435,4.495,5.2475,0.365,0.4325,0.5925,0.9575,1.175,1.17,1.4825,5.53,6.6475,7.71,6.01,6.605,6.91,7.1475,0.73,1.445,1.9375,2.2025,2.3875,2.485,2.55,150.1379,464.6812,941.8008,1419.3057,2898.1914,4696.3008,6438.9219
2011-12-26,18.1038,18.0447,18.1353,18.0608,12.282,13.93,14.697,14.557,14.647,14.7425,14.912,2.015,2.8325,3.2575,3.59,4.4075,4.4825,5.275,0.3325,0.45,0.595,0.905,1.18,1.165,1.47,5.475,6.625,7.675,5.99,6.5475,6.8575,7.12,0.725,1.4475,1.93,2.23,2.41,2.5,2.5925,153.4801,468.2349,945.8545,1425.9668,2892.8438,4687.1445,6402.1
2011-12-27,18.3118,18.0602,18.3577,18.1,12.262,14,14.715,14.57,14.58,14.77,14.932,2.2525,2.8125,3.2575,3.605,4.4025,4.47,5.26,0.235,0.4375,0.5675,0.8625,1.1275,1.145,1.4675,5.6,6.65,7.7325,5.98,6.535,6.85,7.11,0.6725,1.4525,1.92,2.235,2.4075,2.5075,2.5875,91.9597,525.8979,1020.9282,1474.9785,3102.0117,4850.543,6739.3164
2011-12-28,18.0984,18.0781,18.3335,18.3117,10.092,13.532,14.24,14.432,14.595,14.8075,15.017,2.3025,2.825,3.23,3.61,4.4225,4.4775,5.215,0.1625,0.445,0.5825,0.88,1.1375,1.14,1.43,5.415,6.4925,7.6575,6.0125,6.6075,6.975,7.2625,0.74,1.5325,1.9875,2.2775,2.45,2.55,2.605,117.7372,501.5889,986.3726,1496.2939,3157.375,4886.457,6821.9453
2011-12-29,18.141,17.9861,18.1766,18.0984,9.325,13.255,14.11,14.36,14.877,15.5125,16.392,2.19,2.7275,3.1725,3.6,4.555,4.445,5.2475,0.2525,0.3475,0.565,0.9775,1.4025,1.3825,1.0025,4.0575,5.5275,7.155,6.895,6.7525,6.9975,7.3,1.315,1.76,2.205,2.105,2.705,2.4025,1.66,69.1797,482.9333,999.0981,1467.6523,3166.0586,4938.1133,6722.5898
2011-12-30,18.0655,18.0172,18.1636,18.141,9.507,13.272,14.165,14.402,14.868,15.535,16.55,2.165,2.705,3.1575,3.6175,4.5575,4.36,4.32,0.265,0.3275,0.5625,0.9625,1.3875,1.46,0.4975,4.05,5.5425,7.1725,6.8925,6.84,7.1075,7.3925,1.3175,1.78,2.2025,2.0975,2.6425,2.3975,1.7925,61.2039,535.397,1001.0151,1506.7549,3178.6934,4914.7539,6831.9727
2012-01-02,18.0167,17.9727,18.1256,18.0766,10.07,13.467,14.205,14.377,14.852,15.545,16.575,2.3825,2.7675,3.2125,3.6125,4.035,4.2725,5.27,0.2225,0.36,0.5675,0.9725,1.67,1.475,0.955,4.06,5.5425,7.1575,6.915,7.035,7.1525,7.44,1.2375,1.715,2.1625,2.0925,2.6475,2.395,1.755,74.5726,535.4961,1000.4668,1508.3818,3172.3398,4902.0898,6715.8789
2012-01-03,17.8106,17.8053,18.0369,18.0069,9.957,13.182,14.04,14.25,14.965,15.405,16.262,2.1425,2.6425,3.1425,3.575,4.135,4.3825,5.2075,0.2875,0.3625,0.59,0.96,1.095,1.4375,1.055,3.97,5.37,6.975,6.8475,8.26,7.59,7.67,1.445,1.8825,2.3275,2.22,2.1975,2.4425,1.7725,64.4507,489.5408,910.5581,1504.9141,3074.5117,4778.7461,6645.3984
2012-01-04,17.7308,17.6753,17.8741,17.8105,10.447,13.427,14.112,14.315,14.87,15.51,16.305,2.21,2.615,3.1,3.7075,4.455,4.385,4.4575,0.315,0.39,0.5925,0.8525,1.375,1.4075,0.6575,4.0575,5.2825,6.8,6.85,7.025,7.4475,7.9975,1.545,1.9325,2.365,2.245,2.9075,2.6925,2.1025,40.8925,407.1677,843.3125,1417.5713,2913.7988,4739.3633,6418.1211
2012-01-05,17.5995,17.5066,17.7463,17.7307,10.352,13.185,13.97,14.232,14.85,15.5375,16.372,2.25,2.6275,3.11,3.67,4.415,4.365,4.275,0.21,0.3575,0.575,0.85,1.385,1.335,0.59,3.9275,5.325,6.8675,6.8125,6.795,7.115,7.5825,1.3325,1.8075,2.2375,2.11,2.78,2.5375,1.865,97.3828,450.1619,900.6948,1425.5352,2964.6289,4745.8867,6537.8789
2012-01-06,17.4671,17.4131,17.6188,17.5996,10.265,13.15,13.94,14.192,14.837,15.5125,16.442,2.1375,2.64,3.1125,3.515,4.5,4.435,4.265,0.26,0.325,0.5625,0.9525,1.405,1.3425,0.5225,3.965,5.4,7.0475,6.6975,6.7175,6.9725,7.35,1.3125,1.765,2.1925,2.1075,2.7375,2.4175,1.65,94.3616,450.5015,927.6221,1383.7539,2895.252,4601.8789,6436.543
2012-01-09,17.4843,17.3968,17.5505,17.4552,9.925,12.872,13.665,13.895,14.503,15.24,16.127,2.17,2.54,3.055,3.45,4.36,4.3475,5.0975,0.195,0.3925,0.59,0.9575,1.385,1.3125,0.9875,3.805,5.225,6.7925,6.6025,6.8725,7.205,7.575,1.32,1.75,2.2225,2.2575,2.8825,2.6475,2.02,92.4172,466.3716,883.3359,1339.5459,2865.1133,4563.1445,6258.1992
2012-01-10,17.4196,17.3427,17.5139,17.4835,10.255,12.54,13.29,13.575,14.173,14.79,15.475,1.965,2.3725,2.9225,3.45,4.255,4.295,4.565,0.2725,0.4425,0.6225,0.8325,1.23,1.31,0.84,3.445,4.7525,6.19,6.5225,7.225,7.715,8.38,1.3925,1.8725,2.385,2.575,3.2075,3.17,2.8,64.335,444.8901,860.5405,1319.8154,2813.5059,4444.3281,6167.7656
2012-01-11,17.292,17.2868,17.4219,17.4207,11.118,12.465,13.127,13.477,14.022,14.7425,15.147,1.615,2.1475,2.6325,3.115,3.98,4.4,4.8825,0.4375,0.5675,0.705,0.765,0.9825,1.005,1.0175,2.8325,3.95,5.15,5.8975,7.5475,8.3875,9.2925,1.515,1.975,2.56,3.0675,3.665,3.86,3.83,96.3675,466.0291,917.4414,1391.085,2883.9668,4594.1094,6328.2383
2012-01-12,17.3322,17.2737,17.4467,17.2923,11.197,12.42,13.048,13.377,13.938,14.5325,14.92,1.49,2.0825,2.59,3.1225,3.965,4.41,4.9475,0.41,0.575,0.6175,0.755,0.9525,0.995,1.04,2.94,3.8675,5.0675,5.955,7.725,8.37,9.4125,1.675,1.99,2.53,3.0775,3.685,4.0125,3.905,105.9619,471.467,985.1943,1433.1006,2974.7793,4664.1094,6374.4297
2012-01-13,17.2406,17.2055,17.417,17.3333,11.16,12.387,12.855,13.105,13.637,13.955,14.317,1.56,2.41,2.5275,3.2025,4.085,4.065,4.91,0.385,0.425,0.56,0.86,1.1225,0.93,1.1125,3.655,5.835,7.885,5.03,5.7775,6.115,6.5575,1.13,1.0025,3.6175,2.11,2.3875,2.53,2.6475,108.517,512.7031,976.3701,1463.627,3043.7246,4698.7383,6513.8516
2012-01-16,17.1659,17.1415,17.2452,17.194,11.813,12.545,12.885,13.17,13.667,13.9975,14.262,1.465,2.1175,2.54,3.2175,4.1075,4.14,4.97,0.4125,0.59,0.6375,0.8075,1.08,0.9375,1.1425,3.59,5.6475,7.6,4.9175,5.7775,6.1125,6.6525,1.26,1.245,3.81,2.35,2.585,2.7975,2.785,109.1019,510.3555,994.8013,1453.1846,3037.7109,4692.6719,6445.5117
2012-01-17,17.1115,17.0746,17.2403,17.1657,11.868,12.51,12.85,13.195,13.685,14.0675,14.295,1.38,2.41,2.5075,3.245,4.12,4.39,5.0325,0.42,0.44,0.6575,0.82,1.0375,1.045,1.1375,2.73,4.7775,7.035,4.92,6.0475,6.865,7.495,1.61,1.7025,3.59,2.725,3.0225,3.18,3.095,96.2985,480.0422,913.6538,1416.2002,2978.4492,4691.5273,6504.0156
2012-01-18,17.1166,17.0709,17.2019,17.1118,12.272,12.425,12.618,12.938,13.515,13.8675,14.127,1.345,2.23,2.43,3.1175,4.1075,4.4625,5.055,0.49,0.5,0.6525,0.79,1.0075,1.0625,1.1525,2.47,4.295,5.875,5.23,6.835,7.75,8.545,1.8125,1.91,3.24,2.9675,3.3725,3.585,3.5225,104.7049,488.2485,913.4927,1439.7646,2981.0332,4709.5781,6477.8008
2012-01-19,17.1467,17.0528,17.1861,17.1168,11.602,12.108,12.532,12.905,13.45,13.84,14.083,1.23,2.2075,2.4325,3.145,4.0675,4.5175,5.1175,0.43,0.4875,0.65,0.79,1.0025,1.075,1.16,2.265,4.25,5.8625,5.3,6.7775,7.82,8.695,1.6375,1.865,3.2325,2.97,3.3825,3.595,3.5075,108.7771,476.933,920.2914,1428.7594,2963.0496,4636.8047,6376.6543
2012-01-20,17.0457,17.0236,17.1936,17.1467,11.802,11.965,12.333,12.645,13.347,13.665,13.932,1.2775,2.06,2.3025,3.2425,4.04,4.0175,4.125,0.1825,0.5575,0.8875,1.01,1.1425,1.015,0.9625,2.4675,5.335,4.9825,5.1275,5.7975,6.2575,6.59,1.775,1.075,3.9025,2.0675,2.2275,2.3275,3.5525,103.8437,477.4613,908.5446,1404.3839,2902.7505,4551.8242,6354.9766
2012-01-23,17.1385,16.9591,17.1656,17.0125,11.613,11.84,12.285,12.59,13.128,13.52,13.845,1.155,2.205,2.3225,2.955,4.02,4.3075,4.98,0.27,0.43,0.855,0.7425,1.08,1.06,1.265,2.0625,4.68,4.805,5.4425,6.4025,7.325,8.225,1.845,1.4275,3.59,2.48,2.895,3.0025,NULL,105.2051,491.548,904.6489,1390.1758,2904.9541,4640.2285,6283.0645
2012-01-24,17.0773,17.0761,17.2427,17.1385,12.257,12.188,12.525,12.775,13.257,13.64,13.955,1.1875,1.9975,2.3425,3.2075,4.065,4.32,5.06,0.2825,0.55,0.8025,0.9075,1.0875,1.06,1.3125,2.1275,4.675,4.8625,5.5375,6.5575,7.4975,8.315,1.755,1.38,3.4625,2.45,2.8925,3.0325,NULL,111.1494,490.5626,904.7473,1391.6666,2848.5605,4484.3555,6216.375
