Fecha,"USDBRL Curncy PX_LAST","USDBRL Curncy PX_LOW","USDBRL Curncy PX_HIGH","USDBRL Curncy PX_OPEN","USDBRLV1W Curncy PX_LAST","USDBRLV1M Curncy PX_LAST","USDBRLV2M Curncy PX_LAST","USDBRLV3M Curncy PX_LAST","USDBRLV6M Curncy PX_LAST","USDBRLV9M Curncy PX_LAST","USDBRLV1Y Curncy PX_LAST","USDBRL25R1W Curncy PX_LAST","USDBRL25R1M Curncy PX_LAST","USDBRL25R2M Curncy PX_LAST","USDBRL25R3M Curncy PX_LAST","USDBRL25R6M Curncy PX_LAST","USDBRL25R9M Curncy PX_LAST","USDBRL25R1Y Curncy PX_LAST","USDBRL25B1W Curncy PX_LAST","USDBRL25B1M Curncy PX_LAST","USDBRL25B2M Curncy PX_LAST","USDBRL25B3M Curncy PX_LAST","USDBRL25B6M Curncy PX_LAST","USDBRL25B9M Curncy PX_LAST","USDBRL25B1Y Curncy PX_LAST","USDBRL10R1W Curncy PX_LAST","USDBRL10R1M Curncy PX_LAST","USDBRL10R2M Curncy PX_LAST","USDBRL10R3M Curncy PX_LAST","USDBRL10R6M Curncy PX_LAST","USDBRL10R9M Curncy PX_LAST","USDBRL10R1Y Curncy PX_LAST","USDBRL10B1W Curncy PX_LAST","USDBRL10B1M Curncy PX_LAST","USDBRL10B2M Curncy PX_LAST","USDBRL10B3M Curncy PX_LAST","USDBRL10B6M Curncy PX_LAST","USDBRL10B9M Curncy PX_LAST","USDBRL10B1Y Curncy PX_LAST","BCN1W Curncy PX_LAST","BCN1M Curncy PX_LAST","BCN2M Curncy PX_LAST","BCN3M Curncy PX_LAST","BCN6M Curncy PX_LAST","BCN9M Curncy PX_LAST","BCN12M Curncy PX_LAST"
2011-10-03,1.8911,1.8712,1.9193,1.8795,30.215,28.107,26.777,26.052,25.205,24.685,24.425,8.43,9.7175,9.9875,11.0875,11.675,11.96,12.095,1.01,1.4075,1.5125,1.8325,2.14,2.1275,2.195,15.6825,18.0475,19.2325,20.925,22.4225,22.6625,22.975,2.38,3.2725,3.6575,3.8075,4.01,4.105,4.255,39.52,150.39,253.1,357.78,652.5,917.13,1160.25
2011-10-04,1.8581,1.8571,1.9011,1.8922,30.555,28.14,26.992,26.197,25.292,24.785,24.55,9.0825,9.825,10.17,11.2,11.5125,12.3175,12.15,1.0725,1.4075,1.5325,1.83,2.42,2.135,2.26,16.835,18.2425,19.535,21.12,22.695,23.005,23.305,2.56,3.355,3.735,3.975,3.865,4.1025,4.24,33.5,142.35,245.45,355,660,920,1147.33
2011-10-05,1.8327,1.8238,1.861,1.8554,25.655,25.572,24.832,24.652,24.022,23.7225,23.62,8.815,9.4675,9.855,10.775,11.8525,11.2025,10.82,1.13,1.3975,1.4675,1.92,2.325,2.305,2.035,16.1125,17.4625,18.7725,20.605,22.2575,22.3325,22.715,2.6725,3.4325,3.625,4.3775,4.83,4.9425,5.32,34.55,139.35,262.36,360.35,659.79,914.65,1195.9
2011-10-06,1.7811,1.7785,1.838,1.8311,23.9275,23.79,23.438,23.067,22.93,22.8075,22.8,7.89,8.9175,9.7375,10.7775,11.215,11.0475,11.065,1.135,1.3375,1.615,1.855,2.07,2.32,2.48,14.585,16.5275,18.28,20.2225,21.555,21.9825,22.455,2.8325,3.265,3.57,3.8325,4.5275,4.72,4.895,34.03,146.98,256.55,364.14,656.96,897.31,1195.88
2011-10-07,1.7715,1.7526,1.7859,1.7837,23.2625,22.105,21.94,21.732,21.673,21.5675,21.365,8.01,9.275,10.2725,10.8775,12.17,12.25,12.25,1.21,1.3575,1.5975,2.0325,2.4775,2.6575,2.27,14.425,16.985,18.9775,20.9975,22.565,23.26,24.01,3.355,3.38,3.91,4.2075,4.1825,4.365,6.8975,36.33,138.7,241.02,354.6,641.67,911.18,1182.75
2011-10-10,1.7632,1.7369,1.7705,1.7389,20.5725,20.87,21,21.077,21.162,21.2175,21.035,6.4975,8.4925,9.3475,10.255,11.66,12.385,11.575,0.93,1.2625,1.4425,1.6725,2.005,2.11,2.185,11.6975,15.64,17.5125,19.5825,21.7,22.5825,23.275,2.915,3.4825,4.1625,4.82,4.6025,4.495,6.8775,30.19,133.31,236.99,340.53,632.5,902.28,1188.18
2011-10-11,1.7759,1.7517,1.7835,1.7684,21.185,21.125,20.947,21.115,21.175,21.1625,21.195,6.585,8.345,9.1425,10.1775,11.395,11.66,11.635,0.925,1.2225,1.39,1.6575,1.965,2.16,2.525,11.86,15.375,17.1675,19.46,21.575,22.375,23.11,2.93,3.59,4.21,4.855,4.8425,4.92,4.745,31.84,132.29,254.18,373.24,651.15,894.55,1181.6
2011-10-13,1.751,1.7387,1.7663,1.7579,22.055,20.712,20.782,20.775,20.925,21.0225,21.042,6.7,7.975,9.0175,9.9575,11.085,11.42,11.42,1.0075,1.16,1.3675,1.5825,2.05,2.1425,2.4825,11.9725,14.66,16.8425,18.94,21.555,22.2375,22.895,3.2675,3.73,4.425,5.14,5.1175,5.21,5.08,33.19,140,257.5,359.95,638.16,899.21,1180
2011-10-14,1.7328,1.7265,1.7427,1.7425,19.845,19.372,19.587,19.512,19.785,20.165,20.405,5.9825,7.355,8.42,9.375,10.745,10.82,11.455,0.9675,1.085,1.2725,1.4825,1.9725,2.0925,2.195,10.695,13.505,15.6825,17.8275,20.835,21.3975,22.09,3.345,3.84,4.6,5.2525,5.2325,5.49,5.61,31.84,135.46,254.67,355.73,634.17,900,1141.04
2011-10-17,1.7741,1.7383,1.7742,1.7399,19.525,19.952,19.96,19.93,20.02,20.14,20.215,5.475,7.2575,8.31,9.2975,10.555,10.5775,10.685,0.84,1.0725,1.2575,1.4725,1.885,1.9675,2.085,9.855,13.335,15.4975,17.6625,20.465,20.9575,21.47,2.875,3.71,4.48,5.2175,5.3525,5.7175,5.975,39.5,134.94,242.48,354.33,642.27,901.75,1161.5
2011-10-18,1.7543,1.7473,1.7864,1.7716,20.4675,20.673,20.65,20.625,20.86,20.91,20.98,5.5,7.965,8.6675,9.99,11.505,11.2475,11.2475,0.86,1.2675,1.41,1.7775,1.915,2.065,2.115,10.01,15.1525,17.305,19.9925,22.2675,22.625,22.84,2.875,3.485,4.0875,4.44,4.145,4.9325,4.9125,30.41,138.35,247.57,363.64,628.3,892.23,1162.14
2011-10-19,1.774,1.7405,1.7779,1.7493,21.82,20.902,20.582,20.792,20.632,20.7325,20.915,5.88,7.62,8.58,9.86,10.895,11.0425,12.18,0.885,1.13,1.3375,1.755,1.695,1.8575,1.93,10.64,14.1375,16.39,19.055,21.76,22.1675,22.615,2.8675,3.515,3.9825,4.4,6.4625,6.9875,5.005,35.18,127.94,242.16,367.73,644.06,889.8,1154.41
2011-10-20,1.7809,1.7629,1.8084,1.764,25.1825,22.727,22.537,22.267,21.995,21.8725,21.73,7.1425,8.23,9.495,10.4075,11.455,11.45,11.47,0.975,1.2,1.355,1.905,1.78,1.9275,2.06,12.9225,15.26,17.5575,20.09,22.66,22.9575,23.285,2.8275,3.455,3.9325,4.415,6.7925,7.14,7.465,32.38,142.59,261.51,362.54,643,902.42,1182.31
2011-10-21,1.7755,1.7669,1.7915,1.7833,22.5475,21.792,21.737,21.497,21.385,21.3375,21.18,6.7125,8.155,9.5075,10.2475,11.17,11.395,11.625,0.955,1.205,1.4675,1.7175,2.1325,2.4325,2.215,12.1325,15.06,17.8375,19.7925,22.0825,22.8625,23.6,2.7225,3.47,3.84,4.7575,5.0825,4.835,6.9425,31.16,133.69,245,355.43,632.18,899.8,1164.91
2011-10-24,1.7506,1.7478,1.7849,1.7784,21.035,20.408,20.44,20.475,20.545,20.6375,20.535,6.56,7.905,9.205,10.1525,10.845,12.16,11.5,0.985,1.1975,1.5525,1.7625,2.205,2.1875,2.2325,11.74,14.535,17.3525,19.5,21.665,22.525,23.25,2.4,3.305,3.565,4.4,4.5325,4.35,6.71,30.79,120.96,232.58,346.02,627.74,879.13,1134.61
2011-10-25,1.7658,1.7366,1.7682,1.7466,22.6,20.697,20.557,20.527,20.595,20.7,20.577,7.0425,7.9625,9.2575,10.2,11.0075,11.935,11.4775,1.0725,1.1975,1.5475,1.7525,2.025,2.29,2.2175,12.48,14.6425,17.475,19.6725,21.6575,22.585,23.2875,2.6625,3.405,3.63,4.3325,4.525,4.375,6.7575,31,115.92,230.14,343.32,627.72,885.72,1155.13
2011-10-26,1.7586,1.7458,1.7744,1.7744,20.34,20.04,19.905,20.19,20.282,20.3675,20.455,6.0725,7.44,8.685,9.7375,10.7975,11.3025,11.665,0.98,1.11,1.4,1.6775,2.015,2.0825,2.56,10.78,13.7325,16.45,18.7925,21.165,21.935,22.725,2.7675,3.52,3.915,4.5125,4.9525,4.945,4.485,26.19,111.4,233.18,350.84,620,880,1129
2011-10-27,1.7099,1.7009,1.761,1.761,18.55,18.045,18.427,18.542,18.595,18.785,18.93,5.0225,6.16,7.4475,8.495,9.5,10.335,10.96,0.8175,0.92,1.165,1.37,1.6825,1.955,2.4425,8.93,11.325,14.0125,16.425,19.125,20.3075,21.33,2.6925,3.31,4.03,4.725,5.0475,4.9025,4.33,28.47,116.5,225,347,616,898.95,1123.5
2011-10-28,1.6721,1.672,1.7183,1.7097,18.18,17.805,17.965,18.042,18.382,18.58,18.72,5.04,6.025,6.9575,8.12,9.245,9.7875,10.075,0.835,0.9175,1.0825,1.295,1.585,1.855,2.075,8.96,11.05,13.1575,15.7925,18.4,19.4875,20.41,2.63,3.3925,4.07,4.72,5.365,5.39,5.295,29.87,127.86,235,353.45,608.36,882.85,1107.39
2011-10-31,1.7157,1.6725,1.717,1.6725,19.245,18.692,18.56,18.695,18.732,18.97,19.105,4.95,6.5,7.7025,8.915,9.8,10.2875,11.29,0.76,0.99,1.2225,1.4975,1.795,1.8975,1.96,8.86,11.8925,14.4175,16.9975,19.145,20,20.7925,2.425,3.385,3.945,4.545,5.0525,5.0675,4.9,30.83,143.74,239,374,629.11,908.54,1123.66
2011-11-01,1.7449,1.72,1.7612,1.72,24.94,21.915,20.832,20.695,20.43,20.35,20.19,6.475,7.6425,8.49,9.8075,10.6975,11.06,11.145,0.9,1.0725,1.29,1.6175,2.015,2.3775,2.07,11.5175,13.9825,15.95,18.765,20.89,21.7025,22.325,2.815,3.595,4.0975,4.6875,4.7775,4.475,6.745,43.87,132.23,248.94,374.44,636.94,928.66,1134.44
2011-11-03,1.7375,1.7136,1.745,1.7309,25.395,21.322,20.658,20.307,20.007,19.86,19.73,6.155,6.7775,7.98,9.105,10.1025,13.1225,10.795,0.9475,0.945,1.1975,1.4175,1.7475,2.84,2.1175,10.9225,12.4275,14.965,17.4025,19.5025,21.6125,21.425,3.1225,3.69,4.47,5.275,5.625,5.7275,5.42,33.37,135.97,255.91,365.53,631.14,933.06,1146.37
2011-11-04,1.7517,1.7258,1.7605,1.7298,23.8475,20.622,19.942,19.682,19.527,19.3675,19.295,5.805,6.4475,7.425,8.2725,9.64,10.14,10.43,0.9275,0.94,1.11,1.2525,1.605,1.8475,2.0425,10.3025,11.78,13.8,15.6275,18.5825,19.7525,20.835,3.1525,3.8825,4.595,5.46,5.805,5.78,5.76,38.93,141,250.5,365,623.27,918.3,1150.5
2011-11-07,1.7477,1.7436,1.7668,1.7665,21.61,20.575,20.05,19.967,19.56,19.3625,19.245,4.935,6.3175,7.34,8.22,9.4,10.0975,10.3175,0.74,0.915,1.0875,1.24,1.5375,1.8375,2.0125,8.85,11.57,13.7175,15.695,18.455,19.725,20.765,2.465,3.6525,4.385,5.31,5.7375,5.7625,5.72,29,143.8,251.5,362.7,616.83,897.5,1126.58
2011-11-08,1.7325,1.7325,1.752,1.7394,19.0925,19.057,18.955,18.872,18.715,18.6175,18.53,4.225,5.5725,6.625,7.6175,8.53,9.0375,9.3,0.6925,0.8325,1.005,1.1725,1.3975,1.585,1.7025,7.57,10.195,12.3,14.385,16.4725,17.66,18.7025,2.52,3.6425,4.4625,5.4175,6.1375,6.3125,6.49,28,138.74,236,363.49,609.19,863.82,1079.13
2011-11-09,1.7789,1.7428,1.7822,1.7428,21.84,20.3,19.8,19.64,19.407,19.35,19.267,4.9375,5.8625,6.9075,7.9725,8.86,9.24,9.605,0.8,0.8675,1.0525,1.2325,1.4625,1.62,1.775,8.7825,10.6775,12.775,14.95,17.005,18.14,19.17,2.735,3.6525,4.47,5.4475,6.115,6.2425,6.4125,28,141.74,254,365.79,594.72,856.73,1092.18
2011-11-10,1.7616,1.7547,1.7786,1.7734,22.03,19.765,19.507,19.432,19.165,19.0375,18.917,4.87,5.6775,6.5775,7.605,8.5025,9.0075,9.2925,0.8525,0.8425,0.99,1.165,1.3975,1.57,1.6875,8.6625,10.355,12.325,14.47,16.435,17.71,18.8575,2.965,3.7275,4.5225,5.4825,6.1175,6.2775,6.41,35,136.91,251,362.91,602.03,874.74,1094.5
2011-11-11,1.7435,1.7416,1.7603,1.7601,19.835,19.408,19.345,19.26,19.102,18.995,18.92,4.555,5.5875,6.5875,7.6025,8.42,8.885,9.2925,0.775,0.855,1.01,1.1775,1.375,1.545,1.7,8.11,10.215,12.255,14.35,16.295,17.52,18.6625,2.735,3.71,4.5025,5.47,6.195,6.3525,6.5625,36,140.5,248.81,359.84,602.33,895,1072.88
2011-11-14,1.7669,1.7393,1.7717,1.7393,19.78,19.49,19.4,19.307,19.152,19.025,18.925,4.0925,5.2725,6.1325,7.105,7.995,8.47,8.855,0.675,0.8025,0.9475,1.105,1.31,1.47,1.605,7.325,9.66,11.44,13.45,15.5025,16.73,17.86,2.54,3.655,4.4975,5.5075,6.2975,6.49,6.7325,44,141,254,369,605.35,872.29,1085.46
2011-11-16,1.7701,1.7656,1.7849,1.7737,19.71,19.462,18.967,19.21,19.068,18.9325,18.85,4.195,5.22,5.98,6.97,7.515,8.005,8.2725,0.7225,0.8175,0.945,1.115,1.29,1.43,1.5375,7.44,9.4975,11.1325,13.1525,14.6975,15.775,16.755,2.205,3.0925,3.9325,4.7875,5.26,5.7475,6.17,38.5,138.08,258.33,376.8,612.51,865.23,1082.6
2011-11-17,1.7795,1.7644,1.7885,1.775,19.7925,19.15,19.26,19.167,19.005,18.8475,18.72,4.38,5.0375,6.0425,6.73,7.3125,7.67,7.955,0.735,0.785,0.955,1.0825,1.25,1.375,1.4725,7.7675,9.1825,11.2575,12.7175,14.13,15.12,16.0025,2.155,3.055,3.97,4.8225,5.315,5.825,6.255,38.5,137.5,259.5,352.5,614.72,866.17,1091.38
2011-11-18,1.7865,1.7662,1.7884,1.7707,19.3975,19.18,19.035,18.952,18.75,18.62,18.53,4.2,5.055,6.005,6.675,7.06,6.715,7.7725,0.7275,0.7975,0.9575,1.08,1.2025,1.12,1.4475,7.4475,9.1925,11.1725,12.6125,13.7375,14.44,15.63,2.1075,3.0575,3.79,4.665,5.2875,5.5525,6.2325,39.5,140.18,255.46,354.96,599.91,857.52,1080.19
2011-11-21,1.8069,1.7924,1.8186,1.7924,21.64,20.997,20.56,20.135,19.87,19.75,19.67,4.425,5.8775,6.46,6.9875,7.435,7.87,8.25,0.685,0.87,1.0025,1.1225,1.275,1.415,1.5425,7.9,10.6825,12.0175,13.2,14.425,15.53,16.5575,1.915,2.95,3.685,4.5875,5.1575,5.5325,5.845,39.5,132.64,242.19,363.01,617.07,875,1123.99
2011-11-22,1.8183,1.7985,1.8281,1.8046,20.885,20.8,20.325,20.182,20.063,19.9625,19.878,4.425,5.7275,6.395,6.945,7.435,7.87,8.3925,0.69,0.8425,0.99,1.11,1.2775,1.4175,1.585,7.9,10.4175,11.8975,13.1125,14.405,15.495,16.55,1.89,2.91,3.6475,4.57,5.1725,5.5575,5.91,40.58,135.99,264.66,369.66,626.66,875,1117.66
2011-11-23,1.8662,1.821,1.8743,1.821,24.1725,22.695,22.065,21.972,21.535,21.35,21.24,4.835,6.35,6.79,7.4225,7.8875,8.255,8.365,0.7475,0.9425,1.02,1.1425,1.33,1.5,1.59,8.575,11.815,13.3275,14.5,15.765,16.5725,17.12,2.275,2.8075,3.52,4.4625,4.7975,5.255,5.6025,40.5,135.08,284.57,375.44,646.35,875,1136.52
2011-11-24,1.898,1.8488,1.9033,1.8582,25.93,23.33,22.502,21.93,21.257,21.11,20.965,6,6.4925,6.9275,7.425,8.1125,8.6075,9.02,0.82,0.9,1.0575,1.2075,1.3675,1.5125,1.645,10.8,11.695,12.7375,13.8375,15.4075,16.655,17.865,1.32,2.875,3.5725,4.5325,5.4125,5.7325,5.9875,34.07,134.27,255.39,349.64,610,875,1095
2011-11-25,1.8917,1.8746,1.9164,1.9105,26.43,24.24,23.857,23.197,22.442,22.165,21.967,6.08,6.99,7.445,7.9125,8.515,9.01,9.53,0.81,0.9875,1.1225,1.2475,1.43,1.615,1.805,10.7475,12.73,13.8925,14.9875,16.5425,17.7225,18.8375,1.715,2.79,3.5475,4.4725,5.0475,5.38,5.64,32.43,139.8,244,352,595.77,873.77,1088.01
2011-11-28,1.8547,1.8494,1.8703,1.8567,23.6,23.615,22.74,22.057,21.565,21.28,21.108,5.435,6.625,7.1475,7.63,8.21,8.43,8.635,0.805,0.955,1.0975,1.2075,1.38,1.5,1.61,9.72,12.0525,13.3125,14.4225,15.9375,16.675,17.3475,1.7725,2.89,3.615,4.5025,5.0775,5.4725,5.835,30.57,133.78,249,336.5,596.33,835.74,1035.34
2011-11-29,1.8454,1.8336,1.8538,1.8349,23.015,22.655,22.132,21.612,21.155,20.99,20.86,5.07,6.0975,6.6825,7.1625,7.665,7.97,8.2975,0.78,0.9,1.05,1.1625,1.3125,1.435,1.56,9.0525,11.095,12.4425,13.5225,14.87,15.77,16.6825,1.84,2.89,3.51,4.4425,5.0475,5.445,5.775,36,145.14,253.5,352.48,595,845.38,1036
2011-11-30,1.8085,1.795,1.8505,1.8481,22.2875,20.767,20.38,20.095,19.847,19.715,19.625,4.58,5.705,6.26,6.6925,7.21,7.56,7.8525,0.765,0.8825,1.0225,1.1175,1.2475,1.37,1.475,8.12,10.3825,11.6275,12.66,14.0125,14.94,15.8725,2.04,2.935,3.555,4.475,5.0225,5.405,5.7,29.53,134.68,256.76,342.9,585.16,804.7,982.03
2011-12-01,1.8001,1.782,1.8109,1.8054,22.685,20.137,19.887,19.72,19.48,19.3475,19.265,4.715,5.7325,6.235,6.7275,7.02,7.31,7.5975,0.8375,0.9025,1.03,1.13,1.2225,1.33,1.4325,8.3425,10.42,11.5675,12.71,13.6425,14.48,15.34,2.2525,2.9775,3.5675,4.4775,5.0425,5.4325,5.7525,29.5,139.5,273.5,349.5,595.08,824.8,1025.08
2011-12-02,1.7907,1.7776,1.8025,1.7964,19.775,18.807,19.17,19.237,19.327,19.365,19.375,4.455,5.745,6.275,6.8125,7.04,7.32,7.6125,0.775,0.9075,1.0425,1.14,1.2325,1.3375,1.44,7.895,10.435,11.615,12.855,13.6525,14.4725,15.3125,2.035,2.885,3.51,4.4175,5.0275,5.4275,5.76,31.84,135.5,258.56,342.16,589.99,825.6,1040.93
2011-12-05,1.7859,1.7758,1.7938,1.7837,18.345,18.482,18.66,18.627,18.975,19.065,19.11,4.145,5.795,6.2875,6.7275,7.1225,7.375,7.5975,0.71,0.905,1.0425,1.13,1.2375,1.34,1.43,7.4375,10.51,11.61,12.7,13.7925,14.52,15.2575,1.7225,2.88,3.43,4.315,5.0325,5.4475,5.8,30.55,141,253.5,340,603.84,828.34,1052.54
2011-12-06,1.7915,1.7774,1.7993,1.7785,18.8575,18.205,18.242,18.515,18.802,18.9175,18.98,4.51,5.7525,6.175,6.6925,6.825,7.245,7.4625,0.785,0.9025,1.0225,1.1125,1.17,1.325,1.415,8.03,10.485,11.44,12.775,13.5075,14.295,15.0225,1.92,2.8625,3.385,4.3275,4.9775,5.4425,5.7925,31.06,139.85,267.38,359.85,617.21,859.3,1114.24
2011-12-07,1.7996,1.7875,1.8037,1.7996,18.85,18.087,18.285,18.417,18.74,18.8525,18.915,4.57,5.745,6.2925,6.8375,7.0325,7.26,7.6475,0.79,0.8975,1.0475,1.1575,1.235,1.33,1.47,8.1125,10.42,11.5975,12.825,13.5525,14.265,15.0625,1.905,2.8475,3.4275,4.36,5.0575,5.4675,5.86,30.94,133.9,264.5,356.13,620.89,861.58,1121.5
2011-12-08,1.8243,1.7818,1.8258,1.7978,20.645,18.982,19.087,19.132,19.243,19.3875,19.448,4.765,5.915,6.4125,6.9275,7.1425,7.395,7.585,0.8,0.91,1.0525,1.1575,1.2425,1.3475,1.43,8.47,10.735,11.885,13.075,13.83,14.5175,15.22,1.885,2.845,3.4025,4.3275,5.06,5.465,5.8075,35.23,152.38,282.38,358.5,642.38,919.23,1172.38
2011-12-09,1.7981,1.7976,1.8301,1.8301,20.565,19.542,19.585,19.535,19.477,19.64,19.69,5.18,6.09,6.5125,6.9925,7.12,7.41,7.6425,0.9,0.935,1.0675,1.18,1.24,1.35,1.4425,9.165,11.03,12.02,13.14,13.725,14.485,15.2325,2.025,2.945,3.435,4.3575,5.0925,5.5275,5.895,36.09,153.38,277.07,362.03,649.25,916.89,1162.47
2011-12-12,1.844,1.8136,1.8471,1.8188,21.1075,20.487,20.42,20.267,20.15,20.16,20.125,4.525,6.295,6.73,7.2525,7.5625,7.9075,7.95,0.7375,0.9375,1.07,1.1875,1.3025,1.45,1.5025,8.085,11.455,12.5175,13.69,14.6275,15.325,15.9075,1.795,2.7675,3.385,4.3125,4.9825,5.4475,5.765,37,159,271,363,635,930,1179.53
2011-12-13,1.8638,1.8337,1.8692,1.8377,21.745,21.12,20.957,20.935,20.815,20.815,20.778,5.05,6.8525,7.2225,7.6875,7.96,8.09,8.2075,0.81,1.0225,1.15,1.2575,1.3725,1.4625,1.545,9.0225,12.435,13.4275,14.4975,15.405,15.91,16.42,1.765,2.755,3.4,4.41,5.0775,5.43,5.78,32.88,148.08,272.5,371.48,657.8,943.27,1192.73
2011-12-14,1.8799,1.8631,1.8848,1.8633,24.515,21.92,21.555,21.417,21.217,21.1625,21.103,6.855,7.4225,7.77,8.075,8.3125,8.49,8.5025,1.0275,1.105,1.2375,1.31,1.4225,1.5325,1.5925,12.0475,13.4575,14.44,15.335,16.1925,16.6875,17.14,2.0175,2.8025,3.3625,4.3325,4.995,5.36,5.6975,34,142,282,359.49,659.89,920,1214.5
2011-12-15,1.8602,1.8532,1.8753,1.8689,22.06,21.052,21.03,20.875,20.757,20.75,20.715,6.33,7.235,7.665,8.0775,8.33,8.455,8.7325,0.9525,1.085,1.2275,1.32,1.435,1.53,1.665,11.1625,13.145,14.25,15.2475,16.12,16.625,17.1925,1.785,2.73,3.3175,4.2975,4.9675,5.315,5.69,36.65,148,270.97,348.54,656.13,939.94,1210.5
2011-12-16,1.8513,1.8407,1.8636,1.8498,18.1125,18.982,19.35,19.692,19.91,19.9125,19.905,5.8875,6.975,7.4125,7.9975,8.295,8.415,8.5225,1.0825,1.045,1.1475,1.3275,1.44,1.53,1.6125,10.2725,12.9875,14.2425,15.12,16.0825,16.57,17.07,1.54,2.58,3.1825,4.2325,4.8975,5.2425,5.5925,29,144,257.46,351.03,648.73,934.1,1229.13
2011-12-19,1.8673,1.8525,1.8717,1.8525,17.155,18.997,19.3,19.357,19.79,20.025,20.142,6.155,7.23,7.495,8.0775,8.24,8.24,8.4075,0.845,1.13,1.1725,1.3625,1.43,1.49,1.6,10.105,13.095,14.2725,15.1675,15.855,16.145,16.5275,1.105,2.5625,3.07,4.085,4.9275,5.335,5.77,29.48,138,269.57,338,663.82,923.62,1220.42
2011-12-20,1.846,1.8387,1.8633,1.8546,16.885,18.355,18.87,19.035,19.412,19.6225,19.735,6.415,7.115,7.53,8.0025,8.17,8.22,8.24,1.135,1.1,1.2025,1.3425,1.4175,1.49,1.555,10.815,13.2025,14.3425,15.1325,15.845,16.18,16.52,1.04,2.405,3.0075,4.1275,4.9025,5.29,5.67,27.56,125,240,357.5,637.5,925,1194.37
2011-12-21,1.8597,1.8412,1.8619,1.8464,15.6525,17.822,18.42,18.827,19.175,19.365,19.468,6.0275,7.1725,7.585,7.9175,8.15,8.2025,8.2625,0.73,1.1425,1.2825,1.33,1.4525,1.53,1.6075,10.6225,12.965,14.1225,14.9725,15.805,16.175,16.565,1.8125,2.4325,3.0075,4.1525,4.8725,5.1075,5.3525,26.05,114.53,230.5,333,636.12,918.16,1190.28
2011-12-22,1.856,1.849,1.864,1.853,15.2925,17.673,18.41,18.802,19.082,19.385,19.557,5.9925,7.1125,7.5475,7.8775,8.11,8.195,8.405,0.705,1.135,1.2775,1.32,1.4425,1.53,1.65,10.6175,12.905,14.0825,14.9325,15.7575,16.14,16.5925,1.88,2.4625,3.045,4.17,4.8925,5.1275,5.385,21,125,235.44,330,642.46,933.97,1205.77
2011-12-23,1.8571,1.8461,1.8635,1.8506,13.445,17.24,17.882,18.357,18.917,19.2225,19.4,5.375,6.95,7.455,7.5575,8.065,8.16,8.19,0.655,1.18,1.2875,1.2125,1.4825,1.555,1.615,9.69,12.69,13.9075,14.8725,15.6775,16.08,16.4575,1.825,2.1875,2.9275,3.8625,4.4925,4.8375,5.165,26.5,127.34,236.51,337,664.87,940.09,1195.07
2011-12-26,1.8582,1.8517,1.8602,1.8538,13.7125,17.033,17.785,18.272,18.86,19.13,19.245,5.56,6.89,7.4375,7.6125,8.09,8.1625,8.55,0.63,1.17,1.285,1.2475,1.4975,1.565,1.7275,9.96,12.5275,13.815,14.86,15.6275,16.005,16.5125,1.825,2.1425,2.8775,3.7625,4.435,4.7925,5.19,28.21,127.69,236.42,341.62,663.63,984.65,1241.79
2011-12-27,1.8605,1.854,1.8618,1.8552,12.705,16.8,17.65,18.232,18.795,19.1625,19.34,5.5975,6.9325,7.4425,7.34,7.8,8.155,8.32,0.625,1.1875,1.2925,1.16,1.4225,1.565,1.675,10.0275,12.6,13.8425,14.7725,15.4875,15.9675,16.405,1.88,2.105,2.8525,3.7,4.3525,4.76,5.15,19.75,127.59,231.89,342.74,652.15,952.55,1252.85
2011-12-28,1.8736,1.8551,1.8863,1.8551,14.34,17.337,17.75,18.522,18.702,19.035,19.2,6.0575,7.1025,7.33,7.625,8.1375,8.22,8.2425,0.7525,1.2125,1.195,1.2025,1.5025,1.57,1.6275,10.7025,12.915,13.935,15.0525,15.76,16.145,16.5125,1.9575,2.1675,2.8675,3.855,4.4425,4.8025,5.1375,41,124,235,354.5,653.86,955.84,1245.88
2011-12-29,1.8669,1.8644,1.8864,1.8741,12.5575,17.275,17.89,18.438,18.655,18.88,18.995,6.055,7.1625,7.37,7.5925,8.1125,8.1925,8.255,0.755,1.165,1.1975,1.2125,1.4925,1.565,1.6325,10.595,12.7875,14.0025,14.9625,15.7275,16.1275,16.5375,1.9075,2.205,2.945,3.8825,4.4675,4.8175,5.1525,32,151.88,248.76,357.69,672.63,973.68,1274.43
2011-12-30,1.8668,1.8668,1.8669,1.8669,12.0875,17.037,17.688,18.362,18.705,18.915,19.015,4.915,6.84,7.2225,7.8475,8.06,8.1375,8.1925,0.605,1.0825,1.16,1.345,1.4725,1.545,1.6125,8.7425,12.045,13.53,14.705,15.5875,16.03,16.4225,1.905,2.33,3.025,3.9625,4.54,4.8775,5.2075,34,145,252,369.5,675.8,970.8,1282.8
2012-01-02,1.8714,1.8574,1.875,1.8618,12.0175,16.992,17.735,18.442,18.66,18.88,18.965,5.2675,6.835,7.1675,7.4725,8.065,8.1325,8.52,0.585,1.0825,1.1475,1.1675,1.4975,1.565,1.7275,9.34,12.0625,13.525,14.7225,15.5375,15.945,16.4475,1.905,2.2375,2.9325,3.8025,4.4325,4.7925,5.19,30.76,142.03,250.65,361.72,679.42,969.72,1282.16
