Fecha,"EURUSD Curncy PX_LAST","EURUSD Curncy PX_LOW","EURUSD Curncy PX_HIGH","EURUSD Curncy PX_OPEN","EURUSDV1W Curncy PX_LAST","EURUSDV1M Curncy PX_LAST","EURUSDV2M Curncy PX_LAST","EURUSDV3M Curncy PX_LAST","EURUSDV6M Curncy PX_LAST","EURUSDV9M Curncy PX_LAST","EURUSDV1Y Curncy PX_LAST","EURUSD25R1W Curncy PX_LAST","EURUSD25R1M Curncy PX_LAST","EURUSD25R2M Curncy PX_LAST","EURUSD25R3M Curncy PX_LAST","EURUSD25R6M Curncy PX_LAST","EURUSD25R9M Curncy PX_LAST","EURUSD25R1Y Curncy PX_LAST","EURUSD25B1W Curncy PX_LAST","EURUSD25B1M Curncy PX_LAST","EURUSD25B2M Curncy PX_LAST","EURUSD25B3M Curncy PX_LAST","EURUSD25B6M Curncy PX_LAST","EURUSD25B9M Curncy PX_LAST","EURUSD25B1Y Curncy PX_LAST","EURUSD10R1W Curncy PX_LAST","EURUSD10R1M Curncy PX_LAST","EURUSD10R2M Curncy PX_LAST","EURUSD10R3M Curncy PX_LAST","EURUSD10R6M Curncy PX_LAST","EURUSD10R9M Curncy PX_LAST","EURUSD10R1Y Curncy PX_LAST","EURUSD10B1W Curncy PX_LAST","EURUSD10B1M Curncy PX_LAST","EURUSD10B2M Curncy PX_LAST","EURUSD10B3M Curncy PX_LAST","EURUSD10B6M Curncy PX_LAST","EURUSD10B9M Curncy PX_LAST","EURUSD10B1Y Curncy PX_LAST","EUR1W Curncy PX_LAST","EUR1M Curncy PX_LAST","EUR2M Curncy PX_LAST","EUR3M Curncy PX_LAST","EUR6M Curncy PX_LAST","EUR9M Curncy PX_LAST","EUR12M Curncy PX_LAST"
2011-01-19,1.3473,1.3369,1.3539,1.3387,12.3,12.685,12.78,12.865,13.1775,13.3125,13.4175,-0.3175,-0.85,-1.075,-1.2825,-1.555,-1.685,-1.7925,0.2225,0.215,0.27,0.3375,0.4675,0.535,0.585,-0.565,-1.565,-1.99,-2.38,-2.98,-3.265,-3.465,0.725,0.665,0.845,1.09,1.59,1.795,1.91,-0.85,-3.33,-5.8,-9.83,-23.85,-41.05,-60.39
2011-01-20,1.3473,1.3396,1.3523,1.3473,12.79,12.56,12.885,13.08,13.2925,13.4325,13.5175,-0.5125,-1.07,-1.235,-1.4125,-1.65,-1.745,-1.8375,0.2225,0.215,0.27,0.3425,0.465,0.5225,0.5725,-0.925,-1.945,-2.265,-2.585,-3.095,-3.305,-3.47,0.705,0.65,0.825,1.105,1.585,1.78,1.89,-1.15,-4.15,-7.6,-11.85,-27.65,-46.1,-66.79
2011-01-21,1.3621,1.3449,1.3626,1.3473,11.84,11.86,12.32,12.555,12.8575,13.0875,13.1625,-0.5425,-0.975,-1.145,-1.3375,-1.6375,-1.7375,-1.83,0.1825,0.22,0.275,0.3475,0.475,0.545,0.5925,-1.05,-1.785,-2.125,-2.465,-3.11,-3.34,-3.49,0.76,0.665,0.85,1.11,1.61,1.83,1.93,-1.25,-4.35,-8.05,-13.15,-31.35,-53,-78.17
2011-01-24,1.3638,1.3541,1.3686,1.3607,11.31,11.945,12.285,12.49,12.8025,12.9725,13.1225,-0.5325,-0.91,-1.105,-1.2925,-1.6075,-1.7075,-1.785,0.1925,0.22,0.275,0.3425,0.47,0.5425,0.5875,-1.015,-1.66,-2.045,-2.375,-3.045,-3.27,-3.405,0.775,0.66,0.84,1.115,1.615,1.825,1.92,-1.18,-4.2,-7.81,-11.87,-29.05,-49.27,-71.85
2011-01-25,1.3681,1.3573,1.3704,1.3638,11.45,11.81,12.08,12.23,12.6025,12.8125,12.9425,-0.5725,-0.91,-1.115,-1.2975,-1.6025,-1.6925,-1.7775,0.1875,0.215,0.27,0.3325,0.4675,0.5325,0.5775,-1.015,-1.675,-2.055,-2.385,-3.04,-3.27,-3.41,0.7,0.65,0.83,1.085,1.6,1.79,1.89,-1.75,-6,-10.41,-15.16,-32.7,-53.85,-77.25
2011-01-26,1.3713,1.3641,1.3722,1.3682,10.525,11.295,11.67,11.815,12.3325,12.5475,12.6925,-0.5725,-0.97,-1.17,-1.3325,-1.6225,-1.71,-1.8,0.1875,0.22,0.275,0.3475,0.4675,0.53,0.5725,-1.025,-1.79,-2.155,-2.475,-3.075,-3.28,-3.44,0.61,0.665,0.845,1.115,1.63,1.81,1.9,-1.51,-5.58,-9.7,-14.65,-32.85,-55.55,-81.94
2011-01-27,1.3734,1.3637,1.3758,1.3713,10.73,11.385,11.76,11.95,12.495,12.69,12.8325,-0.7475,-1.145,-1.31,-1.48,-1.755,-1.835,-1.925,0.2075,0.215,0.285,0.335,0.465,0.53,0.5725,-1.335,-2.11,-2.43,-2.74,-3.355,-3.5325,-3.6675,0.67,0.65,0.86,1.085,1.58,1.77,1.8475,-1.43,-4.88,-9.75,-14.76,-34.55,-59.73,-87.92
2011-01-28,1.3611,1.3584,1.3746,1.3734,12.14,11.7,12.09,12.32,12.695,12.9225,13.0825,-0.9975,-1.355,-1.4825,-1.615,-1.8425,-1.9075,-1.9925,0.1875,0.22,0.2825,0.345,0.46,0.5175,0.5575,-1.775,-2.495,-2.735,-2.99,-3.4725,-3.64,-3.77,0.66,0.645,0.85,1.105,1.58,1.75,1.835,-1.5,-4.45,-9.3,-14.65,-34.79,-59.5,-87.82
2011-01-31,1.3694,1.3571,1.374,1.3588,11.94,11.875,12.365,12.54,12.9275,13.1175,13.2475,-0.9975,-1.365,-1.555,-1.68,-1.88,-1.9525,-2.0375,0.2225,0.23,0.285,0.35,0.46,0.525,0.575,-1.785,-2.5,-2.845,-3.085,-3.54,-3.715,-3.845,0.71,0.695,0.89,1.11,1.5675,1.745,1.86,-1.6,-4.94,-10.2,-15.27,-35.99,-61.5,-90.61
2011-02-01,1.3829,1.369,1.3843,1.3694,11.005,11.505,11.96,12.335,12.7375,12.9575,13.0925,-1.0975,-1.35,-1.505,-1.64,-1.86,-1.94,-2.0225,0.2225,0.23,0.285,0.35,0.46,0.53,0.58,-1.81,-2.455,-2.765,-3,-3.5075,-3.7,-3.815,0.78,0.69,0.9,1.115,1.575,1.775,1.895,-1.34,-4.6,-9.75,-14.76,-36.44,-62.8,-92.45
2011-02-02,1.3811,1.3767,1.3862,1.3829,11.47,11.575,11.94,12.08,12.6525,12.9225,13.0775,-0.98,-1.3475,-1.4925,-1.5975,-1.775,-1.8275,-1.895,0.215,0.2275,0.2825,0.3425,0.4425,0.4775,0.51,-1.74,-2.53,-2.815,-3.015,-3.405,-3.535,-3.63,0.69,0.71,0.915,1.145,1.6175,1.72,1.8,-1.12,-4.48,-9.74,-15.16,-37.35,-64.6,-95.38
2011-02-03,1.3634,1.3609,1.3826,1.3811,11.81,11.8,12.085,12.255,12.71,12.9475,13.1025,-1.0775,-1.3925,-1.525,-1.6425,-1.8425,-1.915,-1.9975,0.1725,0.2425,0.3,0.3575,0.46,0.525,0.575,-1.9,-2.575,-2.815,-3.035,-3.4725,-3.655,-3.795,0.64,0.69,0.88,1.115,1.5875,1.78,1.885,-1.18,-4.24,-9.35,-14.78,-34.7,-57.95,-82.9
2011-02-04,1.3581,1.3544,1.3677,1.3634,11.045,11.51,11.69,11.89,12.3825,12.6525,12.8125,-1.0475,-1.3475,-1.5,-1.6175,-1.815,-1.89,-1.975,0.2075,0.2375,0.29,0.3575,0.4625,0.5275,0.5775,-1.825,-2.485,-2.74,-2.98,-3.3975,-3.575,-3.695,0.735,0.68,0.885,1.12,1.5925,1.78,1.89,-1.24,-4.13,-9.1,-14.2,-34.4,-58.9,-85.15
2011-02-07,1.3583,1.3509,1.3627,1.3571,10.7475,11.3575,11.705,11.8225,12.3525,12.5875,12.7475,-0.96,-1.3175,-1.465,-1.6125,-1.805,-1.8825,-1.965,0.205,0.2325,0.285,0.3475,0.455,0.52,0.57,-1.64,-2.405,-2.695,-2.975,-3.3925,-3.5725,-3.695,0.735,0.675,0.88,1.1,1.565,1.755,1.87,-1.2,-3.81,-8.67,-13.45,-31.9,-54.5,-78.88
2011-02-08,1.3625,1.3572,1.3689,1.3583,10.175,10.91,11.325,11.555,12.035,12.3275,12.5225,-0.7575,-1.0175,-1.28,-1.5075,-1.7125,-1.7925,-1.9025,0.1825,0.2125,0.275,0.3275,0.435,0.495,0.53,-1.33,-1.865,-2.375,-2.8,-3.2925,-3.485,-3.665,0.595,0.655,0.865,1.03,1.455,1.65,1.75,-1.6,-4.97,-10.1,-15.1,-35.6,-60.48,-86.15
2011-02-09,1.3733,1.3611,1.3744,1.3625,10.15,10.8,11.265,11.435,11.9825,12.3025,12.4925,-0.7775,-1,-1.2625,-1.4725,-1.695,-1.7925,-1.8925,0.2275,0.22,0.2725,0.3275,0.4375,0.495,0.53,-1.385,-1.825,-2.265,-2.63,-3.1775,-3.39,-3.51,0.74,0.66,0.87,1.045,1.4725,1.66,1.765,-1.85,-4.9,-10.34,-15.54,-36.6,-63.25,-90.98
2011-02-10,1.3603,1.3577,1.3736,1.3733,10.61,11.05,11.335,11.6,12.17,12.455,12.6625,-0.8525,-1.09,-1.2925,-1.4875,-1.705,-1.805,-1.8925,0.1975,0.215,0.2725,0.3225,0.44,0.495,0.5325,-1.535,-2.035,-2.385,-2.735,-3.255,-3.45,-3.595,0.635,0.66,0.86,1.03,1.475,1.655,1.7575,-1.43,-4.31,-9.37,-15.01,-35.43,-60.15,-87.05
2011-02-11,1.3554,1.3497,1.3621,1.3603,10.1175,10.955,11.355,11.605,12.2575,12.525,12.6975,-0.905,-1.145,-1.32,-1.5575,-1.755,-1.845,-1.9325,0.175,0.225,0.28,0.3375,0.445,0.49,0.5225,-1.78,-2.14,-2.445,-2.87,-3.3375,-3.53,-3.6625,0.73,0.655,0.86,1.06,1.48,1.65,1.7525,-1.25,-4.05,-9.05,-14.6,-34.58,-57.85,-82.73
2011-02-14,1.3489,1.3428,1.3559,1.3553,10.17,11.05,11.45,11.67,12.27,12.53,12.7025,-0.9525,-1.155,-1.335,-1.57,-1.76,-1.835,-1.9225,0.1825,0.225,0.275,0.34,0.44,0.48,0.5125,-1.53,-2.165,-2.47,-2.905,-3.3475,-3.505,-3.6375,0.635,0.65,0.85,1.06,1.4775,1.635,1.7375,-1.21,-4.05,-9.45,-14.53,-34.3,-57.91,-82.43
2011-02-15,1.3487,1.3462,1.3551,1.3489,9.975,10.925,11.345,11.62,12.13,12.445,12.6425,-0.7625,-1.13,-1.33,-1.565,-1.7725,-1.845,-1.9425,0.2125,0.22,0.28,0.33,0.45,0.5,0.5375,-1.375,-2.13,-2.46,-2.9,-3.39,-3.555,-3.695,0.67,0.665,0.875,1.05,1.485,1.665,1.7675,-1.13,-4.16,-9.51,-14.56,-35.22,-59.57,-84.75
2011-02-16,1.3569,1.3463,1.3588,1.3487,9.62,10.69,11.025,11.255,11.8325,12.105,12.3325,-0.7275,-1.1225,-1.295,-1.54,-1.72,-1.785,-1.8875,0.1975,0.2125,0.255,0.325,0.405,0.445,0.4825,-1.385,-2.085,-2.37,-2.83,-3.23,-3.38,-3.535,0.625,0.635,0.805,1.015,1.375,1.5,1.6325,-0.94,-4.15,-9.28,-14.67,-35.09,-59.65,-86.03
2011-02-17,1.3609,1.3537,1.3619,1.3569,9.58,10.705,10.9875,11.26,11.76,12.085,12.2775,-0.6575,-1.0875,-1.275,-1.505,-1.6975,-1.775,-1.8825,0.2175,0.2125,0.2575,0.32,0.4,0.445,0.48,-1.25,-2.03,-2.305,-2.72,-3.21,-3.36,-3.4975,0.695,0.645,0.82,1.005,1.375,1.505,1.6225,-0.9,-4.05,-9.53,-14.54,-34.85,-59.5,-85.4
2011-02-18,1.3693,1.3546,1.3715,1.3609,9.545,10.375,10.6575,11.025,11.59,11.915,12.0875,-0.595,-1.0625,-1.27,-1.5,-1.705,-1.79,-1.8825,0.165,0.2125,0.26,0.32,0.41,0.445,0.4825,-1.18,-1.975,-2.31,-2.73,-3.2275,-3.38,-3.5275,0.6,0.64,0.82,1.01,1.375,1.515,1.6175,-0.58,-3.84,-9.15,-13.96,-35.55,-62.84,-92.09
2011-02-21,1.3678,1.3647,1.3716,1.3702,9.39,10.43,10.8675,11.1,11.67,11.98,12.1675,-0.59,-0.9675,-1.195,-1.44,-1.6475,-1.745,-1.83,0.185,0.2125,0.27,0.335,0.395,0.415,0.4325,-1.085,-1.83,-2.255,-2.74,-3.1925,-3.385,-3.53,0.59,0.65,0.85,1.08,1.395,1.51,1.5875,-0.5,-3.93,-9,-13.93,-37.23,-65.85,-97.24
2011-02-22,1.365,1.3525,1.3704,1.3678,10.45,10.905,11.1375,11.365,11.8575,12.12,12.2925,-0.82,-1.1225,-1.3175,-1.51,-1.74,-1.82,-1.905,0.185,0.2125,0.265,0.315,0.41,0.455,0.485,-1.41,-2.04,-2.43,-2.78,-3.2975,-3.485,-3.61,0.595,0.645,0.82,1.015,1.3775,1.52,1.6225,-0.85,-4.36,-9.75,-15.01,-39.59,-69.89,-101.81
2011-02-23,1.3749,1.3649,1.3787,1.365,10.475,10.845,11.1075,11.245,11.7275,12.08,12.2775,-0.665,-1.0325,-1.2875,-1.465,-1.695,-1.79,-1.8775,0.18,0.2125,0.2625,0.32,0.405,0.45,0.485,-1.205,-1.9,-2.35,-2.685,-3.1925,-3.375,-3.5075,0.67,0.65,0.825,1.025,1.3875,1.525,1.6325,-0.85,-4.73,-10.25,-16.15,-41.55,-72.55,-107
2011-02-24,1.38,1.3705,1.3821,1.3749,10.755,11.06,11.2575,11.665,12.015,12.345,12.54,-0.63,-1.0575,-1.3075,-1.515,-1.7475,-1.815,-1.8725,0.19,0.2075,0.2575,0.32,0.405,0.445,0.4775,-1.115,-1.94,-2.405,-2.785,-3.27,-3.42,-3.53,0.595,0.625,0.795,1.005,1.3675,1.5,1.6075,-0.73,-4.98,-10.06,-16.6,-42.88,-74.43,-108.47
2011-02-25,1.3754,1.3724,1.3838,1.38,10.6725,10.725,10.9925,11.235,11.94,12.25,12.4825,-0.6,-1.0125,-1.2675,-1.495,-1.7175,-1.795,-1.8775,0.16,0.2125,0.2675,0.33,0.415,0.46,0.4825,-1.085,-1.835,-2.34,-2.76,-3.24,-3.43,-3.5625,0.955,0.65,0.83,1.025,1.3925,1.535,1.6375,-0.78,-5.16,-10.35,-16.57,-42.61,-73.9,-107.31
2011-02-28,1.3806,1.3712,1.3856,1.3751,10.235,10.69,10.845,11.085,11.785,12.135,12.375,-0.5475,-0.9,-1.155,-1.42,-1.67,-1.775,-1.85,0.2125,0.21,0.26,0.32,0.395,0.445,0.465,-0.97,-1.635,-2.11,-2.6,-3.13,-3.36,-3.49,0.68,0.645,0.825,1,1.37,1.51,1.605,-0.78,-5.65,-10.5,-16.81,-42.95,-75.03,-108.88
2011-03-01,1.3777,1.3763,1.3855,1.3806,10.3425,10.605,10.785,11.01,11.79,12.14,12.3625,-0.5625,-0.9125,-1.13,-1.385,-1.67,-1.77,-1.855,0.2125,0.2175,0.27,0.34,0.4025,0.4425,0.4625,-1.02,-1.65,-2.07,-2.53,-3.1025,-3.3175,-3.4675,0.955,0.65,0.83,1.04,1.395,1.525,1.6225,-0.81,-5.16,-10.21,-16.46,-43.4,-75.4,-110.66
2011-03-02,1.3866,1.3744,1.3891,1.3777,10.5275,10.71,10.825,11.285,11.96,12.2775,12.505,-0.59,-0.8875,-1.12,-1.3775,-1.695,-1.795,-1.8725,0.195,0.2225,0.2675,0.3375,0.405,0.445,0.4725,-1.08,-1.625,-2.055,-2.54,-3.16,-3.3725,-3.5325,0.905,0.645,0.815,1.035,1.385,1.52,1.6375,-0.8,-4.93,-9.91,-16.52,-42.47,-73.96,-108.63
2011-03-03,1.3969,1.3833,1.3974,1.3866,9.9725,10.505,10.7675,11.215,11.81,12.215,12.4725,-0.6075,-0.8475,-1.0875,-1.3325,-1.65,-1.735,-1.8225,0.4425,0.2075,0.2625,0.3275,0.39,0.43,0.455,-1.11,-1.515,-1.995,-2.445,-3.0675,-3.27,-3.4225,0.89,0.635,0.81,1.015,1.3525,1.49,1.6025,-1.4,-5.43,-12.35,-19.72,-52.76,-91.82,-133.95
2011-03-04,1.3987,1.3941,1.4008,1.3969,8.9975,9.965,10.235,10.73,11.5625,11.975,12.2375,-0.6025,-0.8175,-1.0675,-1.3025,-1.6425,-1.74,-1.8225,0.1775,0.2075,0.2675,0.3225,0.3975,0.445,0.4725,-1.055,-1.49,-1.95,-2.38,-3.0775,-3.285,-3.4325,0.67,0.655,0.82,1.005,1.36,1.51,1.6175,-1.5,-5.53,-12.55,-20.52,-52.55,-91.5,-133.35
2011-03-07,1.3968,1.3956,1.4036,1.399,8.9,9.915,10.0325,10.61,11.42,11.86,12.1525,-0.535,-0.7975,-1.0625,-1.2825,-1.6225,-1.7,-1.7775,0.17,0.2025,0.255,0.3075,0.385,0.435,0.4625,-1.035,-1.475,-1.955,-2.35,-3.0475,-3.225,-3.345,0.67,0.64,0.815,0.975,1.3275,1.455,1.5625,-1.67,-5.86,-12.85,-20.85,-52.75,-91.03,-132.42
2011-03-08,1.3905,1.3862,1.3989,1.3968,9.3,10.095,10.3675,10.825,11.6425,12.085,12.3625,-0.695,-0.9975,-1.255,-1.4325,-1.725,-1.8,-1.875,0.2,0.2125,0.2625,0.3175,0.4,0.435,0.47,-1.315,-1.84,-2.315,-2.635,-3.2475,-3.42,-3.545,0.63,0.645,0.83,1,1.3475,1.465,1.5725,-1.6,-5.27,-12.6,-20.73,-52.81,-90.9,-131.82
2011-03-09,1.3909,1.3856,1.3942,1.3905,9.38,10.02,10.2525,10.83,11.6275,12.08,12.3775,-0.965,-1.0325,-1.27,-1.4975,-1.7675,-1.84,-1.9175,0.195,0.2125,0.2675,0.3125,0.405,0.44,0.4775,-1.325,-1.88,-2.335,-2.76,-3.32,-3.495,-3.63,0.64,0.655,0.83,1,1.36,1.48,1.5875,-1.5,-5,-12.13,-21.02,-52,-90.1,-131.7
2011-03-10,1.3798,1.3775,1.3925,1.3909,10.155,10.245,10.675,11.095,11.86,12.275,12.545,-0.905,-1.2825,-1.4675,-1.6425,-1.8325,-1.8975,-1.9525,0.195,0.2075,0.2575,0.3025,0.3875,0.4275,0.4675,-1.635,-2.325,-2.685,-3.01,-3.425,-3.58,-3.68,0.625,0.635,0.82,0.98,1.32,1.44,1.555,-1.25,-4.55,-12.12,-19.1,-49.75,-87.49,-128.65
2011-03-11,1.3903,1.3752,1.3916,1.3798,9.86,10.33,10.87,11.24,12.075,12.485,12.745,-0.94,-1.295,-1.4525,-1.6575,-1.8625,-1.9425,-2.0075,0.185,0.22,0.2625,0.3175,0.3975,0.4475,0.4775,-1.665,-2.37,-2.665,-3.035,-3.49,-3.67,-3.81,0.685,0.67,0.82,1.005,1.365,1.49,1.595,-1.2,-4.58,-11.6,-18.86,-49.53,-86.46,-125.93
2011-03-14,1.3992,1.3905,1.4003,1.3973,9.125,10.2,10.655,11.1425,11.8575,12.33,12.585,-0.8,-1.165,-1.3625,-1.5725,-1.84,-1.9175,-1.9875,0.21,0.2325,0.27,0.3425,0.4125,0.4425,0.4775,-1.38,-2.1425,-2.5025,-2.89,-3.4275,-3.6075,-3.73,0.665,0.655,0.8225,1.04,1.395,1.515,1.615,-1.28,-5.48,-11.9,-19.68,-49.8,-86.41,-126.86
2011-03-15,1.3998,1.3855,1.4013,1.3992,10.13,10.69,11.12,11.425,12.24,12.625,12.835,-0.975,-1.335,-1.5,-1.71,-1.925,-1.995,-2.055,0.19,0.225,0.27,0.34,0.415,0.445,0.475,-1.77,-2.435,-2.76,-3.145,-3.605,-3.755,-3.875,0.605,0.645,0.815,1.025,1.375,1.495,1.605,-1.24,-5.12,-11.36,-18.52,-47.75,-83.19,-120.3
2011-03-16,1.39,1.3867,1.4002,1.3998,11.025,11.11,11.28,11.795,12.495,12.795,13.095,-1.03,-1.33,-1.535,-1.715,-1.895,-1.94,-1.985,0.195,0.21,0.255,0.31,0.36,0.39,0.4,-1.995,-2.51,-2.895,-3.26,-3.635,-3.78,-3.895,0.695,0.68,0.845,1.055,1.385,1.51,1.61,-1.18,-4.82,-11.3,-18.95,-44.86,-74.86,-108.61
2011-03-17,1.4021,1.3869,1.4053,1.39,10.815,11.095,11.3575,11.67,12.45,12.835,13.045,-1.1375,-1.3625,-1.58,-1.7575,-1.905,-1.95,-1.995,0.22,0.22,0.27,0.32,0.375,0.4,0.42,-2.1175,-2.545,-2.9825,-3.34,-3.67,-3.78,-3.865,1.0625,0.7,0.8925,1.0725,1.365,1.46,1.54,-1.22,-5.35,-12.85,-20.1,-48.49,-82.05,-119.63
2011-03-18,1.4182,1.3981,1.4185,1.4021,10.1775,10.3125,10.67,11.025,11.89,12.405,12.6975,-1.0775,-1.3025,-1.49,-1.71,-1.885,-1.955,-2.0225,0.49,0.2225,0.27,0.33,0.405,0.45,0.48,-1.9175,-2.38,-2.7325,-3.145,-3.5625,-3.72,-3.835,0.9875,0.6975,0.85,1.04,1.385,1.495,1.5975,-1.25,-6.85,-13.43,-21.05,-51.74,-88.55,-129.07
2011-03-21,1.4226,1.4139,1.424,1.4188,9.24,10.095,10.4075,10.845,11.76,12.27,12.5675,-0.89,-1.2875,-1.4725,-1.705,-1.88,-1.945,-2,0.225,0.2425,0.2875,0.355,0.415,0.4375,0.4625,-1.605,-2.375,-2.7275,-3.165,-3.565,-3.6925,-3.795,0.565,0.6825,0.855,1.0825,1.3925,1.495,1.6025,-1.32,-7.07,-13.74,-21.9,-53.6,-88.43,-134.43
2011-03-22,1.4196,1.4179,1.4249,1.4226,9.175,9.95,10.3,10.78,11.705,12.2,12.4875,-0.7925,-1.295,-1.485,-1.7275,-1.9075,-1.9725,-2.04,NULL,0.2275,0.2775,0.3525,0.43,0.4625,0.485,-1.4125,-2.37,-2.72,-3.175,-3.585,-3.74,-3.86,0.5725,0.66,0.8325,1.055,1.425,1.5425,1.635,-1.36,-7.07,-14.14,-22.5,-54.92,-92.7,-133.05
2011-03-23,1.4088,1.4085,1.4215,1.4196,10.25,10.365,10.6,11.12,11.97,12.37,12.655,-1.08,-1.385,-1.575,-1.815,-1.935,-2,-2.06,0.22,0.225,0.26,0.325,0.39,0.4275,0.465,-1.91,-2.515,-2.865,-3.31,-3.595,-3.745,-3.85,0.645,0.685,0.845,1.04,1.345,1.4525,1.575,-1.3,-6.78,-13.91,-22.75,-53.18,-90.2,-129.06
2011-03-24,1.4177,1.4054,1.422,1.4088,9.65,9.885,10.7175,11.1425,11.88,12.275,12.57,-1.0625,-1.3225,-1.5475,-1.765,-1.94,-2.005,-2.06,0.205,0.2375,0.2675,0.335,0.415,0.45,0.48,-1.9025,-2.425,-2.8375,-3.2475,-3.65,-3.805,-3.895,0.5775,0.6875,0.8425,1.045,1.39,1.505,1.605,-1.3,-6.93,-15.15,-22.95,-54.25,-90.53,-130.33
2011-03-25,1.4088,1.4055,1.4194,1.4177,10.91,10.11,10.755,11.105,11.96,12.3875,12.67,-1.235,-1.41,-1.585,-1.815,-1.965,-2.0325,-2.085,0.21,0.235,0.27,0.335,0.4,0.4275,0.465,-2.2,-2.575,-2.89,-3.32,-3.655,-3.7925,-3.88,0.595,0.695,0.855,1.055,1.35,1.455,1.58,-1.17,-7.02,-15.04,-23.1,-54.95,-92.2,-131.89
2011-03-28,1.4087,1.4021,1.4116,1.4028,10.015,10.0175,10.76,11.225,11.985,12.4275,12.69,-1.205,-1.3875,-1.62,-1.83,-1.9875,-2.0575,-2.1075,0.21,0.2325,0.27,0.33,0.405,0.4325,0.47,-2.13,-2.52,-2.95,-3.34,-3.7,-3.84,-3.94,0.585,0.6825,0.8475,1.045,1.355,1.465,1.585,-1.38,-7.4,-15.74,-24.13,-56.81,-94.13,-134.23
2011-03-29,1.4113,1.4047,1.4149,1.4087,9.52,9.8575,10.6525,11.0725,11.915,12.3925,12.665,-0.9,-1.3225,-1.585,-1.7825,-1.97,-2.035,-2.085,0.215,0.23,0.2675,0.3325,0.395,0.425,0.47,-1.59,-2.405,-2.885,-3.2575,-3.655,-3.7925,-3.88,0.62,0.685,0.8525,1.045,1.345,1.455,1.61,-1.4,-7.45,-16.27,-24.77,-57.57,-95.19,-135.24
2011-03-30,1.4127,1.4052,1.4148,1.4113,9.545,9.92,10.45,10.99,11.93,12.4,12.68,-0.855,-1.325,-1.555,-1.78,-1.975,-2.05,-2.1,0.205,0.23,0.28,0.345,0.43,0.465,0.49,-1.535,-2.415,-2.865,-3.275,-3.725,-3.88,-3.975,0.565,0.665,0.845,1.045,1.425,1.555,1.64,-1.09,-7.74,-15.85,-24.68,-58.22,-96.23,-135.51
2011-03-31,1.4158,1.4116,1.4233,1.4127,10.205,9.44,10.3325,10.845,11.6625,12.13,12.4225,-0.8975,-1.255,-1.5125,-1.7225,-1.9125,-1.9825,-2.035,0.1975,0.225,0.265,0.3275,0.3975,0.4325,0.4725,-1.64,-2.285,-2.7725,-3.1575,-3.585,-3.735,-3.8275,0.8475,0.68,0.845,1.035,1.35,1.455,1.5925,-0.86,-7.92,-17.15,-26.08,-59.23,-99,-140.42
2011-04-01,1.4237,1.4062,1.4246,1.4158,9.895,9.235,10.19,10.76,11.615,12.105,12.405,-0.835,-1.24,-1.4625,-1.685,-1.8775,-1.9525,-2.015,0.22,0.215,0.2675,0.33,0.4025,0.445,0.47,-1.47,-2.265,-2.665,-3.06,-3.545,-3.705,-3.78,0.63,0.655,0.825,1.025,1.375,1.5,1.605,-0.85,-7.74,-16.77,-25.86,-60.99,-103.08,-147.22
2011-04-04,1.4221,1.4193,1.4269,1.4233,9.165,9.1275,9.9525,10.4325,11.39,11.95,12.28,-0.8675,-1.2375,-1.47,-1.6725,-1.8575,-1.935,-1.9875,0.2025,0.235,0.2725,0.3325,0.41,0.4475,0.4775,-1.55,-2.2875,-2.675,-3.075,-3.5025,-3.68,-3.76,0.58,0.6675,0.8325,1.02,1.37,1.48,1.585,-1.01,-8.11,-17.1,-26.2,-62.43,-105.85,-153.74
2011-04-05,1.4223,1.4152,1.4246,1.4221,9.26,9.1925,9.9375,10.345,11.355,11.86,12.165,-0.8475,-1.2325,-1.4575,-1.69,-1.8675,-1.9475,-2.0075,0.215,0.2125,0.26,0.3275,0.4025,0.4525,0.4725,-1.5025,-2.2625,-2.65,-3.0725,-3.505,-3.71,-3.78,0.615,0.65,0.815,1.0025,1.365,1.505,1.585,-1.26,-9.01,-17.66,-27.35,-63.63,-108,-153.46
2011-04-06,1.4331,1.4208,1.4349,1.4223,10.575,9.5125,10.0425,10.4925,11.4425,11.92,12.23,-0.5575,-1.0275,-1.3225,-1.5525,-1.75,-1.8325,-1.8875,0.1925,0.2275,0.27,0.335,0.3975,0.4375,0.4725,-1.1975,-1.8325,-2.375,-2.82,-3.2325,-3.43,-3.51,0.59,0.67,0.835,1.0275,1.3175,1.4375,1.57,-1.62,-9.32,-18.73,-28.67,-68.03,-111.35,-157.37
2011-04-07,1.4308,1.4243,1.4337,1.4331,9.1025,9.245,10.1525,10.5475,11.385,11.8825,12.2,-0.6525,-1.005,-1.3125,-1.5475,-1.73,-1.8025,-1.855,0.2125,0.22,0.26,0.3325,0.395,0.4375,0.465,-1.1625,-1.78,-2.36,-2.8225,-3.2375,-3.415,-3.48,0.61,0.655,0.825,1.03,1.34,1.465,1.555,-2.3,-9.41,-19.9,-29.9,-69,-115.05,-162.2
2011-04-08,1.4483,1.4291,1.4489,1.4308,9.675,9.36,10.2525,10.695,11.48,11.93,12.265,-0.44,-0.935,-1.2725,-1.5075,-1.7175,-1.7975,-1.8675,0.18,0.22,0.27,0.3125,0.4125,0.4525,0.4825,-0.965,-1.66,-2.285,-2.735,-3.205,-3.385,-3.5,0.545,0.665,0.82,1,1.385,1.51,1.605,-2.62,-9.96,-20.69,-32.1,-74.82,-124.85,-174.67
