Fecha,"EURUSD Curncy PX_LAST","EURUSD Curncy PX_LOW","EURUSD Curncy PX_HIGH","EURUSD Curncy PX_OPEN","EURUSDV1W Curncy PX_LAST","EURUSDV1M Curncy PX_LAST","EURUSDV2M Curncy PX_LAST","EURUSDV3M Curncy PX_LAST","EURUSDV6M Curncy PX_LAST","EURUSDV9M Curncy PX_LAST","EURUSDV1Y Curncy PX_LAST","EURUSD25R1W Curncy PX_LAST","EURUSD25R1M Curncy PX_LAST","EURUSD25R2M Curncy PX_LAST","EURUSD25R3M Curncy PX_LAST","EURUSD25R6M Curncy PX_LAST","EURUSD25R9M Curncy PX_LAST","EURUSD25R1Y Curncy PX_LAST","EURUSD25B1W Curncy PX_LAST","EURUSD25B1M Curncy PX_LAST","EURUSD25B2M Curncy PX_LAST","EURUSD25B3M Curncy PX_LAST","EURUSD25B6M Curncy PX_LAST","EURUSD25B9M Curncy PX_LAST","EURUSD25B1Y Curncy PX_LAST","EURUSD10R1W Curncy PX_LAST","EURUSD10R1M Curncy PX_LAST","EURUSD10R2M Curncy PX_LAST","EURUSD10R3M Curncy PX_LAST","EURUSD10R6M Curncy PX_LAST","EURUSD10R9M Curncy PX_LAST","EURUSD10R1Y Curncy PX_LAST","EURUSD10B1W Curncy PX_LAST","EURUSD10B1M Curncy PX_LAST","EURUSD10B2M Curncy PX_LAST","EURUSD10B3M Curncy PX_LAST","EURUSD10B6M Curncy PX_LAST","EURUSD10B9M Curncy PX_LAST","EURUSD10B1Y Curncy PX_LAST","EUR1W Curncy PX_LAST","EUR1M Curncy PX_LAST","EUR2M Curncy PX_LAST","EUR3M Curncy PX_LAST","EUR6M Curncy PX_LAST","EUR9M Curncy PX_LAST","EUR12M Curncy PX_LAST"
2011-11-09,1.3542,1.3523,1.3859,1.3834,17.2075,16.29,16.025,15.955,15.7675,15.6475,15.5625,-2.97,-4.1925,-4.25,-4.3,-4.3175,-4.375,-4.4375,0.31,0.4725,0.57,0.595,0.67,0.7175,0.74,-5.345,-7.58,-7.845,-7.9775,-8.075,-8.345,-8.525,0.935,1.08,1.465,1.645,1.985,2.09,2.285,-0.6,-1.12,1.19,2.26,8.2,14.2,20.65
2011-11-10,1.3606,1.3484,1.3653,1.3542,16.4225,16.0825,16.0175,15.98,15.815,15.7475,15.695,-2.76,-4.03,-4.23,-4.3175,-4.3675,-4.4175,-4.4625,0.32,0.49,0.57,0.5925,0.6775,0.7225,0.7425,-4.945,-7.5375,-7.8125,-7.99,-8.13,-8.3125,-8.44,0.95,1.1125,1.4375,1.6125,1.995,2.04,2.26,-0.61,-0.89,2.61,4.11,10.88,18.78,26.57
2011-11-11,1.375,1.3578,1.3795,1.3606,14.86,15.115,15.3275,15.325,15.36,15.37,15.39,-2.3375,-3.795,-4.15,-4.245,-4.36,-4.385,-4.41,0.305,0.4575,0.545,0.58,0.655,0.7,0.72,-4.0875,-7.03,-7.6075,-7.81,-8.075,-8.26,-8.355,0.9625,1.1325,1.415,1.595,1.905,2.045,2.265,-0.64,-1.12,2.05,3.46,10.84,19.09,27.6
2011-11-14,1.3633,1.3592,1.3814,1.376,15.1175,15.5575,15.545,15.52,15.5375,15.535,15.52,-2.3075,-3.8,-4.095,-4.2075,-4.305,-4.35,-4.3925,0.325,0.445,0.54,0.58,0.6575,0.6925,0.7025,-3.985,-6.9525,-7.445,-7.7975,-7.9925,-8.1675,-8.2125,1.005,1.105,1.41,1.6625,2.0275,2.085,2.25,-0.68,-1.21,2.22,4.35,12.88,21.63,30.83
2011-11-15,1.3539,1.3496,1.3641,1.3633,15.01,15.8725,15.82,15.7575,15.7425,15.725,15.71,-2.3675,-3.85,-4.1975,-4.3075,-4.38,-4.4,-4.4375,0.325,0.4625,0.5475,0.585,0.6625,0.7025,0.715,-4.135,-7.1075,-7.6925,-7.9725,-8.1575,-8.2725,-8.345,0.9875,1.12,1.4425,1.6525,1.995,2.0525,2.2225,-0.56,-0.66,3.91,6.88,17.25,28.95,40.07
2011-11-16,1.3463,1.3429,1.3557,1.3539,15.01,15.8775,15.66,15.84,15.8325,15.845,15.85,-1.9625,-3.8575,-4.295,-4.385,-4.415,-4.4525,-4.5,0.3025,0.48,0.5575,0.6,0.6825,0.715,0.7275,-3.4025,-7.04,-7.9275,-8.12,-8.22,-8.345,-8.5025,0.9775,1.115,1.415,1.645,2.0325,2.0425,2.2725,-0.49,-0.36,5.14,9.21,19.9,32.55,44.81
2011-11-17,1.3458,1.3422,1.354,1.3463,14.1325,15.4825,15.5825,15.7675,15.8225,15.835,15.825,-1.62,-3.5775,-3.965,-4.23,-4.36,-4.4175,-4.475,0.255,0.425,0.535,0.585,0.67,0.705,0.7225,-2.815,-6.525,-7.3,-7.8375,-8.1275,-8.3375,-8.4325,0.87,1.075,1.435,1.6275,1.9825,2.0375,2.2225,-0.38,0.12,7.57,10.97,21.1,31.23,42.86
2011-11-18,1.3525,1.3447,1.3614,1.3458,13.1775,15.155,15.25,15.485,15.695,15.68,15.705,-1.52,-3.3975,-3.8325,-4.165,-4.3,-4.36,-4.435,0.3225,0.3975,0.4925,0.56,0.645,0.67,0.6875,-2.5025,-6.105,-6.9825,-7.71,-7.98,-8.14,-8.26,1.095,1.0725,1.3975,1.655,2.015,2.035,2.2525,-0.64,-0.27,6.56,10.14,19.52,29.55,39.21
2011-11-21,1.3489,1.343,1.3541,1.3516,13.51,15.62,15.68,15.765,15.8425,15.91,15.945,-1.285,-3.3625,-3.8625,-4.1975,-4.31,-4.375,-4.44,0.285,0.4125,0.525,0.58,0.675,0.71,0.72,-2.185,-6.27,-7.08,-7.755,-7.9875,-8.1375,-8.25,1.01,1.1325,1.44,1.6475,2.065,2.04,2.265,-0.6,-0.06,7.88,13.02,24.7,36.94,48.04
2011-11-22,1.3505,1.3469,1.3569,1.3489,12.54,15.2825,15.42,15.8825,16.06,16.135,16.17,-1,-3.27,-3.6275,-4.0725,-4.22,-4.2875,-4.345,0.3075,0.43,0.485,0.5475,0.645,0.685,0.7,-1.7125,-5.92,-6.61,-7.5,-7.855,-8.0275,-8.135,1.055,1.0925,1.3575,1.5725,1.9925,2.02,2.22,-0.64,-0.31,6.99,12.15,22.99,35.25,46.8
2011-11-23,1.3342,1.332,1.3531,1.3505,14.1875,16.155,16.1525,16.4125,16.4875,16.5325,16.55,-1.2,-3.245,-3.63,-4.0175,-4.17,-4.235,-4.29,0.2675,0.4,0.495,0.5725,0.6775,0.7,0.6975,-2.0425,-5.855,-6.67,-7.42,-7.7825,-8.035,-8.1425,0.9375,1.0475,1.395,1.6075,2.045,2.1175,2.2925,-0.66,-0.19,8.53,14.49,27.15,39.92,52.44
2011-11-24,1.3347,1.3316,1.3412,1.3342,13.775,15.405,15.9525,16.2525,16.43,16.4975,16.51,-1.0575,-3.195,-3.56,-3.9975,-4.14,-4.215,-4.27,0.2875,0.39,0.4925,0.5775,0.68,0.71,0.71,-1.875,-5.685,-6.5025,-7.3875,-7.75,-8.06,-8.17,0.985,1.01,1.375,1.6025,2.0225,2.1275,2.295,-0.47,0.09,9.25,15.67,29.43,42.46,56.97
2011-11-25,1.3239,1.3212,1.3354,1.3347,14.725,15.65,16.4075,16.51,16.7175,16.715,16.75,-1.2175,-3.1025,-3.5475,-3.91,-4.135,-4.195,-4.28,0.2925,0.3475,0.4375,0.525,0.6225,0.66,0.68,-2.06,-5.4925,-6.4375,-7.145,-7.8325,-8.165,-8.325,0.92,1.0175,1.3225,1.565,1.9775,2.165,2.2825,-0.28,0.7,10.15,16.58,37.68,51.5,67.25
2011-11-28,1.332,1.3245,1.3399,1.3245,14.025,15.38,16.1,16.1875,16.3625,16.49,16.545,-0.86,-3.005,-3.5375,-3.9525,-4.09,-4.16,-4.235,0.305,0.405,0.4825,0.5675,0.67,0.695,0.69,-1.445,-5.355,-6.3825,-7.2675,-7.5975,-7.825,-7.925,1.035,1.0925,1.3925,1.645,2.07,2.1225,2.295,-0.31,1.35,10.96,18.32,36.48,54.85,70.54
2011-11-29,1.3317,1.3286,1.3442,1.332,14.045,15.39,15.725,16.0525,16.315,16.4125,16.4575,-0.8275,-2.8775,-3.4725,-3.8825,-4.03,-4.13,-4.23,0.2925,0.3925,0.49,0.575,0.68,0.705,0.7,-2.38,-5.2,-6.3125,-7.1525,-7.5,-7.7925,-7.955,1.26,1.06,1.4,1.6375,2.075,2.125,2.3075,-0.03,5.82,12.75,20.56,42.18,62.63,80.81
2011-11-30,1.3446,1.3259,1.3533,1.3317,14.725,15.15,15.4975,15.6975,16.0175,16.135,16.23,-0.6925,-2.755,-3.2975,-3.715,-3.95,-4.0525,-4.15,0.25,0.3975,0.4825,0.5625,0.6725,0.69,0.69,-1.21,-5.05,-6.0525,-6.8675,-7.3525,-7.6525,-7.85,0.9075,1.0775,1.395,1.615,2.0375,2.0775,2.265,0.06,4.49,8,10.6,24.53,35.67,42.23
2011-12-01,1.3461,1.3417,1.3521,1.3446,14.58,14.2825,15.2425,15.4275,15.715,15.77,15.82,-0.4275,-2.45,-3.27,-3.65,-3.9075,-4.0175,-4.125,0.2175,0.3475,0.4575,0.53,0.6225,0.6425,0.64,-0.725,-4.405,-5.935,-6.7525,-7.26,-7.53,-7.7,0.8475,1.0725,1.3625,1.645,2.02,2.06,2.215,-0.04,3.59,6.22,8.12,15.63,22.96,32.13
2011-12-02,1.3391,1.3363,1.3548,1.3461,13.8375,14.1075,15.1125,15.3075,15.525,15.65,15.705,-0.6625,-2.34,-3.0875,-3.5125,-3.9,-4.0125,-4.12,0.2875,0.365,0.4625,0.54,0.655,0.6775,0.675,-1.1125,-4.225,-5.6025,-6.47,-7.24,-7.5225,-7.665,1.03,1.0675,1.3475,1.6225,2.035,2.07,2.245,-0.06,4.15,7.36,9.71,15.3,21.93,31.3
2011-12-05,1.3401,1.3375,1.3487,1.3383,13.965,13.8675,14.7875,14.8575,15.1725,15.3,15.3525,-0.65,-2.12,-2.8,-3.2875,-3.64,-3.82,-3.955,0.27,0.335,0.4225,0.5025,0.6075,0.6475,0.66,-1.1,-3.895,-5.1675,-6.0625,-6.81,-7.3275,-7.575,0.92,1.12,1.3575,1.545,1.92,2.0675,2.235,-0.3,4.2,6.83,8.67,14.28,20.37,28.49
2011-12-06,1.3402,1.3334,1.3428,1.3401,14.275,13.8375,14.7025,14.8375,15.17,15.28,15.355,-0.6775,-2.1675,-2.835,-3.3175,-3.6875,-3.84,-3.99,0.2675,0.35,0.435,0.5125,0.6275,0.6675,0.6775,-1.185,-3.9725,-5.1625,-6.1225,-6.9125,-7.395,-7.675,0.93,1.03,1.275,1.5225,1.93,2.08,2.24,-0.27,3.82,6.16,7.73,13.92,20.17,27.15
