Fecha,"EURBRL Curncy PX_LAST","EURBRL Curncy PX_LOW","EURBRL Curncy PX_HIGH","EURBRL Curncy PX_OPEN","EURBRLV1W Curncy PX_LAST","EURBRLV1M Curncy PX_LAST","EURBRLV2M Curncy PX_LAST","EURBRLV3M Curncy PX_LAST","EURBRLV6M Curncy PX_LAST","EURBRLV9M Curncy PX_LAST","EURBRLV1Y Curncy PX_LAST","EURBRL25R1W Curncy PX_LAST","EURBRL25R1M Curncy PX_LAST","EURBRL25R2M Curncy PX_LAST","EURBRL25R3M Curncy PX_LAST","EURBRL25R6M Curncy PX_LAST","EURBRL25R9M Curncy PX_LAST","EURBRL25R1Y Curncy PX_LAST","EURBRL25B1W Curncy PX_LAST","EURBRL25B1M Curncy PX_LAST","EURBRL25B2M Curncy PX_LAST","EURBRL25B3M Curncy PX_LAST","EURBRL25B6M Curncy PX_LAST","EURBRL25B9M Curncy PX_LAST","EURBRL25B1Y Curncy PX_LAST","EURBRL10R1W Curncy PX_LAST","EURBRL10R1M Curncy PX_LAST","EURBRL10R2M Curncy PX_LAST","EURBRL10R3M Curncy PX_LAST","EURBRL10R6M Curncy PX_LAST","EURBRL10R9M Curncy PX_LAST","EURBRL10R1Y Curncy PX_LAST","EURBRL10B1W Curncy PX_LAST","EURBRL10B1M Curncy PX_LAST","EURBRL10B2M Curncy PX_LAST","EURBRL10B3M Curncy PX_LAST","EURBRL10B6M Curncy PX_LAST","EURBRL10B9M Curncy PX_LAST","EURBRL10B1Y Curncy PX_LAST","EURBRL1W Curncy PX_LAST","EURBRL1M Curncy PX_LAST","EURBRL2M Curncy PX_LAST","EURBRL3M Curncy PX_LAST","EURBRL6M Curncy PX_LAST","EURBRL9M Curncy PX_LAST","EURBRL12M Curncy PX_LAST"
2011-09-26,2.4682,2.4476,2.5038,2.4775,30.892,28.73,27.217,26.325,24.557,23.89,23.377,6.5975,8.6875,9.27,9.75,10.48,10.6825,11.1,0.8425,1.2325,1.4075,1.585,1.93,2.045,2.2375,11.5475,16.0025,17.1925,18.45,20.295,20.7725,21.31,2.7425,3.9675,4.37,4.675,4.58,5.1125,5.305,46.25,169.1,315.56,456.76,765.1,1272.85,1690.36
2011-09-27,2.4541,2.4389,2.4699,2.4619,27.112,26.072,25.515,24.632,23.452,22.9175,22.525,6.5975,8.6875,9.4325,9.86,10.48,9.7825,10.2075,0.865,1.26,1.47,1.645,1.99,1.64,1.89,11.5475,16.0025,17.4575,18.63,20.295,20.7725,21.215,2.7025,3.8625,4.33,4.56,4.315,4.8675,5.02,48.45,180.71,304.56,436.87,756.75,1150.89,1509.85
2011-09-28,2.4817,2.4539,2.4976,2.4598,26.057,24.472,23.307,22.852,22.34,22.0675,21.89,6.7475,8.9875,9.87,10.7475,12.385,11.375,11.5575,0.8925,1.33,1.5625,1.91,2.135,2.4925,2.4575,11.8125,16.5525,18.3,20.335,21.8325,22.115,22.365,2.975,3.7775,4.34,4.535,3.3675,4.3375,5.3425,44.25,165.03,297.42,431,800.1,1096.55,1443.5
2011-09-29,2.5086,2.4833,2.5153,2.4849,28.785,24.307,23.487,22.987,22.065,22.275,21.94,7.85,9.635,10.59,11.85,12.0975,13.1325,12.9875,1.1275,1.49,1.775,2.055,1.76,3.15,2.625,13.6175,17.7475,19.5825,21.7,23.3375,23.6725,23.8925,3.56,3.4825,4.0075,4.05,7.5325,3.23,4.7575,45.6,192.86,344.2,471.05,844.7,1233.19,1621.02
2011-09-30,2.5159,2.4861,2.5371,2.5042,28.742,25.92,25.097,24.385,23.917,23.59,23.335,7.8475,10.1475,10.645,11.1925,11.855,12.0425,12.1575,1.13,1.555,1.7075,1.945,2.1625,2.3,2.47,13.6175,18.6075,19.685,21.18,22.98,23.43,23.7575,3.56,3.635,4.28,4.945,6,6.3975,6.68,45.75,203.9,327.1,474,858,1213.6,1588.5
2011-10-03,2.4914,2.4776,2.531,2.5086,28.095,27.057,26.342,25.775,24.977,24.515,24.158,7.9975,10.54,10.965,11.94,12.385,12.8075,12.7275,1,1.555,1.7325,2.1725,2.345,2.505,2.86,13.9975,19.3475,20.4425,22.77,24.185,25.1675,25.75,2.8825,3.4775,4.215,4.595,5.585,5.6375,5.96,52.85,211.7,342.6,485.2,883,1239.05,1623.95
2011-10-04,2.4902,2.4792,2.5099,2.4845,27.182,26.548,26.175,25.24,24.612,24.28,24.037,7.9975,10.485,11.16,11.825,12.35,12.6075,12.7175,1.015,1.5975,1.79,2.1225,2.3625,2.54,2.7525,13.9975,19.3125,20.635,22.5025,24.185,25.17,25.755,2.8525,3.4225,4.2725,4.995,5.6875,6.2125,6.77,40.7,200.3,329.3,464.35,832.45,1187.85,1566.85
2011-10-05,2.4468,2.4359,2.4757,2.4735,23.667,22.99,22.472,22.29,21.917,21.785,21.682,8.7275,9.625,10.1675,11.1675,10.9975,12.825,12.7075,1.28,1.52,1.6875,2.0275,1.84,2.56,3.0275,15.0575,17.6375,18.855,21.26,23.5175,24.8,25.71,3.225,3.69,4.135,5.17,5.75,5.5325,5.98,42.05,188.9,337.45,485.2,863.05,1226.2,1622.25
2011-10-06,2.3939,2.3918,2.4381,2.4326,22.055,20.967,20.762,20.42,20.265,19.8025,19.695,8.7325,8.57,9.31,10.9975,12.28,12.185,12.5625,1.3175,1.2075,1.405,2.06,2.3675,1.9525,2.195,15.035,16.78,18.5475,20.685,23.1225,24.4075,25.3975,3.1075,3.255,3.7725,4.4325,4.8875,9.43,10.1875,43.5,194.35,314.3,447.3,792.55,1147.9,1632.85
2011-10-07,2.3673,2.3643,2.3998,2.3916,20.967,19.13,18.917,18.447,18.217,19.0225,19.02,8.7325,10.0475,11.355,10.9575,11.875,12.675,12.8725,1.3475,1.525,1.815,1.22,1.555,7.0575,6.87,15.015,16.9525,18.7225,20.8625,23.19,24.6075,25.5625,3.005,2.17,2.455,6.8125,8.185,8.209,0.7875,53.4,192.75,326.65,482.75,846.35,1210.3,1592.15
2011-10-10,2.4047,2.3719,2.4127,2.4065,18.51,17.9,18.049,18.17,18.45,18.474,18.552,6.9,8.75,9.75,10.7,11.9,12.31,12.7,0.6,0.653,0.67,0.718,0.77,0.853,0.936,12.075,16.1,18.038,20.33,23.086,24.374,25.273,3.09,3.955,4.887,6.093,7.177,7.772,8.195,52.7,181.8,299.2,472.1,863.45,1251.75,1652.1
2011-10-11,2.4084,2.3928,2.4203,2.3984,18.505,17.665,17.577,17.282,18.262,18.39,18.542,6.9,8.5875,9.3725,10.4575,12.19,12.3925,12.58,1.02,1.7325,1.9525,1.14,6.8925,6.6525,6.5075,12.075,15.8175,17.3775,19.9125,22.8225,24.185,25.165,2.71,2.255,2.75,6.5,-0.0275,7.7724,0.275,49.35,184.89,335.37,480.89,792.65,1208.81,1580.81
2011-10-13,2.4124,2.3959,2.4284,2.4276,19.42,18.177,17.997,18.027,17.917,17.8725,17.892,6.4975,8.4125,9.2925,10.3675,11.6875,12.0125,12.235,0.67,0.8475,0.9825,1.1475,1.4525,1.6825,1.8825,11.375,15.4975,17.24,19.79,22.935,24.195,24.915,3.16,4.15,5.265,6.6025,7.9975,8.705,9.215,51.15,196.28,354.07,486.49,837.7,1221.09,1603.89
2011-10-14,2.4062,2.3919,2.4157,2.4126,17.662,17.423,17.315,17.272,17.427,17.48,17.582,6.5,7.7875,9.17,10.1425,11.25,11.6225,12.2,0.665,0.825,0.9675,1.1275,1.4125,1.6375,1.9275,11.375,14.3475,17.01,19.3625,22.085,23.42,24.2775,3.155,4.1275,5.25,6.5825,7.9575,8.6575,9.2275,52.95,189.03,335.32,481.78,833.8,1214.12,1603.48
2011-10-17,2.4384,2.3972,2.4384,2.3979,17.245,17.085,16.965,16.832,16.802,16.9375,17.117,6,7.2375,8.4225,9.52,10.755,11.1025,11.35,0.66,0.805,0.93,1.085,1.355,1.5675,1.7625,10.5,13.335,15.6225,18.1775,21.12,22.385,23.1375,3.15,4.105,5.21,6.54,7.8975,8.59,9.09,51.25,185.44,337.3,482.66,834.2,1211.16,1571.18
2011-10-18,2.4149,2.4075,2.4392,2.4276,17.997,17.802,17.542,17.405,17.48,17.5,17.58,6,7.805,9.0025,10.2075,11.1025,11.425,11.65,0.66,0.8725,0.9875,1.15,1.4025,1.6275,1.815,10.5,14.3175,16.8775,19.5475,22.075,23.1425,23.7325,3.15,4.2575,5.3175,6.6375,8.0325,8.82,9.23,51.65,182.85,326.45,474.4,798.5,1202.23,1563.14
2011-10-19,2.439,2.4126,2.4433,2.4222,19.37,18.102,17.917,17.977,17.712,17.655,17.673,6,7.6475,8.6525,10.17,11.6925,11.705,11.725,0.665,0.815,0.9475,1.13,1.4575,1.6575,1.825,10.5,14.0875,16.2625,19.5125,23.24,23.705,23.8825,3.155,4.02,4.8925,6.2925,8.1325,8.8075,9.2425,54.95,175.69,330.83,488.39,849.65,1203.35,1566.33
2011-10-20,2.4564,2.434,2.472,2.4503,21.405,19.617,19.557,19.482,19.152,18.9425,18.817,6,8.36,9.5175,11.0175,12.2975,12.295,12.2925,0.6725,0.8875,1.0325,1.245,1.5825,1.7875,1.9675,10.505,15.4,17.895,21.15,24.4575,24.9125,25.0625,3.16,4.895,5.895,7.3925,9.1275,9.595,10.01,60.65,199.79,357.35,498.16,803.95,1242.21,1598.56
2011-10-21,2.4697,2.4433,2.4754,2.4502,19.255,18.272,18.247,18.307,18.227,18.0375,17.917,6.4625,8.1075,9.28,10.2175,11.27,11.6675,12.065,0.6775,0.8675,1.0025,1.19,1.4925,1.7075,1.905,11.31,14.935,17.45,19.6125,22.4325,23.66,24.6075,3.2525,4.93,5.88,7.3375,8.9575,9.5075,9.895,58.75,180.24,336.15,477.93,809.7,1228.46,1592.52
2011-10-24,2.438,2.4346,2.4705,2.4576,17.692,17.697,17.582,17.432,17.475,17.395,17.375,6.16,7.84,9.0825,10.065,11.25,11.5925,11.935,0.66,0.835,0.9725,1.155,1.4475,1.6725,1.86,10.78,14.445,17.08,19.3275,22.39,23.515,24.3575,3.15,4.78,5.7575,7.2625,8.775,9.425,9.81,57.3,169.61,325.69,473.41,859.65,1214.22,1557.64
2011-10-25,2.4549,2.421,2.4608,2.4411,18.173,18.057,17.783,17.54,17.505,17.465,17.477,6.0075,7.9875,9.25,10.3075,11.2925,11.6375,11.985,0.66,0.9,1.0125,1.195,1.4525,1.6775,1.87,10.515,14.65,17.3375,19.7425,22.4725,23.6075,24.4575,3.15,4.9475,5.8525,7.34,8.7775,9.4325,9.82,57.2,162.89,320.24,476.22,798.75,1210.41,1556.44
2011-10-26,2.4459,2.435,2.4618,2.4581,17.56,17.185,16.908,17.162,17.31,17.325,17.387,5.25,7.46,8.7425,9.7875,10.995,11.3025,11.615,0.65,0.8225,0.955,1.115,1.4175,1.6325,1.82,9.19,13.7475,16.44,18.7925,21.885,22.9275,23.6925,3.14,4.9575,5.98,6.9725,8.69,9.295,9.68,33.45,163.74,307.97,482.89,848.1,1219.56,1549.98
2011-10-27,2.4251,2.4195,2.4697,2.4697,15.61,15.315,15.737,15.905,16.082,16.1575,16.267,4.34,6.18,7.4325,8.7375,10.0775,10.5275,10.975,0.6175,0.76,0.905,1.045,1.2975,1.5075,1.6975,7.6,11.39,13.9375,16.7325,20.065,21.35,22.3875,3.025,4.5025,5.4425,6.5,8.0425,8.615,9.08,35,166.47,335.63,476.45,817.75,1233.26,1561.37
2011-10-28,2.3677,2.3674,2.4269,2.4208,15.432,14.98,15.182,15.375,15.857,16.135,16.435,4.34,5.925,6.9925,8.3925,9.78,10.24,10.5975,0.6175,0.75,0.855,1.0025,1.2675,1.4875,1.6675,7.6,10.915,13.155,16.1175,19.475,20.78,21.6375,3.025,4.495,5.34,6.42,8.0075,8.5925,9.045,36.75,169.27,323.52,481.16,810.7,1217.33,1505.88
2011-10-31,2.3748,2.3438,2.3756,2.3438,16.73,15.6,15.387,15.555,16.012,16.31,16.63,4.9475,7.0875,8.39,9.6025,10.4825,10.9025,11.2175,0.625,0.835,0.93,1.08,1.3175,1.5475,1.7325,8.66,12.9975,15.725,18.3875,20.865,22.105,22.8775,3.035,4.6725,5.4625,6.5275,8.0625,8.655,9.115,45.3,172.57,311.19,482.43,808.85,1195.74,1477.25
2011-11-01,2.3899,2.3534,2.4,2.3534,21.21,18.347,17.62,17.787,17.66,17.68,17.755,6.0075,8.125,9.1925,10.5,11.32,11.6675,11.915,0.6525,0.835,0.9775,1.1575,1.4425,1.6725,1.8675,10.515,14.9675,17.28,20.155,22.515,23.64,24.2775,3.06,4.64,5.5675,6.775,8.4575,9.0075,9.565,55.5,186.04,335.74,508.38,857,1259.96,1569.47
2011-11-03,2.4006,2.3591,2.4102,2.4066,20.317,17.445,17.438,17.47,17.132,17.02,16.972,5.5875,6.79,8.08,9.1225,10.0075,10.475,10.84,0.8475,0.8,0.9675,1.11,1.3375,1.55,1.7375,9.715,12.5075,15.155,17.4775,19.925,21.24,22.1175,3.655,4.6825,5.7325,6.925,8.3875,8.875,9.53,46.6,183.05,330.5,491.35,854.45,1249.1,1610.45
2011-11-04,2.4123,2.3871,2.4183,2.4035,18.9,16.755,16.767,16.762,16.785,16.8,16.892,5.1825,6.1225,7.125,8.0975,9.4925,10.04,10.4975,0.8375,0.83,0.9225,1.03,1.295,1.5125,1.71,9.01,11.2475,13.3625,15.5525,18.905,20.365,21.395,3.6525,4.8275,5.6975,6.8025,8.3425,8.835,9.51,45.05,182.65,333.45,490.9,850.25,1256.1,1587.8
2011-11-07,2.4065,2.3995,2.4203,2.4034,17.205,16.69,16.742,16.957,16.78,16.795,16.857,4.35,5.93,7.0525,8.15,9.4975,10.045,10.4675,0.62,0.77,0.885,1.035,1.2975,1.5125,1.6975,7.6125,10.9225,13.2625,15.6475,18.905,20.3675,21.3525,3.03,4.6525,5.595,6.8075,8.3425,8.8325,9.485,38.6,194.35,337.65,508.5,845.7,1244.87,1544.69
2011-11-08,2.3983,2.3962,2.4136,2.4086,14.965,16.21,16.347,16.317,16.51,16.715,16.89,3.7,5.1225,6.1525,7.155,8.0575,8.61,9.07,0.61,0.75,0.855,0.985,1.205,1.4025,1.58,6.475,9.4375,11.5725,13.7375,16.05,17.475,18.5275,3.0175,4.6325,5.5625,6.755,8.2425,8.7125,9.35,37.45,188.17,337.04,504.89,830.05,1194.65,1496.8
2011-11-09,2.4085,2.3696,2.412,2.3696,NULL,NULL,NULL,NULL,17.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.95,187.01,355.57,493.53,795.5,1172.27,1487.91
2011-11-10,2.3926,2.3901,2.4163,2.4163,NULL,NULL,NULL,NULL,17.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47.8,199.36,356.88,511.62,822.15,1192.7,1520.3
2011-11-11,2.3978,2.3929,2.4091,2.3996,13.515,15.9,15.975,16.14,16.427,16.645,16.83,3.9,4.7775,5.985,6.965,7.89,8.3725,8.8125,0.61,0.7475,0.85,0.9775,1.1975,1.3875,1.5575,6.825,8.8025,11.255,13.3775,15.715,16.995,18.0025,3.015,4.63,5.56,6.7475,8.235,8.695,9.325,48.3,201.45,360.39,516.72,818.65,1209.69,1541.66
2011-11-14,2.4049,2.3874,2.4165,2.3874,13.97,16.177,16.167,16.265,16.735,16.955,17.1,3.93,4.65,5.7125,6.605,7.4175,7.7225,8.44,0.6,0.74,0.8525,0.955,1.2375,1.515,1.62,6.8775,9.07,11.21,13.2975,13.37,14.0275,14.475,3.0175,4.365,5.3125,6.42,7.3575,7.6275,7.99,58.8,203.44,354.3,519.72,855.45,1233.93,1538.2
2011-11-16,2.3919,2.3816,2.4016,2.3816,14.122,15.857,15.857,16.24,16.575,16.9425,17.21,3.55,4.3825,5.4925,6.24,6.6475,7.035,7.5675,0.595,0.7,0.795,0.8975,1.075,1.4275,1.4675,6.1975,8.27,10.495,12.215,13.5075,13.6325,13.76,2.7075,3.56,4.345,5.3575,5.76,6.13,6.465,48.55,187.69,350.85,507.2,847.4,1228.8,1538.12
2011-11-17,2.3959,2.3849,2.4071,2.385,14.122,15.31,15.635,15.877,16.387,16.6975,16.862,3.7,4.4225,5.355,5.97,6.495,6.9225,7.4825,0.5975,0.7,0.79,0.8825,1.065,1.4225,1.485,6.4625,8.3425,10.235,11.6975,13.045,13.325,13.6125,2.7075,3.5625,4.34,5.3425,5.7475,6.1275,6.445,51.3,197.3,365.96,516.14,867.4,1230.73,1553.51
2011-11-18,2.4144,2.3931,2.4173,2.3962,13.475,14.182,14.597,15.177,15.882,16.125,16.332,3.375,4.1025,5.0425,5.4025,5.7275,6.3225,6.855,0.6,0.67,0.7625,0.845,0.9825,1.1475,1.29,5.905,7.5575,9.4775,10.3675,11.37,12.79,13.9475,2.45,3.02,3.715,4.5675,5.1675,5.7375,6.27,52.25,194.92,357.51,504.73,825.35,1222.15,1542.1
2011-11-21,2.4394,2.4032,2.4506,2.4033,15.79,15.16,15.42,15.642,16.477,16.7225,16.93,3.915,4.6,5.3825,5.71,5.9675,6.54,7.05,0.605,0.68,0.775,0.86,1.0025,1.1625,1.305,6.85,8.4725,10.1125,10.9525,11.845,13.215,14.3175,2.375,2.915,3.58,4.46,4.9525,5.3775,5.745,57.4,206.32,364.51,522.94,880.65,1271.46,1606.13
2011-11-22,2.456,2.4337,2.4665,2.4465,15.13,15.23,15.228,15.81,16.65,16.92,17.152,3.915,4.515,5.36,5.6875,5.9475,6.5025,7.17,0.605,0.68,0.775,0.8625,1.005,1.1625,1.3625,6.85,8.32,10.0725,10.9125,11.805,13.14,14.2675,2.3725,2.915,3.5825,4.4625,4.9575,5.38,5.8,64.9,209.08,371.04,522.32,879.25,1273.64,1601.43
2011-11-23,2.4873,2.4369,2.4983,2.4377,16.56,16.622,16.77,17.055,17.632,17.7125,17.82,4.075,4.35,4.9325,5.1825,5.3675,6.8225,7.2225,0.5925,0.6775,0.735,0.84,0.915,1.2275,1.2325,7.1375,8.1675,9.9175,11.0225,11.8875,13.595,14.5625,2.365,3.02,3.5475,4.395,4.8725,5.665,5.53,51.5,210.29,394.56,527.48,888.45,1289.24,1615.62
2011-11-24,2.5305,2.4771,2.5383,2.4928,16.37,16.467,16.452,16.798,17.395,17.605,17.695,3.9975,4.9025,5.6625,6.02,6.2375,6.605,7.195,0.605,0.685,0.7575,0.875,0.9675,1.195,1.2625,7.06,8.7825,10.685,11.5675,12.36,13.295,14.53,2.385,3.055,3.565,4.415,4.8925,5.6675,5.7025,53.05,210.91,396.97,530.96,931.3,1295.18,1625.29
2011-11-25,2.5025,2.4906,2.5381,2.5128,19.627,20.042,20.1,19.902,19.62,19.435,19.52,4.64,5.835,6.4125,7.1225,7.1525,7.29,6.61,0.5725,0.73,0.825,1.1125,1.2325,1.3375,1.455,8.93,11.4525,12.545,12.6475,12.88,13.5275,13.97,1.9375,2.585,3.3975,3.8875,4.2375,4.5025,4.6775,53.1,187.29,363.41,512.62,901.1,1280.98,1591.17
2011-11-28,2.4675,2.4659,2.531,2.531,18.055,19.692,19.532,19.397,19.342,19.155,19.035,4.3825,5.62,6.4425,7.21,7.3275,7.5275,7.9025,0.56,0.6825,0.8925,0.97,1.0675,1.295,1.4175,7.4525,10.165,12.045,13.255,14.03,14.3175,14.61,2.2775,3.045,3.6225,4.1575,4.8125,5.275,5.2775,48.95,183.26,358.25,495.16,884.2,1239.18,1531.32
2011-11-29,2.4598,2.4562,2.4901,2.49,17.985,19.455,19.322,19.137,19.195,19.005,18.897,4.2375,5.4775,6.36,6.95,7.1875,7.355,7.725,0.475,0.675,0.82,0.925,0.98,1.245,1.355,7.3925,9.9425,11.7025,12.7975,13.685,13.985,14.4925,2.2625,3.025,3.56,4.18,4.79,5.355,5.2975,45.25,194.94,361.19,498.55,866.25,1238.72,1528.02
2011-11-30,2.43,2.4225,2.4576,2.4522,17.595,18.877,18.75,18.675,18.712,18.53,18.44,4.18,5.4575,6.2325,6.7375,7.0025,7.15,7.5075,0.4925,0.6725,0.7975,0.8925,0.9525,1.2025,1.3125,6.5625,9.9275,11.55,12.595,13.45,13.7075,14.3975,2.655,2.9875,3.56,4.17,4.795,5.4025,5.2725,41.45,189.15,359.59,478.73,843,1148.68,1393.16
2011-12-01,2.4223,2.4053,2.4374,2.4362,17.63,18.145,18.21,18.24,18.23,18.0675,18.06,4.1325,5.51,6.2075,6.6775,6.8875,7.0175,7.35,0.5025,0.7025,0.56,0.8825,0.93,1.15,1.265,6.925,10.045,11.345,12.5325,13.3125,13.51,14.345,2.745,3.07,3.47,4.26,4.805,5.465,5.3225,40.95,201.94,374.47,486.59,841.1,1151.78,1441.69
2011-12-02,2.4003,2.3935,2.4279,2.4279,15.787,16.327,16.392,16.557,16.745,16.83,16.912,4.2075,5.555,6.24,6.7,6.9075,6.6425,7.34,0.4525,0.9275,0.78,1.35,1.3525,1.2975,1.57,9.1125,9.6775,9.7575,10.395,10.64,10.8575,10.9275,1.5075,2.47,2.87,3.185,3.1975,3.345,3.48,39.6,195.04,357.24,474.36,824.85,1155.09,1461.85
2011-12-05,2.3929,2.3913,2.4095,2.4083,16.048,16.2,16.908,17.13,16.785,16.9775,17.09,4.955,5.62,5.6325,6.9275,6.89,6.89,7.1475,0.15,0.8575,0.4325,0.7525,1.2375,1.225,1.3675,7.6575,9.955,10.2575,13.25,13.585,12.6425,11.745,1.4375,2.575,2.405,3.9125,4.68,4.3925,3.82,39.7,188.6,346.45,464.85,814.85,1164.55,1463.1
2011-12-06,2.4027,2.3857,2.409,2.3913,16.06,16.205,16.915,17.14,16.772,16.9625,17.085,4.9375,5.62,5.66,6.9275,6.875,6.8175,7.155,0.16,0.855,0.435,0.755,1.2325,1.205,1.3825,7.6375,9.9425,10.2525,13.245,13.5675,12.6325,11.7475,1.4475,2.5675,2.405,3.885,4.7,4.405,3.8325,42.3,194.45,371.13,496.78,829.6,1178.35,1514.49
2011-12-07,2.4109,2.398,2.4129,2.3985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40.9,184.48,369.37,491.52,853,1197.24,1553.67
2011-12-08,2.4333,2.3902,2.4344,2.409,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40.95,210.81,388.84,505.45,860.05,1258.2,1612.21
2011-12-09,2.4043,2.4041,2.442,2.441,16.9,16.372,16.415,16.47,16.705,16.8475,16.942,5.68,6.3,6.03,7.225,6.8625,6.705,7.555,0.4325,1.03,0.9225,1.4625,1.8025,1.6675,1.7475,8.1775,11.245,11.385,11.7675,12.4175,15.0825,15.33,NULL,2.3325,2.5925,3.0775,3.145,3.835,3.8925,44.15,215.88,388.91,516.92,886.55,1278.82,1622.87
2011-12-12,2.4317,2.3849,2.4351,2.3852,16.813,16.32,16.397,16.482,16.777,17.0175,17.175,5.2175,6.4275,6.2875,7.195,7.3175,7.33,7.5025,0.4625,0.935,0.8675,1.265,1.375,1.385,1.5775,7.885,10.8175,11.22,11.73,12.365,13.9225,14.47,2.21,2.89,3.2025,3.78,3.9875,4.6025,4.7425,44.45,225.31,393.8,518.66,892.75,1279.94,1636.72
2011-12-13,2.4299,2.4185,2.439,2.4335,16.442,16.277,16.442,16.64,16.992,17.2525,17.44,4.8975,6.575,6.555,7.235,7.4125,7.33,7.53,0.495,0.845,0.8525,1.1475,1.245,1.35,1.4825,7.695,11.5,11.925,12.435,13.23,14.1675,14.735,2.275,2.935,3.3525,4.075,4.34,4.945,5.0175,43.85,216.47,392.31,520.5,892.65,1321.82,1671.86
2011-12-14,2.4386,2.424,2.4445,2.4269,17.915,16.86,16.942,17.072,17.41,17.6675,17.897,6.035,7.13,7.185,7.6025,7.7775,7.645,7.8075,0.6575,0.865,0.875,1.11,1.235,1.33,1.455,9.8925,12.64,13.1875,13.5825,14.3975,15.07,15.445,2.5675,3.02,3.525,4.29,4.67,5.1275,5.2775,44.7,196.99,377.16,508.32,900,1343.21,1753.98
2011-12-15,2.4205,2.4114,2.4458,2.445,16.552,16.252,16.58,16.79,17.12,17.3975,17.622,5.425,6.925,7.0525,7.575,7.7375,7.665,7.88,0.5475,0.8375,0.855,1.105,1.2275,1.3325,1.475,8.9,12.2975,12.96,13.5275,14.3175,15.0325,15.435,2.32,2.965,3.485,4.285,4.66,5.1275,5.2875,52.4,191.8,361.35,485.7,892.95,1300.76,1691.73
2011-12-16,2.4114,2.4045,2.4247,2.4247,14.287,15.582,16.317,16.597,17.377,17.755,18.122,5.07,7.135,7.18,7.555,7.7,6.785,7.755,0.42,0.825,0.815,1.475,1.7375,1.3225,1.9075,10.05,13.2125,14.0575,13.0475,13.3,13.4225,13.405,1.48,2.78,3.2,3.555,3.8125,3.95,4.0925,41.85,191.44,350.14,478.35,860.7,1287.44,1693.76
2011-12-19,2.4305,2.4108,2.4349,2.4112,14.07,15.563,16.307,16.407,17.31,17.68,18.05,5.025,7.0525,7.155,7.605,7.7125,6.64,7.815,0.4625,0.815,0.835,1.55,1.7775,1.3025,1.9725,10.2125,13.1125,14.06,12.8375,13.055,13.14,13.175,1.4075,2.755,3.1275,3.4075,3.6225,3.745,3.8875,36.6,189.16,345.6,471.34,846.2,1278.05,1680.49
2011-12-20,2.4131,2.4082,2.4429,2.4429,13.602,14.785,15.547,16.135,16.88,17.335,17.767,5.2375,7.175,7.245,7.77,7.7625,6.7325,6.9775,0.4175,0.79,0.8025,1.59,1.8025,1.1625,1.4925,10.4175,13.34,14.3525,13.08,13.215,13.3175,13.3325,1.335,2.735,3.06,3.465,3.7025,3.705,3.96,37.15,173.86,318.18,466.97,867,1270.55,1665.15
2011-12-21,2.4258,2.4109,2.4293,2.4189,13.195,14.752,15.625,15.865,16.745,17.23,17.682,5.335,7.065,7.1975,7.71,7.74,6.695,7.81,0.555,0.7975,0.81,1.5675,1.7925,1.3125,1.97,11.0575,13.1425,14.1625,13.0275,13.1075,13.2025,13.205,1.785,2.7325,3.0975,3.405,3.6225,3.745,3.865,34.3,160.34,317.13,468.94,835,1271.26,1672.31
2011-12-22,2.421,2.4131,2.429,2.4283,13.325,14.817,15.707,15.905,16.66,17.1875,17.682,5.2875,7.0375,7.16,7.6325,7.7025,6.6525,7.845,0.535,0.805,0.8175,1.5525,1.8275,1.3175,2.0025,10.2825,13.0725,14.225,12.8975,13.025,13.1225,13.135,1.33,2.7325,3.06,3.41,3.6325,3.755,3.885,42.85,179.16,318.05,467.42,890.05,1315.16,1727.52
2011-12-23,2.4231,2.4135,2.4297,2.4261,12.277,14.605,15.34,15.707,16.425,16.95,17.457,5.255,7.0225,7.1425,7.6725,7.685,6.635,7.775,0.5375,0.81,0.815,1.62,1.7875,1.2975,1.9575,10.2225,13.0675,14.065,12.8225,13.0125,13.11,13.1075,1.33,2.72,3.1025,3.405,3.6325,3.7525,3.875,42.2,191.11,332.17,481.77,904.15,1348.4,1753.23
